<h>
Topline	NP	Topline
<p>
Israeli	NP	Israeli
Communications	NPS	Communications
Minister	NP	Minister
Shlomo	NP	Shlomo
Karhi	NP	<unknown>
ordered	VBD	order
the	DT	the
return	NN	return
of	IN	of
equipment	NN	equipment
to	TO	to
the	DT	the
Associated	NP	Associated
Press	NP	Press
until	IN	until
the	DT	the
issue	NN	issue
is	VBZ	be
"	``	"
re-examined	VBN	re-examine
,	,	,
"	''	"
after	IN	after
Israel	NP	Israel
ignited	VBD	ignite
free	JJ	free
press	NN	press
concerns	NNS	concern
by	IN	by
seizing	VBG	seize
AP	NP	AP
equipment	NN	equipment
and	CC	and
shutting	VBG	shut
down	RP	down
a	DT	a
live	JJ	live
feed	NN	feed
of	IN	of
Gaza	NP	Gaza
,	,	,
alleging	VBG	allege
the	DT	the
newswire	NN	newswire
service	NN	service
provided	VBD	provide
images	NNS	image
to	TO	to
Al	NP	Al
Jazeera	NP	<unknown>
,	,	,
which	WDT	which
is	VBZ	be
banned	VBN	ban
in	IN	in
Israel	NP	Israel
due	JJ	due
to	TO	to
a	DT	a
new	JJ	new
media	NN	media
law	NN	law
.	SENT	.
<p>
Smoke	NN	smoke
billows	NNS	billow
after	IN	after
an	DT	an
explosion	NN	explosion
in	IN	in
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
,	,	,
as	RB	as
seen	VBN	see
from	IN	from
southern	JJ	southern
Israel	NP	Israel
Tuesday	NP	Tuesday
,	,	,
May	NP	May
21	NP	@card@
,	,	,
...	:	...
+	SYM	+
2024	CD	@card@
.	SENT	.
(	(	(
AP	NP	AP
Photo/Leo	NP	<unknown>
Correa	NP	Correa
)	)	)
<p>
Copyright	NP	Copyright
2024	CD	@card@
The	DT	the
Associated	NP	Associated
Press	NP	Press
.	SENT	.
All	DT	all
rights	NNS	right
reserved	VBD	reserve
.	SENT	.
<h>
Key	JJ	Key
Facts	NNS	fact
<p>
In	IN	in
a	DT	a
post	NN	post
on	IN	on
X	NP	X
,	,	,
Karhi	NP	<unknown>
maintained	VBD	maintain
the	DT	the
media	NNS	medium
equipment	NN	equipment
was	VBD	be
used	VBN	use
to	TO	to
disclose	VB	disclose
the	DT	the
location	NN	location
of	IN	of
troops	NNS	troop
in	IN	in
northern	JJ	northern
Gaza	NP	Gaza
and	CC	and
created	VBD	create
a	DT	a
security	NN	security
risk	NN	risk
by	IN	by
sharing	VBG	share
that	DT	that
information	NN	information
with	IN	with
Al	NP	Al
Jazeera	NP	<unknown>
"	''	"
despite	IN	despite
repeated	JJ	repeated
warnings	NNS	warning
.	SENT	.
"	''	"
<p>
Karhi	NP	<unknown>
added	VBD	add
the	DT	the
Ministry	NP	Ministry
of	IN	of
Defense	NP	Defense
had	VBD	have
asked	VBN	ask
to	TO	to
"	``	"
re-examine	VB	re-examine
"	''	"
the	DT	the
issue	NN	issue
of	IN	of
broadcasts	NNS	broadcast
and	CC	and
potential	JJ	potential
risks	NNS	risk
to	TO	to
soldiers	NNS	soldier
,	,	,
so	RB	so
the	DT	the
Communications	NP	Communications
Ministry	NP	Ministry
ordered	VBD	order
the	DT	the
return	NN	return
of	IN	of
AP	NP	AP
equipment	NN	equipment
"	''	"
at	IN	at
this	DT	this
stage	NN	stage
"	``	"
until	IN	until
it	PP	it
gets	VBZ	get
an	DT	an
opinion	NN	opinion
on	IN	on
the	DT	the
security	NN	security
situation	NN	situation
.	SENT	.
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
officials	NNS	official
from	IN	from
the	DT	the
country	NN	country
'	POS	'
s	NN	S
communications	NNS	communication
ministry	NN	ministry
arrived	VBD	arrive
at	IN	at
the	DT	the
AP	NP	AP
'	POS	'
s	JJ	<unknown>
location	NN	location
in	IN	in
the	DT	the
Israeli	JJ	Israeli
town	NN	town
of	IN	of
Sderot	NP	<unknown>
with	IN	with
a	DT	a
paper	NN	paper
claiming	VBG	claim
the	DT	the
AP	NP	AP
had	VBD	have
violated	VBN	violate
its	PP$	its
media	NNS	medium
law	NN	law
.	SENT	.
<p>
At	IN	at
the	DT	the
time	NN	time
of	IN	of
the	DT	the
shutdown	NN	shutdown
,	,	,
the	DT	the
AP	NP	AP
was	VBD	be
broadcasting	VBG	broadcast
a	DT	a
live	JJ	live
"	``	"
general	JJ	general
"	''	"
view	NN	view
of	IN	of
northern	JJ	northern
Gaza	NP	Gaza
,	,	,
and	CC	and
claimed	VBD	claim
it	PP	it
was	VBD	be
complying	VBG	comply
with	IN	with
the	DT	the
Israeli	JJ	Israeli
military	NN	military
'	POS	'
s	NN	S
rules	NNS	rule
prohibiting	VBG	prohibit
broadcasts	NNS	broadcast
of	IN	of
troop	NN	troop
movements	NNS	movement
,	,	,
the	DT	the
AP	NP	AP
reported	VBD	report
--	:	--
The	DT	the
AP	NP	AP
reported	VBD	report
it	PP	it
had	VBD	have
received	VBN	receive
a	DT	a
verbal	JJ	verbal
order	NN	order
last	JJ	last
week	NN	week
to	TO	to
cease	VB	cease
the	DT	the
live	JJ	live
feed	NN	feed
but	CC	but
refused	VBD	refuse
to	TO	to
do	VB	do
so	RB	so
.	SENT	.
<p>
The	DT	the
outlet	NN	outlet
,	,	,
a	DT	a
wire	NN	wire
service	NN	service
that	WDT	that
distributes	VBZ	distribute
articles	NNS	article
,	,	,
images	NNS	image
and	CC	and
videos	NNS	video
to	TO	to
thousands	NNS	thousand
of	IN	of
news	NN	news
outlets	NNS	outlet
around	IN	around
the	DT	the
world	NN	world
