<p>
LONDON	NP	LONDON
:	:	:
The	DT	the
United	NP	United
Kingdom	NP	Kingdom
yesterday	NN	yesterday
(	(	(
Apr	NP	Apr
28	CD	@card@
)	)	)
welcomed	VBD	welcome
Palestinian	NP	Palestinian
Authority	NP	Authority
Prime	NP	Prime
Minister	NP	Minister
Mohammad	NP	Mohammad
Mustafa	NP	Mustafa
to	TO	to
London	NP	London
,	,	,
marking	VBG	mark
the	DT	the
first	JJ	first
official	NN	official
visit	NN	visit
by	IN	by
a	DT	a
PA	NN	pa
leader	NN	leader
since	IN	since
2021	CD	@card@
and	CC	and
signalling	VBG	signal
a	DT	a
renewed	JJ	renewed
commitment	NN	commitment
to	TO	to
deepening	VBG	deepen
bilateral	JJ	bilateral
ties	NNS	tie
and	CC	and
advancing	VBG	advance
peace	NN	peace
efforts	NNS	effort
in	IN	in
the	DT	the
Middle	NP	Middle
East	NP	East
.	SENT	.
<p>
According	VBG	accord
to	TO	to
Anadolu	NP	<unknown>
Ajansi	NP	<unknown>
,	,	,
British	NP	British
Prime	NP	Prime
Minister	NP	Minister
Keir	NP	Keir
Starmer	NP	Starmer
and	CC	and
Foreign	NP	Foreign
Secretary	NP	Secretary
David	NP	David
Lammy	NP	<unknown>
are	VBP	be
hosting	VBG	host
Mustafa	NP	Mustafa
in	IN	in
a	DT	a
high-level	JJ	high-level
diplomatic	JJ	diplomatic
engagement	NN	engagement
that	WDT	that
underscores	VBZ	underscore
the	DT	the
UK	NP	UK
'	POS	'
s	JJ	<unknown>
enduring	JJ	enduring
support	NN	support
for	IN	for
the	DT	the
Palestinian	JJ	Palestinian
people	NNS	people
and	CC	and
the	DT	the
Palestinian	NP	Palestinian
Authority	NP	Authority
at	IN	at
what	WP	what
officials	NNS	official
describe	VBP	describe
as	IN	as
a	DT	a
"	``	"
critical	JJ	critical
juncture	NN	juncture
"	''	"
in	IN	in
the	DT	the
region	NN	region
.	SENT	.
<p>
A	DT	a
central	JJ	central
outcome	NN	outcome
of	IN	of
the	DT	the
visit	NN	visit
will	MD	will
be	VB	be
the	DT	the
signing	NN	signing
of	IN	of
a	DT	a
landmark	JJ	landmark
Memorandum	NN	memorandum
of	IN	of
Understanding	NN	understanding
(	(	(
MoU	NP	Mou
)	)	)
between	IN	between
the	DT	the
UK	NP	UK
and	CC	and
the	DT	the
Palestinian	NP	Palestinian
