<p>
Prime	NP	Prime
Minister	NP	Minister
Benjamin	NP	Benjamin
Netanyahu	NP	<unknown>
has	VBZ	have
promised	VBN	promise
to	TO	to
continue	VB	continue
Israel	NP	Israel
'	POS	'
s	JJ	<unknown>
war	NN	war
on	IN	on
Gaza	NP	Gaza
in	IN	in
a	DT	a
bid	NN	bid
to	TO	to
stop	VB	stop
far-right	JJ	far-right
Finance	NP	Finance
Minister	NP	Minister
Bezalel	NP	<unknown>
Smotrich	NP	Smotrich
from	IN	from
exiting	VBG	exit
his	PP$	his
coalition	NN	coalition
,	,	,
according	VBG	accord
to	TO	to
Yedioth	NP	<unknown>
Ahronoth	NP	<unknown>
.	SENT	.
<p>
The	DT	the
Israeli	JJ	Israeli
outlet	NN	outlet
reports	VBZ	report
that	IN	that
Smotrich	NP	Smotrich
,	,	,
head	NN	head
of	IN	of
the	DT	the
Religious	JJ	religious
Zionism	NN	Zionism
party	NN	party
and	CC	and
one	CD	one
of	IN	of
the	DT	the
staunchest	JJS	staunch
opponents	NNS	opponent
to	TO	to
a	DT	a
deal	NN	deal
that	WDT	that
would	MD	would
end	VB	end
the	DT	the
war	NN	war
,	,	,
felt	VBN	feel
like	IN	like
his	PP$	his
demands	NNS	demand
were	VBD	be
met	VBN	meet
following	VBG	follow
the	DT	the
latest	JJS	late
meeting	NN	meeting
with	IN	with
Netanyahu	NP	<unknown>
.	SENT	.
<p>
Israel	NP	Israel
'	POS	'
s	JJ	<unknown>
security	NN	security
cabinet	NN	cabinet
approved	VBD	approve
the	DT	the
ceasefire	NN	ceasefire
proposal	NN	proposal
on	IN	on
Friday	NP	Friday
,	,	,
which	WDT	which
now	RB	now
awaits	VBZ	await
approval	NN	approval
from	IN	from
the	DT	the
full	JJ	full
cabinet	NN	cabinet
.	SENT	.
<p>
The	DT	the
cabinet	NN	cabinet
was	VBD	be
intended	VBN	intend
to	TO	to
meet	VB	meet
on	IN	on
Thursday	NP	Thursday
,	,	,
but	CC	but
Netanyahu	NP	<unknown>
accused	VBD	accuse
Hamas	NNS	<unknown>
of	IN	of
adding	VBG	add
last-minute	JJ	last-minute
conditions	NNS	condition
to	TO	to
extract	VB	extract
concessions	NNS	concession
.	SENT	.
<p>
The	DT	the
Palestinian	JJ	Palestinian
group	NN	group
denied	VBD	deny
the	DT	the
accusations	NNS	accusation
,	,	,
saying	VBG	say
it	PP	it
had	VBD	have
submitted	VBN	submit
its	PP$	its
written	JJ	written
agreement	NN	agreement
to	TO	to
the	DT	the
proposal	NN	proposal
.	SENT	.
<h>
New	JJ	new
MEE	NN	mee
newsletter	NN	newsletter
:	:	:
Jerusalem	NP	Jerusalem
Dispatch	NP	Dispatch
<h>
Sign	NN	sign
up	RB	up
to	TO	to
get	VB	get
the	DT	the
latest	JJS	late
insights	NNS	insight
and	CC	and
analysis	NN	analysis
on	IN	on
Israel-Palestine	NP	Israel-Palestine
,	,	,
alongside	IN	alongside
Turkey	NP	Turkey
Unpacked	VBN	unpack
and	CC	and
other	JJ	other
MEE	NN	mee
newsletters	NNS	newsletter
<p>
On	IN	on
Friday	NP	Friday
,	,	,
Hamas	NP	<unknown>
added	VBD	add
that	IN	that
"	``	"
obstacles	NNS	obstacle
related	VBN	relate
to	TO	to
the	DT	the
ceasefire	NN	ceasefire
agreement	NN	agreement
have	VBP	have
been	VBN	be
overcome	VBN	overcome
"	''	"
.	SENT	.
<p>
According	VBG	accord
to	TO	to
Israeli	JJ	Israeli
media	NNS	medium
reports	NNS	report
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
return	NN	return
to	TO	to
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
but	CC	but
that	IN	that
Israel	NP	Israel
would	MD	would
retain	VB	retain
control	NN	control
over	IN	over
the	DT	the
flow	NN	flow
of	IN	of
humanitarian	JJ	humanitarian
aid	NN	aid
into	IN	into
the	DT	the
besieged	JJ	besieged
Palestinian	JJ	Palestinian
enclave	NN	enclave
.	SENT	.
<p>
"	''	"
Without	IN	without
a	DT	a
