<h>
Recent	JJ	Recent
Searches	NNS	search
<h>
Trending	VBG	trend
Topics	NNS	topic
<h>
Advertisement	NN	advertisement
<h>
Advertisement	NN	advertisement
<h>
Cheers	NP	Cheers
and	CC	and
weeping	VBG	weep
as	IN	as
Israelis	NPS	Israelis
watch	VBP	watch
Gaza	NP	Gaza
hostages	NNS	hostage
return	NN	return
<p>
People	NNS	people
walk	VBP	walk
towards	IN	towards
Israeli	JJ	Israeli
military	JJ	military
helicopters	NNS	helicopter
as	IN	as
Romi	NP	Romi
Gonen	NP	<unknown>
,	,	,
Doron	NP	Doron
Steinbrecher	NP	Steinbrecher
and	CC	and
Emily	NP	Emily
Damari	NP	Damari
,	,	,
three	CD	three
female	JJ	female
hostages	NNS	hostage
who	WP	who
have	VBP	have
been	VBN	be
held	VBN	hold
in	IN	in
Gaza	NP	Gaza
since	IN	since
the	DT	the
deadly	JJ	deadly
Oct	NP	Oct
7	CD	@card@
2023	CD	@card@
attack	NN	attack
,	,	,
return	NN	return
to	TO	to
Israel	NP	Israel
as	IN	as
part	NN	part
of	IN	of
a	DT	a
ceasefire	NN	ceasefire
deal	NN	deal
in	IN	in
Gaza	NP	Gaza
between	IN	between
Hamas	NP	<unknown>
and	CC	and
Israel	NP	Israel
,	,	,
by	IN	by
Israel	NP	Israel
'	POS	'
s	JJ	<unknown>
border	NN	border
with	IN	with
Gaza	NP	Gaza
in	IN	in
southern	JJ	southern
Israel	NP	Israel
,	,	,
Jan	NP	Jan
19	CD	@card@
,	,	,
2025	CD	@card@
.	SENT	.
(	(	(
Photo	NP	Photo
:	:	:
REUTERS/Amir	NP	<unknown>
Cohen	NP	Cohen
)	)	)
<p>
SDEROT	NP	<unknown>
,	,	,
Israel	NP	Israel
:	:	:
Hundreds	NNS	hundred
of	IN	of
Israelis	NNS	Israeli
gathered	VBN	gather
in	IN	in
Hostages	NNS	hostage
Square	NP	Square
in	IN	in
Tel	NP	Tel
Aviv	NP	Aviv
,	,	,
some	DT	some
cheering	VBG	cheer
and	CC	and
some	DT	some
in	IN	in
tears	NNS	tear
,	,	,
as	IN	as
a	DT	a
giant	JJ	giant
television	NN	television
screen	NN	screen
broadcast	VBD	broadcast
the	DT	the
first	JJ	first
glimpse	NN	glimpse
of	IN	of
the	DT	the
first	JJ	first
three	CD	three
hostages	NNS	hostage
to	TO	to
be	VB	be
released	VBN	release
under	IN	under
the	DT	the
Gaza	NP	Gaza
ceasefire	NN	ceasefire
deal	NN	deal
.	SENT	.
<p>
They	PP	they
watched	VBD	watch
as	IN	as
the	DT	the
three	CD	three
women	NNS	woman
,	,	,
Romi	NP	Romi
Gonen	NP	<unknown>
,	,	,
Doron	NP	Doron
Steinbrecher	NP	Steinbrecher
and	CC	and
Emily	NP	Emily
Damari	NP	Damari
,	,	,
got	VBD	get
out	RP	out
of	IN	of
a	DT	a
car	NN	car
in	IN	in
Gaza	NP	Gaza
City	NP	City
and	CC	and
were	VBD	be
handed	VBN	hand
over	RP	over
to	TO	to
Red	NP	Red
Cross	NP	Cross
officials	NNS	official
amid	IN	amid
a	DT	a
surging	JJ	surging
crowd	NN	crowd
that	WDT	that
was	VBD	be
held	VBN	hold
back	RB	back
by	IN	by
Hamas	JJ	<unknown>
gunmen	NNS	gunman
.	SENT	.
<p>
The	DT	the
Israeli	JJ	Israeli
military	JJ	military
shared	JJ	shared
video	NN	video
showing	VBG	show
their	PP$	their
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
crying	VBG	cry
out	RP	out
in	IN	in
emotion	NN	emotion
as	IN	as
they	PP	they
watched	VBD	watch
footage	NN	footage
of	IN	of
the	DT	the
handover	NN	handover
to	TO	to
Israeli	JJ	Israeli
forces	NNS	force
in	IN	in
Gaza	NP	Gaza
before	IN	before
they	PP	they
were	VBD	be
brought	VBN	bring
back	RB	back
into	IN	into
Israel	NP	Israel
.	SENT	.
<p>
"	``	"
Their	PP$	their
return	NN	return
today	NN	today
represents	VBZ	represent
a	DT	a
beacon	NN	beacon
of	IN	of
light	NN	light
in	IN	in
the	DT	the
darkness	NN	darkness
,	,	,
a	DT	a
moment	NN	moment
of	IN	of
hope	NN	hope
and	CC	and
triumph	NN	triumph
of	IN	of
the	DT	the
human	JJ	human
spirit	NN	spirit
,	,	,
"	''	"
the	DT	the
Hostages	NNS	hostage
and	CC	and
Missing	VBG	miss
Families	NNS	family
Forum	NP	Forum
,	,	,
a	DT	a
group	NN	group
that	WDT	that
represents	VBZ	represent
some	DT	some
hostage	NN	hostage
families	NNS	family
said	VBD	say
.	SENT	.
<p>
The	DT	the
release	NN	release
of	IN	of
the	DT	the
three	CD	three
women	NNS	woman
,	,	,
the	DT	the
first	JJ	first
of	IN	of
33	CD	@card@
hostages	NNS	hostage
due	JJ	due
to	TO	to
be	VB	be
freed	VBN	free
from	IN	from
Gaza	NP	Gaza
under	IN	under
phase	NN	phase
one	CD	one
of	IN	of
the	DT	the
deal	NN	deal
,	,	,
is	VBZ	be
in	IN	in
exchange	NN	exchange
for	IN	for
90	CD	@card@
Palestinian	JJ	Palestinian
prisoners	NNS	prisoner
held	VBN	hold
in	IN	in
Israeli	JJ	Israeli
jails	NNS	jail
.	SENT	.
<p>
The	DT	the
hostages	NNS	hostage
were	VBD	be
taken	VBN	take
in	IN	in
one	CD	one
of	IN	of
the	DT	the
most	RBS	most
traumatic	JJ	traumatic
episodes	NNS	episode
in	IN	in
Israel	NP	Israel
'	POS	'
s	NN	S
history	NN	history
,	,	,
when	WRB	when
Hamas	NN	<unknown>
gunmen	NNS	gunman
attacked	VBD	attack
a	DT	a
string	NN	string
of	IN	of
communities	NNS	community
around	IN	around
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
in	IN	in
the	DT	the
early	JJ	early
hours	NNS	hour
of	IN	of
Oct	NP	Oct
7	CD	@card@
,	,	,
2023	CD	@card@
,	,	,
killing	VBG	kill
around	IN	around
1200	CD	@card@
