<p>
Palestinians	NPS	Palestinians
in	IN	in
Jaffa	NP	Jaffa
say	VBP	say
they	PP	they
are	VBP	be
being	VBG	be
denied	VBN	deny
access	NN	access
by	IN	by
their	PP$	their
Israeli	JJ	Israeli
neighbours	NNS	neighbour
to	TO	to
an	DT	an
underground	JJ	underground
bomb	NN	bomb
shelter	NN	shelter
which	WDT	which
they	PP	they
had	VBD	have
previously	RB	previously
been	VBN	be
allowed	VBN	allow
to	TO	to
use	VB	use
during	IN	during
Israel	NP	Israel
'	POS	'
s	JJ	<unknown>
escalating	VBG	escalate
war	NN	war
with	IN	with
Iran	NP	Iran
.	SENT	.
<p>
Residents	NNS	resident
of	IN	of
Yehuda	NP	Yehuda
Hayamit	NP	Hayamit
Street	NP	Street
told	VBD	tell
Middle	NP	Middle
East	NP	East
Eye	NP	Eye
they	PP	they
had	VBD	have
been	VBN	be
told	VBN	tell
the	DT	the
entry	NN	entry
code	NN	code
giving	VBG	give
them	PP	them
access	NN	access
to	TO	to
the	DT	the
shelter	NN	shelter
had	VBD	have
been	VBN	be
changed	VBN	change
after	IN	after
about	IN	about
a	DT	a
dozen	NN	dozen
or	CC	or
so	RB	so
of	IN	of
them	PP	them
had	VBD	have
taken	VBN	take
refuge	NN	refuge
there	RB	there
in	IN	in
recent	JJ	recent
days	NNS	day
as	IN	as
sirens	NNS	siren
sounded	VBD	sound
,	,	,
following	VBG	follow
Iranian	JJ	Iranian
missile	NN	missile
attacks	NNS	attack
targeting	VBG	target
nearby	JJ	nearby
Tel	NP	Tel
Aviv	NP	Aviv
.	SENT	.
<p>
They	PP	they
say	VBP	say
the	DT	the
episode	NN	episode
highlights	VBZ	highlight
the	DT	the
discrimination	NN	discrimination
and	CC	and
the	DT	the
dangers	NNS	danger
they	PP	they
face	VBP	face
as	IN	as
Palestinian	JJ	Palestinian
citizens	NNS	citizen
of	IN	of
Israel	NP	Israel
even	RB	even
in	IN	in
one	CD	one
of	IN	of
the	DT	the
country	NN	country
'	POS	'
s	JJ	<unknown>
mixed	JJ	mixed
cities	NNS	city
,	,	,
where	WRB	where
about	RB	about
a	DT	a
third	JJ	third
of	IN	of
the	DT	the
population	NN	population
remains	VBZ	remain
Palestinian	JJ	Palestinian
.	SENT	.
<p>
Nasir	NP	Nasir
Ktelat	NP	<unknown>
,	,	,
a	DT	a
63-year-old	JJ	63-year-old
with	IN	with
health	NN	health
issues	NNS	issue
who	WP	who
lives	VBZ	live
in	IN	in
a	DT	a
fourth-story	JJ	<unknown>
apartment	NN	apartment
across	IN	across
the	DT	the
road	NN	road
from	IN	from
the	DT	the
shelter	NN	shelter
,	,	,
said	VBD	say
that	IN	that
he	PP	he
and	CC	and
others	NNS	other
from	IN	from
his	PP$	his
residence	NN	residence
had	VBD	have
been	VBN	be
given	VBN	give
access	NN	access
by	IN	by
someone	NN	someone
on	IN	on
their	PP$	their
building	NN	building
committee	NN	committee
,	,	,
and	CC	and
said	VBD	say
it	PP	it
had	VBD	have
been	VBN	be
usual	JJ	usual
for	IN	for
those	DT	those
living	NN	living
in	IN	in
nearby	RB	nearby
older	JJR	old
buildings	NNS	building
to	TO	to
gather	VB	gather
there	RB	there
when	WRB	when
sirens	NNS	siren
sounded	VBD	sound
.	SENT	.
<p>
But	CC	but
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
they	PP	they
were	VBD	be
made	VBN	make
to	TO	to
feel	VB	feel
unwelcome	JJ	unwelcome
by	IN	by
the	DT	the
Israeli	JJ	Israeli
residents	NNS	resident
of	IN	of
the	DT	the
newer	JJR	new
building	NN	building
.	SENT	.
<h>
New	JJ	new
MEE	NN	mee
newsletter	NN	newsletter
:	:	:
Jerusalem	NP	Jerusalem
Dispatch	NP	Dispatch
<h>
Sign	NN	sign
up	RB	up
to	TO	to
get	VB	get
the	DT	the
latest	JJS	late
insights	NNS	insight
and	CC	and
analysis	NN	analysis
on	IN	on
Israel-Palestine	NP	Israel-Palestine
,	,	,
alongside	IN	alongside
Turkey	NP	Turkey
Unpacked	VBN	unpack
and	CC	and
other	JJ	other
MEE	NN	mee
newsletters	NNS	newsletter
<p>
"	``	"
It	PP	it
was	VBD	be
clear	JJ	clear
they	PP	they
were	VBD	be
not	RB	not
happy	JJ	happy
to	TO	to
see	VB	see
us	PP	us
,	,	,
"	''	"
said	VBD	say
Ktelat	NP	<unknown>
.	SENT	.
<p>
"	``	"
We	PP	we
were	VBD	be
about	RB	about
12	CD	@card@
to	TO	to
15	CD	@card@
Muslims	NNS	Muslim
and	CC	and
Christians	NNS	Christian
from	IN	from
the	DT	the
building	NN	building
nearby	RB	nearby
.	SENT	.
Of	IN	of
course	NN	course
,	,	,
we	PP	we
felt	VBD	feel
not	RB	not
welcomed	VBN	welcome
,	,	,
but	CC	but
we	PP	we
did	VBD	do
n't	RB	n't
care	VB	care
.	SENT	.
"	''	"
<p>
'	''	'
They	PP	they
said	VBD	say
:	:	:
'	''	'
We	PP	we
made	VBD	make
a	DT	a
made	VBD	make
a	DT	a
decision	NN	decision
that	IN	that
we	PP	we
do	VBP	do
n't	RB	n't
want	VB	want
you	PP	you
to	TO	to
come	VB	come
,	,	,
and	CC	and
we	PP	we
are	VBP	be
going	VBG	go
to	TO	to
change	VB	change
the	DT	the
code	NN	code
.	SENT	.
'	''	'
.	SENT	.
.	SENT	.
It	PP	it
was	VBD	be
clear	JJ	clear
that	IN	that
it	PP	it
was	VBD	be
because	IN	because
we	PP	we
are	VBP	be
Arabs	NNS	Arab
'	POS	'
<p>
-	NN	<unknown>
Nasir	NP	Nasir
Ktelat	NP	<unknown>
,	,	,
Jaffa	NP	Jaffa
resident	NN	resident
<p>
The	DT	the
next	JJ	next
day	NN	day
,	,	,
Ktelat	NP	<unknown>
said	VBD	say
,	,	,
they	PP	they
had	VBD	have
returned	VBN	return
and	CC	and
were	VBD	be
allowed	VBN	allow
in	IN	in
but	CC	but
it	PP	it
was	VBD	be
again	RB	again
conveyed	VBN	convey
that	IN	that
they	PP	they
were	VBD	be
unwelcome	JJ	unwelcome
.	SENT	.
<p>
"	''	"
In	IN	in
the	DT	the
end	NN	end
,	,	,
they	PP	they
told	VBD	tell
us	PP	us
it	PP	it
was	VBD	be
the	DT	the
last	JJ	last
time	NN	time
,	,	,
"	''	"
he	PP	he
said	VBD	say
.	SENT	.
"	''	"
They	PP	they
said	VBD	say
:	:	:
'	''	'
We	PP	we
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
you	PP	you
to	TO	to
come	VB	come
,	,	,
and	CC	and
we	PP	we
are	VBP	be
going	VBG	go
to	TO	to
change	VB	change
the	DT	the
code	NN	code
.	SENT	.
'	''	'
<p>
One	CD	one
resident	NN	resident
of	IN	of
the	DT	the
building	NN	building
had	VBD	have
appeared	VBN	appear
sympathetic	JJ	sympathetic
,	,	,
but	CC	but
told	VBD	tell
them	PP	them
nonetheless	RB	nonetheless
that	IN	that
all	DT	all
of	IN	of
the	DT	the
residents	NNS	resident
agreed	VBD	agree
that	IN	that
they	PP	they
should	MD	should
not	RB	not
be	VB	be
allowed	VBN	allow
to	TO	to
use	VB	use
the	DT	the
shelter	NN	shelter
,	,	,
Ktelat	NP	<unknown>
said	VBD	say
.	SENT	.
<p>
Yehuda	NP	Yehuda
Hayamit	NP	Hayamit
Street	NP	Street
is	VBZ	be
a	DT	a
mixture	NN	mixture
of	IN	of
older	JJR	old
residences	NNS	residence
and	CC	and
newer	JJR	new
buildings	NNS	building
.	SENT	.
Jewish	JJ	Jewish
Israelis	NNS	Israeli
living	VBG	live
in	IN	in
older	JJR	old
buildings	NNS	building
in	IN	in
the	DT	the
neighbourhood	NN	neighbourhood
appeared	VBD	appear
to	TO	to
have	VB	have
still	RB	still
been	VBN	be
allowed	VBN	allow
access	NN	access
to	TO	to
the	DT	the
shelter	NN	shelter
,	,	,
he	PP	he
added	VBD	add
.	SENT	.
<p>
"	``	"
It	PP	it
was	VBD	be
clear	JJ	clear
that	IN	that
it	PP	it
was	VBD	be
because	IN	because
we	PP	we
are	VBP	be
Arabs	NNS	Arab
.	SENT	.
This	DT	this
is	VBZ	be
our	PP$	our
reality	NN	reality
and	CC	and
not	RB	not
something	NN	something
that	IN	that
us	PP	us
new	JJ	new
to	TO	to
us	PP	us
,	,	,
"	''	"
Ktelat	NP	<unknown>
said	VBD	say
.	SENT	.
<h>
Palestinian	JJ	Palestinian
citizens	NNS	citizen
'	POS	'
hostage	NN	hostage
to	TO	to
Israel	NP	Israel
'	POS	'
s	JJ	<unknown>
wars	NNS	war
'	''	'
<p>
Once	IN	once
a	DT	a
thriving	JJ	thriving
Palestinian	JJ	Palestinian
port	NN	port
which	WDT	which
now	RB	now
lies	VBZ	lie
in	IN	in
the	DT	the
southern	JJ	southern
suburbs	NNS	suburb
of	IN	of
Tel	NP	Tel
Aviv	NP	Aviv
,	,	,
Jaffa	NP	Jaffa
was	VBD	be
ethnically	RB	ethnically
cleansed	VBN	cleanse
during	IN	during
the	DT	the
Nakba	NP	<unknown>
,	,	,
when	WRB	when
hundreds	NNS	hundred
of	IN	of
thousands	NNS	thousand
of	IN	of
Palestinians	NPS	Palestinians
were	VBD	be
forced	VBN	force
from	IN	from
their	PP$	their
homes	NNS	home
during	IN	during
the	DT	the
events	NNS	event
leading	VBG	lead
to	TO	to
the	DT	the
creation	NN	creation
of	IN	of
Israel	NP	Israel
in	IN	in
1948	CD	@card@
.	SENT	.
Much	RB	much
of	IN	of
the	DT	the
city	NN	city
'	POS	'
s	NN	S
population	NN	population
was	VBD	be
driven	VBN	drive
south	RB	south
to	TO	to
refugee	NN	refugee
camps	NNS	camp
in	IN	in
Gaza	NP	Gaza
.	SENT	.
<p>
In	RB	in
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
historic	JJ	historic
buildings	NNS	building
restored	VBN	restore
and	CC	and
museums	NNS	museum
and	CC	and
galleries	NNS	gallery
making	VBG	make
it	PP	it
a	DT	a
cultural	JJ	cultural
hub	NN	hub
for	IN	for
Israelis	NNS	Israeli
and	CC	and
tourists	NNS	tourist
,	,	,
though	IN	though
Palestinian	JJ	Palestinian
residents	NNS	resident
complain	VBP	complain
that	IN	that
