<p>
Prime	NP	Prime
Minister	NP	Minister
Rishi	NP	<unknown>
Sunak	NP	<unknown>
has	VBZ	have
told	VBN	tell
MPs	NP	MP
in	IN	in
parliament	NN	parliament
that	IN	that
British	JJ	British
intelligence	NN	intelligence
has	VBZ	have
found	VBN	find
the	DT	the
explosion	NN	explosion
at	IN	at
the	DT	the
al-Ahli	NP	<unknown>
Arab	NP	Arab
Hospital	NP	Hospital
in	IN	in
Gaza	NP	Gaza
last	JJ	last
week	NN	week
was	VBD	be
caused	VBN	cause
by	IN	by
a	DT	a
missile	NN	missile
fired	VBN	fire
from	IN	from
within	IN	within
Gaza	NP	Gaza
.	SENT	.
<p>
In	IN	in
a	DT	a
statement	NN	statement
to	TO	to
the	DT	the
House	NP	House
of	IN	of
Commons	NPS	Commons
following	VBG	follow
his	PP$	his
diplomatic	JJ	diplomatic
visit	NN	visit
to	TO	to
the	DT	the
Middle	NP	Middle
East	NP	East
to	TO	to
meet	VB	meet
with	IN	with
leaders	NNS	leader
in	IN	in
the	DT	the
region	NN	region
on	IN	on
the	DT	the
escalating	VBG	escalate
violence	NN	violence
between	IN	between
Israel	NP	Israel
and	CC	and
Hamas	NP	<unknown>
,	,	,
Sunak	NP	<unknown>
told	VBD	tell
MPs	NP	MP
that	IN	that
evidence	NN	evidence
presented	VBN	present
to	TO	to
him	PP	him
by	IN	by
UK	NP	UK
intelligence	NN	intelligence
experts	NNS	expert
concluded	VBD	conclude
that	IN	that
the	DT	the
explosion	NN	explosion
was	VBD	be
not	RB	not
caused	VBN	cause
by	IN	by
a	DT	a
missile	NN	missile
fired	VBN	fire
by	IN	by
Israel	NP	Israel
.	SENT	.
<p>
"	``	"
I	PP	I
can	MD	can
now	RB	now
share	VB	share
our	PP$	our
assessment	NN	assessment
with	IN	with
the	DT	the
house	NN	house
on	IN	on
the	DT	the
basis	NN	basis
of	IN	of
the	DT	the
deep	JJ	deep
knowledge	NN	knowledge
and	CC	and
analysis	NN	analysis
of	IN	of
our	PP$	our
intelligence	NN	intelligence
and	CC	and
weapons	NNS	weapon
experts	NNS	expert
,	,	,
"	''	"
Sunak	NP	<unknown>
said	VBD	say
.	SENT	.
<p>
"	``	"
The	DT	the
British	JJ	British
government	NN	government
judges	NNS	judge
the	DT	the
explosion	NN	explosion
was	VBD	be
likely	RB	likely
caused	VBN	cause
by	IN	by
a	DT	a
missile	NN	missile
,	,	,
or	CC	or
part	NN	part
of	IN	of
one	CD	one
,	,	,
that	WDT	that
was	VBD	be
launched	VBN	launch
from	IN	from
within	IN	within
Gaza	NP	Gaza
towards	IN	towards
Israel	NP	Israel
.	SENT	.
"	``	"
<p>
In	IN	in
the	DT	the
initial	JJ	initial
aftermath	NN	aftermath
of	IN	of
the	DT	the
incident	NN	incident
,	,	,
a	DT	a
number	NN	number
of	IN	of
news	NN	news
outlets	NNS	outlet
reported	VBD	report
Hamas	JJ	<unknown>
claims	NNS	claim
of	IN	of
Israeli	JJ	Israeli
responsibility	NN	responsibility
for	IN	for
the	DT	the
blast	NN	blast
,	,	,
leading	VBG	lead
to	TO	to
confusion	NN	confusion
over	IN	over
who	WP	who
was	VBD	be
responsible	JJ	responsible
.	SENT	.
Meetings	NNS	meeting
between	IN	between
US	NP	US
President	NP	President
Joe	NP	Joe
Biden	NP	Biden
and	CC	and
several	JJ	several
Arab	JJ	Arab
leaders	NNS	leader
cancelling	VBG	cancel
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
<p>
"	``	"
The	DT	the
misreporting	VBG	misreport
of	IN	of
this	DT	this
incident	NN	incident
had	VBD	have
a	DT	a
negative	JJ	negative
effect	NN	effect
in	IN	in
the	DT	the
region	NN	region
,	,	,
including	VBG	include
on	IN	on
a	DT	a
vital	JJ	vital
US	NP	US
diplomatic	JJ	diplomatic
effort	NN	effort
and	CC	and
tensions	NNS	tension
here	RB	here
at	IN	at
home	NN	home
,	,	,
"	''	"
Sunak	NP	<unknown>
said	VBD	say
today	NN	today
.	SENT	.
<p>
"	``	"
We	PP	we
need	VBP	need
to	TO	to
learn	VB	learn
the	DT	the
lessons	NNS	lesson
and	CC	and
ensure	VB	ensure
that	IN	that
in	IN	in
future	NN	future
there	EX	there
is	VBZ	be
no	DT	no
rush	NN	rush
to	TO	to
judgment	NN	judgment
.	SENT	.
"	``	"
<p>
The	DT	the
Hamas-run	NP	<unknown>
Gaza	NP	Gaza
health	NN	health
ministry	NN	ministry
said	VBD	say
around	RB	around
500	CD	@card@
people	NNS	people
were	VBD	be
killed	VBN	kill
in	IN	in
an	DT	an
explosion	NN	explosion
at	IN	at
the	DT	the
hospital	NN	hospital
on	IN	on
14	NP	@card@
October	NP	October
where	WRB	where
many	JJ	many
Gazans	NNS	Gazan
were	VBD	be
seeking	VBG	seek
refuge	NN	refuge
from	IN	from
Israel	NP	Israel
'	POS	'
s	JJ	<unknown>
bombing	NN	bombing
campaign	NN	campaign
