<p>
According	VBG	accord
to	TO	to
the	DT	the
NYPD	NN	<unknown>
,	,	,
16	CD	@card@
protesters	NNS	protester
were	VBD	be
arrested	VBN	arrest
and	CC	and
issued	VBN	issue
criminal	JJ	criminal
court	NN	court
summonses	NNS	summons
,	,	,
while	IN	while
three	CD	three
others	NNS	other
were	VBD	be
taken	VBN	take
into	IN	into
custody	NN	custody
and	CC	and
released	VBN	release
on	IN	on
desk	NN	desk
appearance	NN	appearance
tickets	NNS	ticket
.	SENT	.
<p>
The	DT	the
"	``	"
Flood	NP	Flood
Brooklyn	NP	Brooklyn
for	IN	for
Palestine	NP	Palestine
"	''	"
protest	NN	protest
on	IN	on
Saturday	NP	Saturday
shut	VBD	shut
down	RP	down
traffic	NN	traffic
in	IN	in
Bay	NP	Bay
Ridge	NP	Ridge
for	IN	for
hours	NNS	hour
as	IN	as
the	DT	the
NYPD	NN	<unknown>
struggled	VBD	struggle
to	TO	to
contain	VB	contain
the	DT	the
mob	NN	mob
,	,	,
which	WDT	which
lobbed	VBD	lob
eggs	NNS	egg
at	IN	at
cops	VBZ	cop
and	CC	and
lit	VBD	light
fires	NNS	fire
in	IN	in
the	DT	the
street	NN	street
while	IN	while
waving	VBG	wave
Palestinian	JJ	Palestinian
flags	NNS	flag
.	SENT	.
<p>
One	CD	one
young	JJ	young
protester	NN	protester
was	VBD	be
seen	VBN	see
trying	VBG	try
to	TO	to
keep	VB	keep
cops	VBZ	cop
from	IN	from
pulling	VBG	pull
away	RP	away
a	DT	a
woman	NN	woman
holding	VBG	hold
a	DT	a
"	``	"
Zionism	NN	Zionism
is	VBZ	be
Genocide	NN	genocide
"	''	"
sign	NN	sign
.	SENT	.
<p>
Police	NNS	Police
said	VBD	say
19	CD	@card@
people	NNS	people
were	VBD	be
arrested	VBN	arrest
at	IN	at
a	DT	a
rowdy	JJ	rowdy
anti-Israel	NP	anti-Israel
demonstration	NN	demonstration
in	IN	in
Bay	NP	Bay
Ridge	NP	Ridge
on	IN	on
Saturday	NP	Saturday
.	SENT	.
Thousands	NNS	thousand
took	VBD	take
to	TO	to
the	DT	the
streets	NNS	street
to	TO	to
protest	VB	protest
Israel	NP	Israel
in	IN	in
the	DT	the
latest	JJS	late
--	:	--
and	CC	and
among	IN	among
the	DT	the
largest	JJS	large
--	:	--
protests	NNS	protest
since	IN	since
the	DT	the
Hamas	JJ	<unknown>
attack	NN	attack
on	IN	on
Israel	NP	Israel
on	IN	on
Oct.	NP	Oct.
7	CD	@card@
.	SENT	.
James	NP	James
Keivom	NP	<unknown>
<p>
Police	NP	Police
arrest	VB	arrest
a	DT	a
demonstrator	NN	demonstrator
at	IN	at
an	DT	an
anti-Israel	NP	anti-Israel
demonstration	NN	demonstration
in	IN	in
Brooklyn	NP	Brooklyn
on	IN	on
Saturday	NP	Saturday
.	SENT	.
A	DT	a
total	NN	total
of	IN	of
19	CD	@card@
demonstrators	NNS	demonstrator
were	VBD	be
locked	VBN	lock
up	RP	up
as	IN	as
thousands	NNS	thousand
took	VBD	take
to	TO	to
the	DT	the
streets	NNS	street
in	IN	in
the	DT	the
latest	JJS	late
pro-Palestinian	NP	pro-Palestinian
rally	NN	rally
since	IN	since
Hamas	NP	<unknown>
attacked	VBD	attack
Israel	NP	Israel
on	IN	on
Oct.	NP	Oct.
7	CD	@card@
.	SENT	.
AFP	NP	AFP
via	IN	via
Getty	NP	Getty
Images	VBZ	image
<p>
A	DT	a
NYPD	JJ	<unknown>
officer	NN	officer
clashing	VBG	clash
with	IN	with
protestors	NNS	protestor
at	IN	at
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
Keivom	NP	<unknown>
<p>
Israel	NP	Israel
'	POS	'
s	JJ	<unknown>
retaliatory	JJ	retaliatory
strikes	NNS	strike
in	IN	in
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
have	VBP	have
sparked	VBN	spark
further	JJR	further
protests	NNS	protest
in	IN	in
the	DT	the
Big	NP	Big
Apple	NP	Apple
and	CC	and
beyond	IN	beyond
.	SENT	.
<p>
"	``	"
We	PP	we
are	VBP	be
not	RB	not
like	IN	like
other	JJ	other
groups	NNS	group
simply	RB	simply
calling	VBG	call
for	IN	for
a	DT	a
cease-fire	NN	cease-fire
,	,	,
"	''	"
one	CD	one
protester	NN	protester
said	VBD	say
at	IN	at
Saturday	NP	Saturday
'	POS	'
s	NN	S
demonstration	NN	demonstration
.	SENT	.
"	``	"
We	PP	we
are	VBP	be
calling	VBG	call
not	RB	not
simply	RB	simply
for	IN	for
an	DT	an
end	NN	end
to	TO	to
genocide	NN	genocide
.	SENT	.
We	PP	we
are	VBP	be
calling	VBG	call
for	IN	for
an	DT	an
end	NN	end
to	TO	to
the	DT	the
siege	NN	siege
,	,	,
an	DT	an
end	NN	end
to	TO	to
the	DT	the
blockade	NN	blockade
.	SENT	.
And	CC	and
end	NN	end
to	TO	to
the	DT	the
occupation	NN	occupation
.	SENT	.
"	''	"
<p>
City	NP	City
Councilman	NP	Councilman
Ari	NP	Ari
Kagan	NP	Kagan
lambasted	VBD	lambaste
the	DT	the
demonstration	NN	demonstration
,	,	,
calling	VBG	call
it	PP	it
"	``	"
shameless	JJ	shameless
.	SENT	.
"	''	"
<p>
"	``	"
This	DT	this
was	VBD	be
not	RB	not
a	DT	a
rally	NN	rally
for	IN	for
a	DT	a
two-state	NN	two-state
solution	NN	solution
or	CC	or
for	IN	for
the	DT	the
liberation	NN	liberation
of	IN	of
Gaza	NP	Gaza
from	IN	from
Hamas	NP	<unknown>
or	CC	or
a	DT	a
public	NN	public
all	RB	all
to	TO	to
free	JJ	free
hundreds	NNS	hundred
of	IN	of
kidnapped	VBN	kidnap
Israelis	NPS	Israelis
and	CC	and
Americans	NPS	Americans
,	,	,
"	''	"
Kagan	NP	Kagan
wrote	VBD	write
on	IN	on
X	NP	X
,	,	,
formerly	RB	formerly
known	VBN	know
as	IN	as
Twitter	NN	twitter
.	SENT	.
<p>
Police	NNS	Police
struggled	VBD	struggle
to	TO	to
contain	VB	contain
the	DT	the
massive	JJ	massive
crowd	NN	crowd
of	IN	of
anti-Israel	NP	anti-Israel
demonstrators	NNS	demonstrator
in	IN	in
Bay	NP	Bay
Ridge	NP	Ridge
on	IN	on
Saturday	NP	Saturday
when	WRB	when
thousands	NNS	thousand
took	VBD	take
to	TO	to
the	DT	the
streets	NNS	street
and	CC	and
clashed	VBN	clash
with	IN	with
New	NP	New
York	NP	York
'	POS	'
s	JJ	<unknown>
finest	JJS	fine
.	SENT	.
Cops	VBZ	cop
said	VBD	say
19	CD	@card@
of	IN	of
the	DT	the
demonstrators	NNS	demonstrator
were	VBD	be
arrested	VBN	arrest
and	CC	and
charged.James	NNS	<unknown>
Keivom	NP	<unknown>
<p>
Thousands	NNS	thousand
of	IN	of
anti-Israeli	NP	anti-Israeli
demonstrators	NNS	demonstrator
took	VBD	take
to	TO	to
the	DT	the
streets	NNS	street
on	IN	on
Saturday	NP	Saturday
in	RB	in
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
of	IN	of
Arab-American	JJ	Arab-American
residents	NNS	resident
in	IN	in
the	DT	the
Big	NP	Big
Apple	NP	Apple
.	SENT	.
Police	NNS	Police
said	VBD	say
19	CD	@card@
of	IN	of
the	DT	the
demonstrators	NNS	demonstrator
were	VBD	be
arrested	VBN	arrest
.	SENT	.
James	NP	James
Keivom	NP	<unknown>
<p>
"	``	"
It	PP	it
was	VBD	be
a	DT	a
shameful	JJ	shameful
pro-Hamas	NN	<unknown>
&amp	NNS	<unknown>
;	:	;
anti-Israel	NP	anti-Israel
rally	NN	rally
that	IN	that
I	PP	I
strongly	RB	strongly
condemn	VB	condemn
.	SENT	.
"	''	"
<h>
Video	NP	Video
<p>
Police	NP	Police
said	VBD	say
19	CD	@card@
people	NNS	people
were	VBD	be
arrested	VBN	arrest
at	IN	at
a	DT	a
rowdy	JJ	rowdy
anti-Israel	NP	anti-Israel
demonstration	NN	demonstration
in	IN	in
Bay	NP	Bay
Ridge	NP	Ridge
on	IN	on
Saturday	NP	Saturday
.	SENT	.
Thousands	NNS	thousand
took	VBD	take
to	TO	to
the	DT	the
streets	NNS	street
to	TO	to
protest	VB	protest
Israel	NP	Israel
in	IN	in
the	DT	the
latest	JJS	late
--	:	--
and	CC	and
among	IN	among
the	DT	the
largest	JJS	large
--	:	--
protests	NNS	protest
since	IN	since
the	DT	the
Hamas	JJ	<unknown>
attack	NN	attack
on	IN	on
Israel	NP	Israel
on	IN	on
Oct.	NP	Oct.
7	CD	@card@
.	SENT	.
James	NP	James
Keivom	NP	<unknown>
<p>
Police	NP	Police
arrest	VB	arrest
a	DT	a
demonstrator	NN	demonstrator
at	IN	at
an	DT	an
anti-Israel	NP	anti-Israel
demonstration	NN	demonstration
in	IN	in
Brooklyn	NP	Brooklyn
on	IN	on
Saturday	NP	Saturday
.	SENT	.
A	DT	a
total	NN	total
of	IN	of
19	CD	@card@
demonstrators	NNS	demonstrator
were	VBD	be
locked	VBN	lock
up	RP	up
as	IN	as
thousands	NNS	thousand
took	VBD	take
to	TO	to
the	DT	the
streets	NNS	street
in	IN	in
the	DT	the
latest	JJS	late
pro-Palestinian	NP	pro-Palestinian
rally	NN	rally
since	IN	since
Hamas	NP	<unknown>
