<p>
Facing	VBG	face
intense	JJ	intense
blowback	NN	blowback
over	IN	over
how	WRB	how
Harvard	NP	Harvard
has	VBZ	have
responded	VBN	respond
to	TO	to
the	DT	the
weekend	NN	weekend
'	POS	'
s	JJ	<unknown>
violence	NN	violence
in	IN	in
Israel	NP	Israel
and	CC	and
Gaza	NP	Gaza
,	,	,
the	DT	the
university	NN	university
'	POS	'
s	NN	S
president	NN	president
,	,	,
Claudine	NP	Claudine
Gay	NP	Gay
,	,	,
on	IN	on
Tuesday	NP	Tuesday
condemned	VBD	condemn
"	``	"
the	DT	the
terrorist	JJ	terrorist
atrocities	NNS	atrocity
perpetrated	VBN	perpetrate
by	IN	by
Hamas	NP	<unknown>
.	SENT	.
"	``	"
<p>
It	PP	it
was	VBD	be
the	DT	the
first	JJ	first
time	NN	time
in	IN	in
an	DT	an
official	JJ	official
statement	NN	statement
Gay	NP	Gay
had	VBD	have
referred	VBN	refer
to	TO	to
the	DT	the
attack	NN	attack
that	WDT	that
killed	VBD	kill
hundreds	NNS	hundred
of	IN	of
civilians	NNS	civilian
in	IN	in
Israeli	JJ	Israeli
villages	NNS	village
and	CC	and
at	IN	at
a	DT	a
music	NN	music
festival	NN	festival
as	IN	as
terrorism	NN	terrorism
.	SENT	.
<p>
"	''	"
Such	JJ	such
inhumanity	NN	inhumanity
is	VBZ	be
abhorrent	JJ	abhorrent
,	,	,
whatever	WDT	whatever
one	CD	one
'	POS	'
s	JJ	<unknown>
individual	JJ	individual
views	NNS	view
of	IN	of
the	DT	the
origins	NNS	origin
of	IN	of
longstanding	JJ	longstanding
conflicts	NNS	conflict
in	IN	in
the	DT	the
region	NN	region
,	,	,
"	''	"
she	PP	she
said	VBD	say
.	SENT	.
<p>
Gay	NP	Gay
has	VBZ	have
been	VBN	be
under	IN	under
pressure	NN	pressure
from	IN	from
some	DT	some
professors	NNS	professor
,	,	,
alumni	NNS	alumnus
,	,	,
and	CC	and
students	NNS	student
to	TO	to
speak	VB	speak
forcefully	RB	forcefully
about	IN	about
the	DT	the
conflict	NN	conflict
since	IN	since
Saturday	NP	Saturday
,	,	,
when	WRB	when
a	DT	a
coalition	NN	coalition
of	IN	of
several	JJ	several
dozen	NN	dozen
Harvard	NP	Harvard
student	NN	student
groups	NNS	group
published	VBD	publish
a	DT	a
statement	NN	statement
saying	VBG	say
that	IN	that
Israel	NP	Israel
was	VBD	be
"	``	"
entirely	RB	entirely
responsible	JJ	responsible
for	IN	for
all	DT	all
unfolding	VBG	unfold
violence	NN	violence
.	SENT	.
"	``	"
<p>
Advertisement	NN	advertisement
<p>
"	''	"
Today	NN	today
'	POS	'
s	NN	S
events	NNS	event
did	VBD	do
not	RB	not
occur	VB	occur
in	IN	in
a	DT	a
vacuum	NN	vacuum
,	,	,
"	''	"
said	VBD	say
the	DT	the
statement	NN	statement
,	,	,
published	VBN	publish
by	IN	by
Harvard	NP	Harvard
'	POS	'
s	NN	S
Palestine	NP	Palestine
Solidarity	NP	Solidarity
Committee	NP	Committee
.	SENT	.
"	``	"
For	IN	for
the	DT	the
last	JJ	last
two	CD	two
decades	NNS	decade
,	,	,
millions	NNS	million
of	IN	of
Palestinians	NPS	Palestinians
in	IN	in
Gaza	NP	Gaza
have	VBP	have
been	VBN	be
forced	VBN	force
to	TO	to
live	VB	live
in	IN	in
an	DT	an
open-air	JJ	open-air
prison	NN	prison
.	SENT	.
"	``	"
<p>
Palestinians	NNS	Palestinian
have	VBP	have
for	IN	for
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
military	JJ	military
checkpoints	NNS	checkpoint
,	,	,
family	NN	family
separations	NNS	separation
,	,	,
and	CC	and
targeted	JJ	targeted
killings	NNS	killing
,	,	,
the	DT	the
statement	NN	statement
said	VBD	say
.	SENT	.
<p>
On	IN	on
Saturday	NP	Saturday
,	,	,
Hamas	NP	<unknown>
militants	NNS	militant
killed	VBD	kill
hundreds	NNS	hundred
of	IN	of
Israeli	JJ	Israeli
civilians	NNS	civilian
in	IN	in
the	DT	the
surprise	NN	surprise
attack	NN	attack
,	,	,
gunning	VBG	gun
down	RP	down
some	DT	some
in	IN	in
their	PP$	their
homes	NNS	home
,	,	,
and	CC	and
also	RB	also
kidnapped	VBD	kidnap
or	CC	or
took	VBD	take
captive	JJ	captive
more	JJR	more
than	IN	than
150	CD	@card@
civilians	NNS	civilian
and	CC	and
soldiers	NNS	soldier
.	SENT	.
The	DT	the
Israeli	JJ	Israeli
military	NN	military
responded	VBD	respond
with	IN	with
airstrikes	NNS	airstrike
that	WDT	that
killed	VBD	kill
hundreds	NNS	hundred
in	IN	in
Gaza	NP	Gaza
.	SENT	.
<p>
Jewish	NP	Jewish
and	CC	and
Israeli	NP	Israeli
Harvard	NP	Harvard
students	NNS	student
,	,	,
as	RB	as
well	RB	well
as	IN	as
national	JJ	national
politicians	NNS	politician
from	IN	from
both	DT	both
major	JJ	major
parties	NNS	party
,	,	,
denounced	VBD	denounce
the	DT	the
Harvard	NP	Harvard
student	NN	student
statement	NN	statement
as	IN	as
callous	JJ	callous
and	CC	and
as	IN	as
a	DT	a
tacit	JJ	tacit
justification	NN	justification
for	IN	for
terrorism	NN	terrorism
.	SENT	.
<p>
US	NP	US
Representative	NP	Representative
Seth	NP	Seth
Moulton	NP	Moulton
,	,	,
a	DT	a
Harvard	NP	Harvard
graduate	NN	graduate
,	,	,
said	VBD	say
in	IN	in
a	DT	a
statement	NN	statement
that	IN	that
the	DT	the
Harvard	NP	Harvard
students	NNS	student
groups	NNS	group
'	POS	'
letter	NN	letter
was	VBD	be
"	``	"
morally	RB	morally
repugnant	JJ	repugnant
.	SENT	.
"	''	"
<p>
"	``	"
Terrorism	NN	terrorism
is	VBZ	be
never	RB	never
justified	JJ	justified
nor	CC	nor
someone	NN	someone
else	RB	else
'	POS	'
s	NN	S
fault	NN	fault
,	,	,
"	''	"
he	PP	he
said	VBD	say
.	SENT	.
"	``	"
I	PP	I
can	MD	can
not	RB	not
recall	VB	recall
a	DT	a
moment	NN	moment
when	WRB	when
I	PP	I
'	POS	'
ve	RB	<unknown>
been	VBN	be
more	RBR	more
embarrassed	JJ	embarrassed
by	IN	by
my	PP$	my
alma	NN	alma
mater	NN	mater
.	SENT	.
"	''	"
<p>
Advertisement	NN	advertisement
<p>
Some	DT	some
members	NNS	member
of	IN	of
the	DT	the
student	NN	student
groups	NNS	group
rejected	VBD	reject
that	DT	that
characterization	NN	characterization
.	SENT	.
<p>
"	''	"
To	TO	to
restate	VB	restate
what	WP	what
should	MD	should
be	VB	be
obvious	JJ	obvious
:	:	:
the	DT	the
Palestine	NP	Palestine
Solidarity	NP	Solidarity
Committee	NP	Committee
staunchly	RB	staunchly
opposes	VBZ	oppose
violence	NN	violence
against	IN	against
civilians	NNS	civilian
--	:	--
Palestinian	JJ	Palestinian
,	,	,
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
a	DT	a
statement	NN	statement
to	TO	to
the	DT	the
Crimson	NN	crimson
,	,	,
the	DT	the
Harvard	NP	Harvard
student	NN	student
paper	NN	paper
.	SENT	.
<p>
By	IN	by
midday	NN	midday
Monday	NP	Monday
,	,	,
the	DT	the
university	NN	university
had	VBD	have
not	RB	not
yet	RB	yet
weighed	VBN	weigh
in	IN	in
on	IN	on
the	DT	the
conflict	NN	conflict
or	CC	or
the	DT	the
student	NN	student
groups	NNS	group
'	POS	'
statement	NN	statement
.	SENT	.
<p>
"	''	"
In	IN	in
nearly	RB	nearly
50	CD	@card@
years	NNS	year
of	IN	of
Harvard	NP	Harvard
affiliation	NN	affiliation
,	,	,
I	PP	I
have	VBP	have
never	RB	never
been	VBN	be
as	RB	as
disillusioned	VBN	disillusion
and	CC	and
alienated	VBN	alienate
as	IN	as
I	PP	I
am	VBP	be
today	NN	today
,	,	,
"	''	"
former	JJ	former
Harvard	NP	Harvard
president	NN	president
Lawrence	NP	Lawrence
Summers	NP	Summers
wrote	VBD	write
on	IN	on
the	DT	the
platform	NN	platform
previously	RB	previously
called	VBD	call
Twitter	NN	twitter
.	SENT	.
"	''	"
The	DT	the
silence	NN	silence
from	IN	from
Harvard	NP	Harvard
'	POS	'
s	NN	S
leadership	NN	leadership
,	,	,
so	RB	so
far	RB	far
,	,	,
coupled	VBN	couple
with	IN	with
a	DT	a
vocal	JJ	vocal
and	CC	and
widely	RB	widely
reported	VBD	report
student	NN	student
groups	NNS	group
'	POS	'
statement	NN	statement
blaming	VBG	blame
Israel	NP	Israel
solely	RB	solely
,	,	,
has	VBZ	have
allowed	VBN	allow
Harvard	NP	Harvard
to	TO	to
appear	VB	appear
at	IN	at
best	JJS	good
neutral	JJ	neutral
towards	IN	towards
acts	NNS	act
of	IN	of
terror	NN	terror
.	SENT	.
"	''	"
<p>
Later	RBR	later
on	IN	on
Monday	NP	Monday
,	,	,
Gay	NP	Gay
and	CC	and
other	JJ	other
Harvard	NP	Harvard
leaders	NNS	leader
said	VBD	say
jointly	RB	jointly
that	IN	that
they	PP	they
were	VBD	be
"	``	"
heartbroken	JJ	heartbroken
by	IN	by
the	DT	the
death	NN	death
and	CC	and
destruction	NN	destruction
unleashed	VBN	unleash
by	IN	by
the	DT	the
attack	NN	attack
by	IN	by
Hamas	NNS	<unknown>
that	IN	that
targeted	JJ	targeted
citizens	NNS	citizen
in	IN	in
Israel	NP	Israel
this	DT	this
weekend	NN	weekend
,	,	,
and	CC	and
by	IN	by
the	DT	the
war	NN	war
in	IN	in
Israel	NP	Israel
and	CC	and
Gaza	NP	Gaza
now	RB	now
under	IN	under
way	NN	way
.	SENT	.
"	''	"
<p>
Critics	NNS	critic
said	VBD	say
the	DT	the
statement	NN	statement
should	MD	should
have	VB	have
labeled	VBN	label
the	DT	the
attack	NN	attack
as	IN	as
an	DT	an
act	NN	act
of	IN	of
terror	NN	terror
and	CC	and
explicitly	RB	explicitly
distanced	VBD	distance
the	DT	the
university	NN	university
from	IN	from
the	DT	the
student	NN	student
groups	NNS	group
'	POS	'
statement	NN	statement
.	SENT	.
<p>
Jonah	NP	Jonah
Steinberg	NP	Steinberg
,	,	,
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
and	CC	and
a	DT	a
former	JJ	former
director	NN	director
of	IN	of
Harvard	NP	Harvard
Hillel	NP	Hillel
,	,	,
said	VBD	say
he	PP	he
thought	VBD	think
Harvard	NP	Harvard
'	POS	'
s	NN	S
leaders	NNS	leader
were	VBD	be
"	``	"
trying	VBG	try
to	TO	to
find	VB	find
balance	NN	balance
and	CC	and
moral	JJ	moral
equivalence	NN	equivalence
"	''	"
while	IN	while
speaking	VBG	speak
to	TO	to
a	DT	a
student	NN	student
body	NN	body
with	IN	with
a	DT	a
diverse	JJ	diverse
range	NN	range
of	IN	of
views	NNS	view
on	IN	on
the	DT	the
Israeli-Palestinian	JJ	Israeli-Palestinian
conflict	NN	conflict
.	SENT	.
<p>
"	''	"
But	CC	but
in	IN	in
effect	NN	effect
,	,	,
that	WDT	that
is	VBZ	be
taking	VBG	take
sides	NNS	side
because	IN	because
we	PP	we
are	VBP	be
talking	VBG	talk
about	IN	about
safety	NN	safety
and	CC	and
we	PP	we
are	VBP	be
talking	VBG	talk
about	IN	about
atrocity	NN	atrocity
,	,	,
"	''	"
he	PP	he
said	VBD	say
,	,	,
referring	VBG	refer
to	TO	to
Hamas	NP	<unknown>
'	POS	'
s	NN	S
attack	NN	attack
.	SENT	.
Israel	NP	Israel
'	POS	'
s	JJ	<unknown>
strikes	NNS	strike
against	IN	against
Gaza	NP	Gaza
,	,	,
he	PP	he
said	VBD	say
,	,	,
amounted	VBD	amount
to	TO	to
a	DT	a
country	NN	country
"	``	"
defending	VBG	defend
itself	PP	itself
"	``	"
and	CC	and
trying	VBG	try
to	TO	to
rescue	VB	rescue
its	PP$	its
captured	VBN	capture
citizens	NNS	citizen
and	CC	and
soldiers	NNS	soldier
.	SENT	.
(	(	(
The	DT	the
US	NP	US
government	NN	government
has	VBZ	have
said	VBN	say
it	PP	it
is	VBZ	be
likely	JJ	likely
that	IN	that
American	JJ	American
citizens	NNS	citizen
are	VBP	be
also	RB	also
among	IN	among
those	DT	those
captured	VBN	capture
and	CC	and
now	RB	now
detained	VBN	detain
in	IN	in
Gaza	NP	Gaza
.	SENT	.
)	)	)
<p>
Advertisement	NN	advertisement
<p>
Meanwhile	RB	meanwhile
,	,	,
Palestinian	JJ	Palestinian
students	NNS	student
and	CC	and
alumni	NNS	alumnus
have	VBP	have
alleged	VBN	allege
the	DT	the
university	NN	university
is	VBZ	be
biased	VBN	bias
in	IN	in
favor	NN	favor
of	IN	of
Israel	NP	Israel
and	CC	and
has	VBZ	have
not	RB	not
advocated	VBN	advocate
forcefully	RB	forcefully
enough	RB	enough
for	IN	for
Palestinian	JJ	Palestinian
rights	NNS	right
.	SENT	.
<p>
Nadine	NP	Nadine
Bahour	NP	<unknown>
,	,	,
a	DT	a
recent	JJ	recent
Palestinian	JJ	Palestinian
Harvard	NP	Harvard
graduate	NN	graduate
who	WP	who
now	RB	now
works	VBZ	work
in	IN	in
research	NN	research
at	IN	at
the	DT	the
university	NN	university
'	POS	'
s	NN	S
T.H.	NP	<unknown>
Chan	NP	Chan
School	NP	School
of	IN	of
Public	NP	Public
Health	NP	Health
,	,	,
said	VBD	say
Tuesday	NP	Tuesday
that	IN	that
she	PP	she
is	VBZ	be
"	``	"
appalled	VBN	appall
by	IN	by
Harvard	NP	Harvard
'	POS	'
s	JJ	<unknown>
lack	NN	lack
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
world	NN	world
,	,	,
Harvard	NP	Harvard
,	,	,
and	CC	and
its	PP$	its
administration	NN	administration
does	VBZ	do
n't	RB	n't
seem	VB	seem
to	TO	to
value	VB	value
the	DT	the
lives	NNS	life
of	IN	of
Palestinians	NPS	Palestinians
or	CC	or
even	RB	even
see	VB	see
the	DT	the
humanity	NN	humanity
in	IN	in
us	PP	us
,	,	,
"	''	"
Bahour	NP	<unknown>
said	VBD	say
.	SENT	.
<p>
Here	RB	here
is	VBZ	be
Gay	NP	Gay
'	POS	'
s	NN	S
full	JJ	full
Tuesday	NP	Tuesday
statement	NN	statement
:	:	:
<p>
"	``	"
As	IN	as
the	DT	the
events	NNS	event
of	IN	of
recent	JJ	recent
days	NNS	day
continue	VBP	continue
to	TO	to
reverberate	VB	reverberate
,	,	,
let	VBD	let
there	EX	there
be	VB	be
no	DT	no
doubt	NN	doubt
that	IN	that
I	PP	I
condemn	VB	condemn
the	DT	the
terrorist	JJ	terrorist
atrocities	NNS	atrocity
perpetrated	VBN	perpetrate
by	IN	by
Hamas	NP	<unknown>
.	SENT	.
Such	JJ	such
inhumanity	NN	inhumanity
is	VBZ	be
abhorrent	JJ	abhorrent
,	,	,
whatever	WDT	whatever
one	CD	one
'	POS	'
s	JJ	<unknown>
individual	JJ	individual
views	NNS	view
of	IN	of
the	DT	the
origins	NNS	origin
of	IN	of
longstanding	JJ	longstanding
conflicts	NNS	conflict
in	IN	in
the	DT	the
region	NN	region
.	SENT	.
<p>
"	``	"
Let	VB	let
me	PP	me
also	RB	also
state	VBP	state
,	,	,
on	IN	on
this	DT	this
matter	NN	matter
as	IN	as
on	IN	on
others	NNS	other
,	,	,
that	WDT	that
while	IN	while
our	PP$	our
students	NNS	student
have	VBP	have
the	DT	the
right	NN	right
to	TO	to
speak	VB	speak
for	IN	for
themselves	PP	themselves
,	,	,
no	DT	no
student	NN	student
group	NN	group
--	:	--
not	RB	not
even	RB	even
30	CD	@card@
student	NN	student
groups	NNS	group
--	:	--
speaks	VBZ	speak
for	IN	for
Harvard	NP	Harvard
University	NP	University
or	CC	or
its	PP$	its
leadership	NN	leadership
.	SENT	.
<p>
"	``	"
We	PP	we
will	MD	will
all	RB	all
be	VB	be
well	RB	well
served	VBN	serve
in	IN	in
such	PDT	such
a	DT	a
difficult	JJ	difficult
moment	NN	moment
by	IN	by
rhetoric	NN	rhetoric
that	WDT	that
aims	VBZ	aim
to	TO	to
illuminate	VB	illuminate
and	CC	and
not	RB	not
inflame	VB	inflame
.	SENT	.
And	CC	and
I	PP	I
appeal	VBP	appeal
to	TO	to
all	DT	all
of	IN	of
us	PP	us
in	IN	in
this	DT	this
community	NN	community
of	IN	of
learning	VBG	learn
to	TO	to
keep	VB	keep
this	DT	this
in	IN	in
mind	NN	mind
as	IN	as
our	PP$	our
conversations	NNS	conversation
continue	VBP	continue
.	SENT	.
"	``	"
