<p>
Among	IN	among
the	DT	the
thousands	NNS	thousand
of	IN	of
people	NNS	people
who	WP	who
have	VBP	have
been	VBN	be
killed	VBN	kill
,	,	,
injured	VBN	injure
or	CC	or
taken	VBN	take
hostage	NN	hostage
in	IN	in
Israel	NP	Israel
and	CC	and
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
in	IN	in
recent	JJ	recent
days	NNS	day
are	VBP	be
foreign	JJ	foreign
nationals	NNS	national
and	CC	and
dual	JJ	dual
nationals	NNS	national
from	IN	from
nearly	RB	nearly
two	CD	two
dozen	NN	dozen
countries	NNS	country
.	SENT	.
A	DT	a
number	NN	number
of	IN	of
them	PP	them
were	VBD	be
attending	VBG	attend
a	DT	a
music	NN	music
festival	NN	festival
in	IN	in
the	DT	the
desert	NN	desert
in	IN	in
southern	JJ	southern
Israel	NP	Israel
when	WRB	when
Hamas	JJ	<unknown>
militants	NNS	militant
stormed	VBD	storm
the	DT	the
grounds	NNS	ground
,	,	,
shooting	VBG	shoot
and	CC	and
abducting	VBG	abduct
revelers	NNS	reveler
.	SENT	.
<p>
Governments	NNS	government
from	IN	from
around	IN	around
the	DT	the
world	NN	world
have	VBP	have
condemned	VBN	condemn
the	DT	the
violence	NN	violence
and	CC	and
called	VBN	call
for	IN	for
the	DT	the
release	NN	release
of	IN	of
their	PP$	their
citizens	NNS	citizen
and	CC	and
of	IN	of
all	DT	all
hostages	NNS	hostage
.	SENT	.
Lt.	NP	Lt.
Col.	NP	Col.
Jonathan	NP	Jonathan
Conricus	NP	<unknown>
,	,	,
a	DT	a
spokesman	NN	spokesman
for	IN	for
the	DT	the
Israel	NP	Israel
Defense	NP	Defense
Forces	NPS	Forces
,	,	,
said	VBD	say
the	DT	the
number	NN	number
of	IN	of
foreign	JJ	foreign
victims	NNS	victim
shows	VBZ	show
that	IN	that
"	``	"
this	DT	this
is	VBZ	be
n't	RB	n't
an	DT	an
Israeli	JJ	Israeli
challenge	NN	challenge
only	RB	only
.	SENT	.
This	DT	this
is	VBZ	be
something	NN	something
that	WDT	that
concerns	VBZ	concern
many	JJ	many
of	IN	of
the	DT	the
free	JJ	free
countries	NNS	country
of	IN	of
the	DT	the
world	NN	world
.	SENT	.
"	''	"
<h>
United	NP	United
States	NPS	States
<p>
At	IN	at
least	JJS	least
22	CD	@card@
Americans	NPS	Americans
have	VBP	have
been	VBN	be
killed	VBN	kill
,	,	,
the	DT	the
State	NP	State
Department	NP	Department
said	VBD	say
Wednesday	NP	Wednesday
.	SENT	.
White	NP	White
House	NP	House
spokesman	NN	spokesman
John	NP	John
Kirby	NP	Kirby
said	VBD	say
17	CD	@card@
Americans	NPS	Americans
remain	VBP	remain
unaccounted	JJ	unaccounted
for	IN	for
,	,	,
but	CC	but
he	PP	he
added	VBD	add
that	IN	that
officials	NNS	official
believe	VBP	believe
most	JJS	most
of	IN	of
them	PP	them
were	VBD	be
not	RB	not
taken	VBN	take
by	IN	by
Hamas	NP	<unknown>
.	SENT	.
"	``	"
Right	RB	right
now	RB	now
we	PP	we
think	VBP	think
the	DT	the
number	NN	number
that	IN	that
we	PP	we
know	VBP	know
or	CC	or
we	PP	we
believe	VBP	believe
are	VBP	be
held	VBN	hold
hostage	NN	hostage
is	VBZ	be
very	RB	very
small	JJ	small
,	,	,
very	RB	very
small	JJ	small
,	,	,
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
over	IN	over
time	NN	time
,	,	,
"	''	"
Kirby	NP	Kirby
said	VBD	say
.	SENT	.
<h>
Russia	NP	Russia
<h>
France	NP	France
<p>
Eight	CD	eight
French	JJ	French
nationals	NNS	national
were	VBD	be
killed	VBN	kill
in	IN	in
the	DT	the
conflict	NN	conflict
and	CC	and
20	CD	@card@
remain	VBP	remain
unaccounted	JJ	unaccounted
for	IN	for
,	,	,
France	NP	France
'	POS	'
s	NN	S
Foreign	NP	Foreign
Ministry	NP	Ministry
said	VBD	say
.	SENT	.
The	DT	the
status	NN	status
of	IN	of
the	DT	the
missing	JJ	missing
French	JJ	French
nationals	NNS	national
is	VBZ	be
"	``	"
very	RB	very
worrying	JJ	worrying
,	,	,
and	CC	and
some	DT	some
...	:	...
have	VBP	have
very	RB	very
probably	RB	probably
been	VBN	be
kidnapped	VBN	kidnap
,	,	,
"	''	"
the	DT	the
ministry	NN	ministry
said	VBD	say
in	IN	in
a	DT	a
statement	NN	statement
Tuesday	NP	Tuesday
.	SENT	.
<h>
Britain	NP	Britain
<p>
British	NP	British
Foreign	NP	Foreign
Secretary	NP	Secretary
James	NP	James
Cleverly	RB	cleverly
,	,	,
who	WP	who
traveled	VBD	travel
to	TO	to
Israel	NP	Israel
on	IN	on
Wednesday	NP	Wednesday
,	,	,
told	VBD	tell
journalists	NNS	journalist
on	IN	on
Tuesday	NP	Tuesday
that	IN	that
"	``	"
a	DT	a
significant	JJ	significant
number	NN	number
of	IN	of
British-Israeli	NP	British-Israeli
dual	JJ	dual
nationals	NNS	national
have	VBP	have
been	VBN	be
involved	VBN	involve
,	,	,
"	''	"
without	IN	without
providing	VBG	provide
specific	JJ	specific
numbers	NNS	number
.	SENT	.
<p>
Advertisement	NN	advertisement
<p>
The	DT	the
BBC	NP	BBC
,	,	,
citing	VBG	cite
an	DT	an
unnamed	JJ	unnamed
official	NN	official
source	NN	source
,	,	,
reported	VBD	report
Wednesday	NP	Wednesday
that	IN	that
17	CD	@card@
British	JJ	British
nationals	NNS	national
may	MD	may
have	VB	have
been	VBN	be
killed	VBN	kill
or	CC	or
abducted	VBN	abduct
.	SENT	.
<h>
Nepal	NP	Nepal
<h>
Peru	NP	Peru
<p>
Peru	NP	Peru
'	POS	'
s	NN	S
Foreign	NP	Foreign
Ministry	NP	Ministry
said	VBD	say
Tuesday	NP	Tuesday
that	IN	that
two	CD	two
Peruvian	JJ	Peruvian
nationals	NNS	national
were	VBD	be
killed	VBN	kill
in	IN	in
Israel	NP	Israel
,	,	,
naming	VBG	name
the	DT	the
victims	NNS	victim
as	IN	as
Brando	NP	Brando
David	NP	David
Flores	NP	Flores
Garc	NP	<unknown>
?	SENT	?
a	DT	a
and	CC	and
Daniel	NP	Daniel
Levi	NP	Levi
.	SENT	.
The	DT	the
ministry	NN	ministry
previously	RB	previously
said	VBD	say
that	IN	that
two	CD	two
other	JJ	other
Peruvians	NNS	Peruvian
were	VBD	be
missing	VBG	miss
.	SENT	.
<h>
Philippines	NPS	Philippine
<p>
Two	CD	two
Filipinos	NNS	Filipino
,	,	,
a	DT	a
33-year-old	JJ	33-year-old
woman	NN	woman
and	CC	and
a	DT	a
42-year-old	JJ	42-year-old
man	NN	man
,	,	,
were	VBD	be
killed	VBN	kill
,	,	,
the	DT	the
Philippine	NN	Philippine
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
one	CD	one
more	JJR	more
reported	JJ	reported
death	NN	death
,	,	,
and	CC	and
three	CD	three
Filipinos	NNS	Filipino
remain	VBP	remain
missing	VBG	miss
.	SENT	.
<h>
Paraguay	NP	Paraguay
<h>
Colombia	NP	Colombia
<p>
Colombia	NP	Colombia
'	POS	'
s	NN	S
Foreign	NP	Foreign
Ministry	NP	Ministry
on	IN	on
Wednesday	NP	Wednesday
confirmed	VBD	confirm
the	DT	the
death	NN	death
of	IN	of
a	DT	a
Colombian-Israeli	NP	Colombian-Israeli
woman	NN	woman
,	,	,
identified	VBN	identify
as	IN	as
Ivonne	NP	Ivonne
Rubio	NP	Rubio
,	,	,
who	WP	who
had	VBD	have
been	VBN	be
missing	VBG	miss
along	RP	along
with	IN	with
her	PP$	her
boyfriend	NN	boyfriend
,	,	,
Antonio	NP	Antonio
Mac	NP	Mac
?	SENT	?
as	RB	as
,	,	,
after	IN	after
the	DT	the
"	``	"
severe	JJ	severe
events	NNS	event
that	WDT	that
occurred	VBD	occur
in	IN	in
the	DT	the
desert	NN	desert
in	IN	in
southern	JJ	southern
Israel	NP	Israel
.	SENT	.
"	``	"
<p>
Advertisement	NN	advertisement
<p>
In	IN	in
a	DT	a
statement	NN	statement
posted	VBD	post
on	IN	on
X	NP	X
,	,	,
formerly	RB	formerly
known	VBN	know
as	IN	as
Twitter	NN	twitter
,	,	,
the	DT	the
ministry	NN	ministry
said	VBD	say
that	IN	that
Rubio	NP	Rubio
'	POS	'
s	NN	S
identity	NN	identity
was	VBD	be
confirmed	VBN	confirm
through	IN	through
a	DT	a
DNA	NP	DNA
test	NN	test
and	CC	and
that	IN	that
local	JJ	local
authorities	NNS	authority
have	VBP	have
informed	VBN	inform
the	DT	the
victim	NN	victim
'	POS	'
s	NN	S
father	NN	father
.	SENT	.
Mac	NP	Mac
?	SENT	?
as	RB	as
,	,	,
who	WP	who
is	VBZ	be
also	RB	also
Colombian	JJ	Colombian
,	,	,
remains	VBZ	remain
missing	VBG	miss
.	SENT	.
<h>
Mexico	NP	Mexico
<h>
China	NP	China
<p>
The	DT	the
Israeli	NP	Israeli
Embassy	NP	Embassy
in	IN	in
Beijing	NP	Beijing
said	VBD	say
on	IN	on
Weibo	NP	<unknown>
that	IN	that
Noa	NP	Noa
Argamani	NP	Argamani
,	,	,
a	DT	a
Beijing-born	JJ	<unknown>
Chinese	JJ	Chinese
Israeli	JJ	Israeli
woman	NN	woman
,	,	,
was	VBD	be
"	``	"
abducted	VBN	abduct
by	IN	by
Hamas	JJ	<unknown>
terrorists	NNS	terrorist
and	CC	and
dragged	VBN	drag
to	TO	to
Gaza	NP	Gaza
from	IN	from
Israel	NP	Israel
"	''	"
when	WRB	when
she	PP	she
was	VBD	be
attending	VBG	attend
the	DT	the
Tribe	NP	Tribe
of	IN	of
Nova	NP	Nova
trance	NN	trance
music	NN	music
festival	NN	festival
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
not	RB	not
clear	JJ	clear
whether	IN	whether
Argamani	NP	Argamani
has	VBZ	have
dual	JJ	dual
citizenship	NN	citizenship
,	,	,
which	WDT	which
the	DT	the
Chinese	JJ	Chinese
government	NN	government
does	VBZ	do
not	RB	not
recognize	VB	recognize
.	SENT	.
<p>
Chinese	NP	Chinese
Foreign	NP	Foreign
Ministry	NP	Ministry
spokesman	NN	spokesman
Wang	NP	Wang
Wenbin	NP	Wenbin
during	IN	during
a	DT	a
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
were	VBD	be
affected	VBN	affect
by	IN	by
the	DT	the
crisis	NN	crisis
but	CC	but
said	VBD	say
that	IN	that
"	``	"
the	DT	the
Chinese	JJ	Chinese
nationals	NNS	national
who	WP	who
have	VBP	have
been	VBN	be
wounded	VBN	wound
are	VBP	be
being	VBG	be
treated	VBN	treat
in	IN	in
hospital	NN	hospital
and	CC	and
their	PP$	their
conditions	NNS	condition
are	VBP	be
generally	RB	generally
stable	JJ	stable
.	SENT	.
"	``	"
<p>
Advertisement	NN	advertisement
<p>
"	''	"
We	PP	we
are	VBP	be
continuing	VBG	continue
to	TO	to
verify	VB	verify
the	DT	the
information	NN	information
,	,	,
"	''	"
Wang	NP	Wang
added	VBD	add
.	SENT	.
<h>
Canada	NP	Canada
<h>
Brazil	NP	Brazil
<p>
Brazil	NP	Brazil
'	POS	'
s	NN	S
Foreign	NP	Foreign
Ministry	NP	Ministry
said	VBD	say
Tuesday	NP	Tuesday
that	IN	that
two	CD	two
Brazilians	NNS	Brazilian
,	,	,
whom	WP	whom
it	PP	it
named	VBN	name
as	IN	as
Ranani	NP	<unknown>
Nidejelski	NP	<unknown>
Glazer	NP	Glazer
,	,	,
23	CD	@card@
,	,	,
and	CC	and
Bruna	NP	Bruna
Valeanu	NP	<unknown>
,	,	,
24	CD	@card@
,	,	,
were	VBD	be
killed	VBN	kill
,	,	,
the	DT	the
local	JJ	local
outlet	NN	outlet
Globo	NP	Globo
and	CC	and
BBC	NP	BBC
Portuguese	NP	Portuguese
reported	VBD	report
.	SENT	.
One	CD	one
other	JJ	other
Brazilian	JJ	Brazilian
national	JJ	national
is	VBZ	be
missing	VBG	miss
,	,	,
according	VBG	accord
to	TO	to
local	JJ	local
media	NNS	medium
.	SENT	.
<h>
Italy	NP	Italy
<p>
Two	CD	two
Italian	JJ	Italian
nationals	NNS	national
--	:	--
a	DT	a
married	JJ	married
couple	NN	couple
with	IN	with
dual	JJ	dual
