<h>
Some	DT	some
Palestinian	JJ	Palestinian
patients	NNS	patient
in	IN	in
East	NP	East
Jerusalem	NP	Jerusalem
hospitals	NNS	hospital
will	MD	will
be	VB	be
sent	VBN	send
back	RB	back
to	TO	to
Gaza	NP	Gaza
by	IN	by
Israel	NP	Israel
<p>
Hannan	NP	Hannan
Sharadan	NP	<unknown>
,	,	,
along	RB	along
with	IN	with
her	PP$	her
twin	JJ	twin
boys	NNS	boy
Oday	NP	Oday
and	CC	and
Abdullah	NP	Abdullah
,	,	,
will	MD	will
soon	RB	soon
be	VB	be
sent	VBN	send
back	RB	back
to	TO	to
Gaza	NP	Gaza
<p>
Mick	NP	Mick
Krever/CNN	NP	<unknown>
<p>
JerusalemCNN	NP	<unknown>
--	:	--
<p>
Israeli	JJ	Israeli
authorities	NNS	authority
are	VBP	be
preparing	VBG	prepare
to	TO	to
send	VB	send
a	DT	a
group	NN	group
of	IN	of
Palestinian	JJ	Palestinian
patients	NNS	patient
who	WP	who
were	VBD	be
being	VBG	be
treated	VBN	treat
in	IN	in
East	NP	East
Jerusalem	NP	Jerusalem
hospitals	NNS	hospital
back	RB	back
to	TO	to
Gaza	NP	Gaza
this	DT	this
week	NN	week
.	SENT	.
<p>
The	DT	the
group	NN	group
of	IN	of
22	CD	@card@
Gazan	NP	<unknown>
Palestinians	NPS	Palestinians
includes	VBZ	include
five	CD	five
newborn	JJ	newborn
babies	NNS	baby
and	CC	and
their	PP$	their
mothers	NNS	mother
,	,	,
cancer	NN	cancer
patients	NNS	patient
now	RB	now
in	IN	in
remission	NN	remission
,	,	,
and	CC	and
a	DT	a
few	JJ	few
companions	NNS	companion
who	WP	who
had	VBD	have
accompanied	VBN	accompany
them	PP	them
,	,	,
according	VBG	accord
to	TO	to
hospital	NN	hospital
officials	NNS	official
.	SENT	.
They	PP	they
had	VBD	have
all	RB	all
received	VBN	receive
permission	NN	permission
from	IN	from
Israeli	JJ	Israeli
authorities	NNS	authority
to	TO	to
travel	VB	travel
to	TO	to
Israeli-occupied	JJ	Israeli-occupied
East	NP	East
Jerusalem	NP	Jerusalem
for	IN	for
advanced	JJ	advanced
medical	JJ	medical
care	NN	care
--	:	--
most	RBS	most
before	RB	before
Hamas	NP	<unknown>
'	POS	'
October	NP	October
7	CD	@card@
attack	NN	attack
on	IN	on
Israel	NP	Israel
.	SENT	.
<p>
The	DT	the
Israeli	JJ	Israeli
defense	NN	defense
ministry	NN	ministry
body	NN	body
responsible	JJ	responsible
for	IN	for
Palestinian	JJ	Palestinian
affairs	NNS	affair
,	,	,
COGAT	NP	<unknown>
,	,	,
has	VBZ	have
for	IN	for
months	NNS	month
been	VBN	be
pushing	VBG	push
East	NP	East
Jerusalem	NP	Jerusalem
hospital	NN	hospital
officials	NNS	official
for	IN	for
a	DT	a
list	NN	list
of	IN	of
patients	NNS	patient
who	WP	who
no	RB	no
longer	RBR	longer
require	VB	require
in-patient	NN	in-patient
medical	JJ	medical
treatment	NN	treatment
in	IN	in
order	NN	order
to	TO	to
send	VB	send
them	PP	them
back	RB	back
to	TO	to
Gaza	NP	Gaza
,	,	,
those	DT	those
officials	NNS	official
told	VBD	tell
CNN	NP	CNN
.	SENT	.
<p>
The	DT	the
patients	NNS	patient
on	IN	on
that	DT	that
list	NN	list
,	,	,
which	WDT	which
has	VBZ	have
been	VBN	be
seen	VBN	see
by	IN	by
CNN	NP	CNN
,	,	,
are	VBP	be
expected	VBN	expect
to	TO	to
board	NN	board
buses	NNS	bus
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
and	CC	and
Gaza	NP	Gaza
on	IN	on
Wednesday	NP	Wednesday
.	SENT	.
<p>
Among	IN	among
them	PP	them
will	MD	will
be	VB	be
Nima	NP	Nima
Abu	NP	Abu
Garrara	NP	<unknown>
,	,	,
who	WP	who
was	VBD	be
brought	VBN	bring
from	IN	from
Rafah	NP	<unknown>
to	TO	to
East	NP	East
Jerusalem	NP	Jerusalem
pregnant	JJ	pregnant
with	IN	with
twins	NNS	twin
and	CC	and
gave	VBD	give
birth	NN	birth
on	IN	on
October	NP	October
5	CD	@card@
.	SENT	.
Since	IN	since
then	RB	then
,	,	,
all	PDT	all
her	PP$	her
twins	NNS	twin
have	VBP	have
known	VBN	know
is	VBZ	be
the	DT	the
safety	NN	safety
of	IN	of
a	DT	a
room	NN	room
at	IN	at
Makassed	NP	<unknown>
Hospital	NP	Hospital
.	SENT	.
Soon	RB	soon
,	,	,
that	WDT	that
will	MD	will
be	VB	be
torn	VBN	tear
away	RP	away
,	,	,
traded	VBN	trade
for	IN	for
the	DT	the
reality	NN	reality
of	IN	of
war	NN	war
.	SENT	.
<p>
"	``	"
If	IN	if
I	PP	I
go	VBP	go
back	RB	back
with	IN	with
the	DT	the
twins	NNS	twin
...	:	...
where	WRB	where
do	VBP	do
I	PP	I
go	VB	go
with	IN	with
them	PP	them
?	SENT	?
Where	WRB	where
would	MD	would
I	PP	I
get	VB	get
diapers	NNS	diaper
and	CC	and
milk	NN	milk
?	SENT	?
"	''	"
she	PP	she
asked	VBD	ask
,	,	,
in	IN	in
tears	NNS	tear
.	SENT	.
"	''	"
Gaza	NP	Gaza
is	VBZ	be
not	RB	not
the	DT	the
same	JJ	same
anymore	RB	anymore
.	SENT	.
"	''	"
<p>
Asmaa	NP	<unknown>
Al	NP	Al
Dabje	NP	<unknown>
,	,	,
who	WP	who
will	MD	will
soon	RB	soon
be	VB	be
sent	VBN	send
back	RB	back
to	TO	to
Gaza	NP	Gaza
along	IN	along
with	IN	with
her	PP$	her
baby	NN	baby
.	SENT	.
<p>
Mick	NP	Mick
Krever/CNN	NP	<unknown>
<p>
For	IN	for
months	NNS	month
,	,	,
Abu	NP	Abu
Garrara	NP	<unknown>
and	CC	and
two	CD	two
other	JJ	other
mothers	NNS	mother
have	VBP	have
shared	VBN	share
the	DT	the
same	JJ	same
small	JJ	small
room	NN	room
,	,	,
which	WDT	which
overflows	VBZ	overflow
with	IN	with
baby	NN	baby
accessories	NNS	accessory
.	SENT	.
Suitcases	NNS	suitcase
and	CC	and
duffel	NN	duffel
bags	NNS	bag
are	VBP	be
piled	VBN	pile
in	IN	in
every	DT	every
corner	NN	corner
.	SENT	.
Baby	NN	baby
bottles	NNS	bottle
,	,	,
cans	NNS	can
of	IN	of
formula	NN	formula
,	,	,
and	CC	and
stuffed	VBD	stuff
animals	NNS	animal
occupy	VB	occupy
every	DT	every
available	JJ	available
table	NN	table
.	SENT	.
<p>
"	``	"
I	PP	I
might	MD	might
go	VB	go
back	RB	back
and	CC	and
then	RB	then
they	PP	they
invade	VBP	invade
Rafah	NP	<unknown>
,	,	,
"	''	"
she	PP	she
said	VBD	say
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
one	CD	one
responsible	JJ	responsible
for	IN	for
anything	NN	anything
that	WDT	that
harms	VBZ	harm
them	PP	them
.	SENT	.
I	PP	I
was	VBD	be
dying	VBG	die
when	WRB	when
I	PP	I
came	VBD	come
here	RB	here
and	CC	and
stayed	VBD	stay
with	IN	with
them	PP	them
here	RB	here
to	TO	to
protect	VB	protect
them	PP	them
,	,	,
"	''	"
she	PP	she
added	VBD	add
,	,	,
referring	VBG	refer
to	TO	to
her	PP$	her
twins	NNS	twin
