<p>
One	CD	one
of	IN	of
the	DT	the
slain	VBN	slay
hostages	NNS	hostage
was	VBD	be
23-year-old	JJ	23-year-old
Hersh	NP	Hersh
Goldberg-Polin	NP	Goldberg-Polin
,	,	,
a	DT	a
California-born	JJ	<unknown>
man	NN	man
whose	WP$	whose
parents	NNS	parent
spoke	VBD	speak
at	IN	at
the	DT	the
Democratic	JJ	Democratic
National	NP	National
Convention	NP	Convention
last	JJ	last
month	NN	month
and	CC	and
who	WP	who
has	VBZ	have
become	VBN	become
widely	RB	widely
known	VBN	know
in	IN	in
the	DT	the
wake	NN	wake
of	IN	of
the	DT	the
terrorist	JJ	terrorist
attacks	NNS	attack
.	SENT	.
<p>
Sunday	NP	Sunday
night	NN	night
'	POS	'
s	NN	S
vigil	NN	vigil
was	VBD	be
held	VBN	hold
at	IN	at
the	DT	the
site	NN	site
of	IN	of
a	DT	a
memorial	JJ	memorial
exhibit	NN	exhibit
dedicated	VBN	dedicate
to	TO	to
the	DT	the
Oct.	NP	Oct.
7	CD	@card@
massacre	NN	massacre
in	IN	in
Israel	NP	Israel
.	SENT	.
The	DT	the
memorial	NN	memorial
,	,	,
in	IN	in
a	DT	a
50,000-square-foot	JJ	50,000-square-foot
industrial	JJ	industrial
event	NN	event
space	NN	space
,	,	,
opened	VBN	open
Aug.	NP	Aug.
17	CD	@card@
.	SENT	.
<p>
Advertisement	NN	advertisement
<p>
Shortly	RB	shortly
before	IN	before
the	DT	the
event	NN	event
,	,	,
Scooter	NP	Scooter
Braun	NP	Braun
,	,	,
a	DT	a
music	NN	music
executive	NN	executive
and	CC	and
the	DT	the
main	JJ	main
organizer	NN	organizer
of	IN	of
the	DT	the
memorial	JJ	memorial
service	NN	service
,	,	,
told	VBD	tell
The	DT	the
Times	NP	Times
that	IN	that
after	IN	after
the	DT	the
killings	NNS	killing
,	,	,
the	DT	the
decision	NN	decision
was	VBD	be
made	VBN	make
to	TO	to
hold	VB	hold
the	DT	the
vigil	NN	vigil
amid	IN	amid
the	DT	the
exhibit	NN	exhibit
,	,	,
which	WDT	which
re-creates	VBZ	re-create
the	DT	the
attack	NN	attack
at	IN	at
the	DT	the
Nova	NP	Nova
music	NN	music
festival	NN	festival
in	IN	in
Israel	NP	Israel
.	SENT	.
<p>
By	IN	by
6	CD	@card@
p.m	NN	p.m
.	SENT	.
Sunday	NP	Sunday
,	,	,
several	JJ	several
hundred	CD	hundred
people	NNS	people
had	VBD	have
gathered	VBN	gather
.	SENT	.
Many	JJ	many
wore	VBD	wear
a	DT	a
piece	NN	piece
of	IN	of
tape	NN	tape
on	IN	on
their	PP$	their
chests	NNS	chest
with	IN	with
the	DT	the
number	NN	number
331	CD	@card@
,	,	,
to	TO	to
signify	VB	signify
the	DT	the
number	NN	number
of	IN	of
days	NNS	day
since	IN	since
the	DT	the
hostages	NNS	hostage
were	VBD	be
taken	VBN	take
.	SENT	.
The	DT	the
service	NN	service
was	VBD	be
held	VBN	hold
in	IN	in
a	DT	a
part	NN	part
of	IN	of
the	DT	the
exhibit	NN	exhibit
known	VBN	know
as	IN	as
the	DT	the
"	``	"
healing	NN	healing
room	NN	room
.	SENT	.
"	''	"
<p>
An	DT	an
exhibition	NN	exhibition
re-creates	VBZ	re-create
the	DT	the
scene	NN	scene
of	IN	of
Hamas-led	JJ	<unknown>
militants	NNS	militant
'	POS	'
attack	NN	attack
on	RB	on
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
The	DT	the
goal	NN	goal
:	:	:
Ask	VB	ask
visitors	NNS	visitor
to	TO	to
see	VB	see
their	PP$	their
shared	JJ	shared
humanity	NN	humanity
.	SENT	.
<p>
Aug.	NP	Aug.
16	CD	@card@
,	,	,
2024	CD	@card@
<p>
Braun	NP	Braun
said	VBD	say
the	DT	the
exhibit	NN	exhibit
was	VBD	be
inspired	VBN	inspire
by	IN	by
stories	NNS	story
told	VBN	tell
by	IN	by
survivors	NNS	survivor
of	IN	of
the	DT	the
music	NN	music
festival	NN	festival
.	SENT	.
<p>
"	``	"
It	PP	it
has	VBZ	have
nothing	NN	nothing
to	TO	to
do	VB	do
with	IN	with
politics	NNS	politics
.	SENT	.
You	PP	you
wo	MD	wo
n't	RB	n't
see	VB	see
any	DT	any
flags	NNS	flag
here	RB	here
,	,	,
"	''	"
Braun	NP	Braun
said	VBD	say
.	SENT	.
"	``	"
It	PP	it
is	VBZ	be
strictly	RB	strictly
about	IN	about
the	DT	the
music	NN	music
festival	NN	festival
and	CC	and
what	WP	what
took	VBD	take
place	NN	place
there	RB	there
.	SENT	.
To	TO	to
allow	VB	allow
people	NNS	people
to	TO	to
see	VB	see
this	DT	this
could	MD	could
'	''	'
ve	RB	<unknown>
been	VBN	be
Coachella	NP	Coachella
,	,	,
this	DT	this
could	MD	could
'	''	'
ve	RB	<unknown>
been	VBN	be
Stagecoach	NN	stagecoach
.	SENT	.
"	``	"
<p>
Advertisement	NN	advertisement
<p>
Music	NN	music
executive	JJ	executive
Scooter	NP	Scooter
Braun	NP	Braun
speaks	VBZ	speak
at	IN	at
a	DT	a
vigil	NN	vigil
at	IN	at
the	DT	the
Nova	NP	Nova
exhibit	NN	exhibit
on	IN	on
Sept.	NP	Sept.
1	CD	@card@
,	,	,
2024	CD	@card@
,	,	,
in	IN	in
Culver	NP	Culver
City	NP	City
.	SENT	.
The	DT	the
vigil	NN	vigil
was	VBD	be
held	VBN	hold
to	TO	to
honor	VB	honor
the	DT	the
six	CD	six
hostages	NNS	hostage
seized	VBN	seize
Oct.	NP	Oct.
7	CD	@card@
,	,	,
2023	CD	@card@
,	,	,
in	IN	in
southern	JJ	southern
Israel	NP	Israel
who	WP	who
were	VBD	be
killed	VBN	kill
recently	RB	recently
by	IN	by
Hamas	JJ	<unknown>
militants	NNS	militant
.	SENT	.
<p>
(	(	(
Eric	NP	Eric
Thayer	NP	Thayer
/	SYM	/
For	IN	for
The	DT	the
Times	NP	Times
)	)	)
<p>
Most	JJS	most
of	IN	of
the	DT	the
recently	RB	recently
slain	VBN	slay
hostages	NNS	hostage
had	VBD	have
attended	VBN	attend
the	DT	the
Oct.	NP	Oct.
7	CD	@card@
Nova	NP	Nova
