<h>
Share	NN	share
this	DT	this
:	:	:
<p>
Keely	NP	Keely
Nicole	NP	Nicole
Gliwa	NP	<unknown>
,	,	,
23	CD	@card@
,	,	,
of	IN	of
Gainesville	NP	Gainesville
,	,	,
at	IN	at
far	RB	far
right	RB	right
wearing	VBG	wear
a	DT	a
white	JJ	white
shirt	NN	shirt
,	,	,
and	CC	and
Roseanna	NP	Roseanna
Yashoda	NP	<unknown>
Bisram	NP	<unknown>
,	,	,
20	CD	@card@
,	,	,
of	IN	of
Ocala	NP	Ocala
,	,	,
standing	VBG	stand
to	TO	to
her	PP$	her
right	NN	right
wearing	VBG	wear
a	DT	a
red	JJ	red
shirt	NN	shirt
,	,	,
are	VBP	be
seen	VBN	see
in	IN	in
this	DT	this
screen	NN	screen
capture	NN	capture
from	IN	from
video	NN	video
recorded	VBN	record
April	NP	April
29	CD	@card@
,	,	,
2024	CD	@card@
,	,	,
before	IN	before
University	NP	University
of	IN	of
Florida	NP	Florida
police	NN	police
officers	NNS	officer
arrested	VBD	arrest
them	PP	them
and	CC	and
seven	CD	seven
others	NNS	other
during	IN	during
a	DT	a
pro-Palestinian	NP	pro-Palestinian
protest	NN	protest
on	IN	on
campus	NN	campus
in	IN	in
Gainesville	NP	Gainesville
.	SENT	.
Gliwa	NP	<unknown>
and	CC	and
Bisram	NP	<unknown>
accepted	VBD	accept
plea	NN	plea
deals	NNS	deal
Aug.	NP	Aug.
21	CD	@card@
,	,	,
2024	CD	@card@
,	,	,
to	TO	to
misdemeanor	NN	misdemeanor
criminal	JJ	criminal
charges	NNS	charge
and	CC	and
promised	VBD	promise
to	TO	to
pay	VB	pay
a	DT	a
small	JJ	small
fine	NN	fine
with	IN	with
no	DT	no
jail	NN	jail
time	NN	time
.	SENT	.
(	(	(
Vivienne	NP	Vivienne
Serret/Fresh	NP	Serret/Fresh
Take	VB	take
Florida	NP	Florida
)	)	)
<p>
GAINESVILLE	NP	Gainesville
--	:	--
Two	CD	two
University	NN	university
of	IN	of
Florida	NP	Florida
students	NNS	student
arrested	VBD	arrest
earlier	RBR	earlier
this	DT	this
year	NN	year
during	IN	during
pro-Palestinian	NP	pro-Palestinian
protests	NNS	protest
on	IN	on
campus	NN	campus
have	VBP	have
accepted	VBN	accept
plea	NN	plea
deals	NNS	deal
to	TO	to
misdemeanor	NN	misdemeanor
criminal	JJ	criminal
charges	NNS	charge
and	CC	and
will	MD	will
pay	VB	pay
a	DT	a
small	JJ	small
fine	NN	fine
with	IN	with
no	DT	no
jail	NN	jail
time	NN	time
.	SENT	.
<p>
Keely	NP	Keely
Nicole	NP	Nicole
Gliwa	NP	<unknown>
,	,	,
23	CD	@card@
,	,	,
