<p>
Though	IN	though
she	PP	she
still	RB	still
has	VBZ	have
both	DT	both
her	PP$	her
parents	NNS	parent
and	CC	and
all	PDT	all
her	PP$	her
limbs	NNS	limb
,	,	,
Sama	NP	Sama
Tabeel	NP	<unknown>
has	VBZ	have
lost	VBN	lose
almost	RB	almost
all	RB	all
of	IN	of
her	PP$	her
hair	NN	hair
due	JJ	due
to	TO	to
the	DT	the
unbearable	JJ	unbearable
stress	NN	stress
of	IN	of
the	DT	the
war	NN	war
.	SENT	.
"	``	"
I	PP	I
am	VBP	be
terrified	VBN	terrify
of	IN	of
the	DT	the
shelling	VBG	shell
,	,	,
"	''	"
she	PP	she
tells	VBZ	tell
NBC	NP	NBC
News	NP	News
from	IN	from
a	DT	a
camp	NN	camp
in	IN	in
Khan	NP	Khan
Younis	NP	Younis
.	SENT	.
She	PP	she
covers	VBZ	cover
her	PP$	her
bald	JJ	bald
head	NN	head
with	IN	with
a	DT	a
pink	JJ	pink
bandana	NN	bandana
she	PP	she
rarely	RB	rarely
takes	VBZ	take
off	RB	off
and	CC	and
passes	VBZ	pass
time	NN	time
by	IN	by
playing	VBG	play
with	IN	with
a	DT	a
doll	NN	doll
whose	WP$	whose
hair	NN	hair
she	PP	she
can	MD	can
braid	VB	braid
,	,	,
while	IN	while
longing	NN	longing
for	IN	for
her	PP$	her
own	JJ	own
.	SENT	.
<p>
Sama	NP	Sama
'	POS	'
s	JJ	<unknown>
mother	NN	mother
watches	NNS	watch
with	IN	with
a	DT	a
heavy	JJ	heavy
heart	NN	heart
as	IN	as
her	PP$	her
daughter	NN	daughter
sobs	NNS	sob
during	IN	during
much	JJ	much
of	IN	of
the	DT	the
interview	NN	interview
.	SENT	.
"	''	"
Sama	NP	Sama
was	VBD	be
exposed	VBN	expose
to	TO	to
horror	NN	horror
,	,	,
fear	NN	fear
and	CC	and
panic	NN	panic
,	,	,
"	''	"
Olfat	NP	<unknown>
Tabeel	NP	<unknown>
,	,	,
33	CD	@card@
,	,	,
said	VBD	say
.	SENT	.
<p>
Sama	NP	Sama
has	VBZ	have
lost	VBN	lose
almost	RB	almost
all	RB	all
of	IN	of
her	PP$	her
hair	NN	hair
due	JJ	due
to	TO	to
the	DT	the
unbearable	JJ	unbearable
stress	NN	stress
of	IN	of
the	DT	the
war.NBC	NN	<unknown>
News	NN	news
<p>
Some	DT	some
doctors	NNS	doctor
thought	VBD	think
Sama	NP	Sama
might	MD	might
have	VB	have
alopecia	NN	alopecia
,	,	,
but	CC	but
her	PP$	her
hair	NN	hair
had	VBD	have
fallen	VBN	fall
out	RP	out
all	RB	all
at	IN	at
once	RB	once
,	,	,
not	RB	not
slowly	RB	slowly
.	SENT	.
Another	DT	another
doctor	NN	doctor
gave	VBD	give
her	PP$	her
medicine	NN	medicine
,	,	,
but	CC	but
the	DT	the
side	NN	side
effects	NNS	effect
were	VBD	be
too	RB	too
strong	JJ	strong
for	IN	for
an	DT	an
8-year-old	JJ	8-year-old
.	SENT	.
Another	DT	another
suggested	VBD	suggest
that	IN	that
Sama	NP	Sama
would	MD	would
need	VB	need
a	DT	a
scalp	NN	scalp
analysis	NN	analysis
,	,	,
"	''	"
but	CC	but
this	DT	this
kind	NN	kind
of	IN	of
test	NN	test
does	VBZ	do
n't	RB	n't
exist	VB	exist
in	RB	in
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
cure	NN	cure
may	MD	may
require	VB	require
things	NNS	thing
that	WDT	that
are	VBP	be
even	RB	even
more	RBR	more
elusive	JJ	elusive
in	IN	in
Gaza	NP	Gaza
:	:	:
"	``	"
More	JJR	more
than	IN	than
one	CD	one
doctor	NN	doctor
told	VBD	tell
us	PP	us
it	PP	it
'	POS	'
s	NN	S
a	DT	a
psychological	JJ	psychological
state	NN	state
and	CC	and
fear	NN	fear
,	,	,
"	''	"
Tabeel	NP	<unknown>
said	VBD	say
,	,	,
"	``	"
and	CC	and
she	PP	she
needs	VBZ	need
vitamins	NNS	vitamin
and	CC	and
healthy	JJ	healthy
food	NN	food
.	SENT	.
"	''	"
<p>
Sama	NP	Sama
,	,	,
Tabeel	NP	<unknown>
said	VBD	say
,	,	,
was	VBD	be
not	RB	not
like	IN	like
her	PP$	her
other	JJ	other
daughter	NN	daughter
.	SENT	.
She	PP	she
loved	VBD	love
her	PP$	her
hair	NN	hair
.	SENT	.
"	''	"
Before	IN	before
the	DT	the
war	NN	war
,	,	,
she	PP	she
stood	VBD	stand
by	IN	by
the	DT	the
mirror	NN	mirror
,	,	,
constantly	RB	constantly
combing	VBG	comb
,	,	,
saying	VBG	say
,	,	,
'	''	'
Mom	NP	Mom
,	,	,
do	VBP	do
a	DT	a
hairstyle	NN	hairstyle
for	IN	for
me	PP	me
,	,	,
'	''	'
"	''	"
Tabeel	NP	<unknown>
said	VBD	say
.	SENT	.
"	''	"
She	PP	she
used	VBD	use
to	TO	to
drive	VB	drive
me	PP	me
crazy	JJ	crazy
with	IN	with
hairstyles	NNS	hairstyle
;	:	;
she	PP	she
would	MD	would
do	VB	do
three	CD	three
or	CC	or
four	CD	four
hairstyles	NNS	hairstyle
daily	JJ	daily
.	SENT	.
"	''	"
<p>
Sama	NP	Sama
looks	VBZ	look
at	IN	at
a	DT	a
