<p>
Jerusalem	NP	Jerusalem
,	,	,
February	NP	February
9	CD	@card@
(	(	(
IANS	NPS	Ian
)	)	)
Eli	NP	Eli
Sharabi	NP	<unknown>
,	,	,
one	CD	one
of	IN	of
three	CD	three
Israeli	JJ	Israeli
hostages	NNS	hostage
released	VBN	release
on	IN	on
Saturday	NP	Saturday
,	,	,
was	VBD	be
unaware	JJ	unaware
that	IN	that
his	PP$	his
wife	NN	wife
and	CC	and
two	CD	two
daughters	NNS	daughter
had	VBD	have
been	VBN	be
killed	VBN	kill
in	IN	in
the	DT	the
October	NP	October
7	CD	@card@
,	,	,
2023	CD	@card@
,	,	,
Hamas	JJ	<unknown>
attack	NN	attack
until	IN	until
his	PP$	his
release	NN	release
.	SENT	.
<p>
When	WRB	when
asked	VBN	ask
about	IN	about
his	PP$	his
feelings	NNS	feeling
upon	IN	upon
being	VBG	be
freed	VBN	free
,	,	,
Eli	NP	Eli
(	(	(
52	LS	@card@
)	)	)
expressed	VBN	express
joy	NN	joy
,	,	,
saying	VBG	say
,	,	,
"	``	"
I	PP	I
am	VBP	be
very	RB	very
happy	JJ	happy
today	NN	today
.	SENT	.
I	PP	I
am	VBP	be
happy	JJ	happy
to	TO	to
be	VB	be
back	RB	back
to	TO	to
my	PP$	my
family	NN	family
and	CC	and
friends	NNS	friend
,	,	,
my	PP$	my
wife	NN	wife
and	CC	and
daughters	NNS	daughter
.	SENT	.
"	''	"
<p>
However	RB	however
,	,	,
after	IN	after
spending	NN	spending
491	CD	@card@
days	NNS	day
in	IN	in
captivity	NN	captivity
,	,	,
he	PP	he
did	VBD	do
not	RB	not
know	VB	know
that	IN	that
his	PP$	his
wife	NN	wife
,	,	,
Lianne	NP	Lianne
,	,	,
and	CC	and
daughters	NNS	daughter
,	,	,
Noya	NP	Noya
(	(	(
16	CD	@card@
)	)	)
and	CC	and
Yahel	NP	<unknown>
(	(	(
13	CD	@card@
)	)	)
,	,	,
had	VBD	have
been	VBN	be
murdered	VBN	murder
in	IN	in
their	PP$	their
home	NN	home
in	IN	in
Kibbutz	NN	kibbutz
Be'eri	NP	<unknown>
.	SENT	.
<p>
Adding	VBG	add
to	TO	to
the	DT	the
heartbreak	NN	heartbreak
,	,	,
he	PP	he
was	VBD	be
also	RB	also
informed	VBN	inform
that	IN	that
his	PP$	his
brother	NN	brother
,	,	,
Yossi	NP	Yossi
Sharabi	NP	<unknown>
,	,	,
had	VBD	have
died	VBN	die
in	IN	in
captivity	NN	captivity
,	,	,
with	IN	with
his	PP$	his
body	NN	body
still	RB	still
being	VBG	be
held	VBN	hold
in	IN	in
Gaza	NP	Gaza
.	SENT	.
<p>
The	DT	the
Israeli	NP	Israeli
Defense	NP	Defense
Forces	NPS	Forces
(	(	(
IDF	NP	IDF
)	)	)
shared	VBD	share
a	DT	a
photo	NN	photo
of	IN	of
Eli	NP	Eli
with	IN	with
his	PP$	his
mother	NN	mother
and	CC	and
sister	NN	sister
on	IN	on
social	JJ	social
media	NNS	medium
,	,	,
stating	VBG	state
,	,	,
"	''	"
In	IN	in
these	DT	these
moments	NNS	moment
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
daughters	NNS	daughter
,	,	,
Yahel	NP	<unknown>
and	CC	and
Noiya	NP	<unknown>
,	,	,
who	WP	who
were	VBD	be
murdered	VBN	murder
by	IN	by
Hamas	NP	<unknown>
on	IN	on
October	NP	October
7	CD	@card@
,	,	,
along	RB	along
with	IN	with
his	PP$	his
brother	NN	brother
Yossi	NP	Yossi
,	,	,
who	WP	who
was	VBD	be
kidnapped	VBN	kidnap
and	CC	and
murdered	VBN	murder
in	IN	in
captivity	NN	captivity
.	SENT	.
"	''	"
<p>
Eli	NP	Eli
Sharabi	NP	<unknown>
was	VBD	be
one	CD	one
of	IN	of
three	CD	three
hostages	NNS	hostage
freed	VBN	free
by	IN	by
Hamas	NNS	<unknown>
as	IN	as
part	NN	part
of	IN	of
the	DT	the
latest	JJS	late
prisoner	NN	prisoner
exchange	NN	exchange
deal	NN	deal
,	,	,
which	WDT	which
saw	VBD	see
Israel	NP	Israel
release	VB	release
183	CD	@card@
Palestinian	JJ	Palestinian
prisoners	NNS	prisoner
under	IN	under
an	DT	an
internationally	RB	internationally
brokered	JJ	brokered
ceasefire	NN	ceasefire
agreement	NN	agreement
.	SENT	.
<p>
The	DT	the
other	JJ	other
two	CD	two
hostages	NNS	hostage
,	,	,
Ohad	NP	<unknown>
Ben	NP	Ben
Ami	NP	Ami
and	CC	and
Or	NP	Or
Levy	NP	Levy
,	,	,
were	VBD	be
handed	VBN	hand
over	RP	over
to	TO	to
the	DT	the
Red	NP	Red
Cross	NP	Cross
before	IN	before
reuniting	VBG	reunite
with	IN	with
their	PP$	their
families	NNS	family
in	IN	in
Israel	NP	Israel
.	SENT	.
<p>
People	NNS	people
were	VBD	be
shocked	VBN	shock
by	IN	by
Eli	NP	Eli
'	POS	'
s	JJ	<unknown>
frail	JJ	frail
appearance	NN	appearance
upon	IN	upon
his	PP$	his
release	NN	release
.	SENT	.
<p>
Meanwhile	RB	meanwhile
,	,	,
Palestinian	JJ	Palestinian
prisoners	NNS	prisoner
were	VBD	be
welcomed	VBN	welcome
home	NN	home
in	IN	in
Ramallah	NP	Ramallah
and	CC	and
other	JJ	other
areas	NNS	area
of	IN	of
the	DT	the
occupied	JJ	occupied
West	NP	West
Bank	NP	Bank
.	SENT	.
Representatives	NNS	representative
stated	VBD	state
that	IN	that
some	DT	some
required	JJ	required
medical	JJ	medical
care	NN	care
,	,	,
though	IN	though
no	DT	no
details	NNS	detail
were	VBD	be
provided	VBN	provide
.	SENT	.
<p>
This	DT	this
release	NN	release
marks	VBZ	mark
the	DT	the
fifth	JJ	fifth
hostage-prisoner	NN	hostage-prisoner
swap	NN	swap
under	IN	under
the	DT	the
first	JJ	first
phase	NN	phase
of	IN	of
a	DT	a
ceasefire	NN	ceasefire
agreement	NN	agreement
between	IN	between
Hamas	NP	<unknown>
and	CC	and
Israel	NP	Israel
,	,	,
brokered	VBD	broker
by	IN	by
Egypt	NP	Egypt
and	CC	and
Qatar	NP	Qatar
with	IN	with
support	NN	support
from	IN	from
the	DT	the
United	NP	United
States	NPS	States
.	SENT	.
As	IN	as
part	NN	part
of	IN	of
the	DT	the
deal	NN	deal
,	,	,
Israel	NP	Israel
began	VBD	begin
releasing	VBG	release
183	CD	@card@
Palestinian	JJ	Palestinian
prisoners	NNS	prisoner
on	IN	on
Saturday	NP	Saturday
.	SENT	.
<p>
Abdullah	NP	Abdullah
al-Zaghari	NP	<unknown>
,	,	,
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
freed	VBN	free
prisoners	NNS	prisoner
,	,	,
transported	VBN	transport
by	IN	by
the	DT	the
International	NP	International
Committee	NP	Committee
of	IN	of
the	DT	the
Red	NP	Red
Cross	NP	Cross
,	,	,
had	VBD	have
arrived	VBN	arrive
in	IN	in
Ramallah	NP	Ramallah
.	SENT	.
Television	NN	television
footage	NN	footage
showed	VBD	show
a	DT	a
large	JJ	large
crowd	NN	crowd
gathering	NN	gathering
to	TO	to
welcome	VB	welcome
them	PP	them
.	SENT	.
<p>
According	VBG	accord
to	TO	to
the	DT	the
Hamas-affiliated	JJ	Hamas-affiliated
Prisoners	NNS	prisoner
'	POS	'
Media	NP	Media
Office	NP	Office
,	,	,
the	DT	the
released	VBN	release
Palestinian	JJ	Palestinian
prisoners	NNS	prisoner
include	VBP	include
18	CD	@card@
individuals	NNS	individual
sentenced	VBN	sentence
to	TO	to
life	NN	life
imprisonment	NN	imprisonment
,	,	,
54	CD	@card@
serving	VBG	serve
long	JJ	long
sentences	NNS	sentence
,	,	,
and	CC	and
111	CD	@card@
from	IN	from
Gaza	NP	Gaza
who	WP	who
were	VBD	be
arrested	VBN	arrest
after	IN	after
the	DT	the
October	NP	October
7	CD	@card@
attack	NN	attack
.	SENT	.
<p>
Under	IN	under
the	DT	the
ceasefire	NN	ceasefire
agreement	NN	agreement
,	,	,
effective	JJ	effective
from	IN	from
January	NP	January
19	CD	@card@
,	,	,
Hamas	NP	<unknown>
is	VBZ	be
expected	VBN	expect
to	TO	to
release	VB	release
33	CD	@card@
hostages	NNS	hostage
,	,	,
while	IN	while
Israel	NP	Israel
will	MD	will
free	VB	free
hundreds	NNS	hundred
of	IN	of
Palestinian	JJ	Palestinian
prisoners	NNS	prisoner
.	SENT	.
<h>
Weekly	NP	Weekly
Poll	NP	Poll
Question	NP	Question
<h>
Connect	VBP	connect
with	IN	with
us	PP	us
<h>
Intro	NN	intro
footer	NN	footer
<p>
The	DT	the
Morung	NP	<unknown>
Express	NP	Express
<p>
The	DT	the
Morung	NP	<unknown>
Express	NP	Express
is	VBZ	be
a	DT	a
people-oriented	JJ	people-oriented
alternative	NN	alternative
newspaper	NN	newspaper
based	VBN	base
in	IN	in
Nagaland	NP	Nagaland
that	WDT	that
was	VBD	be
conceived	VBN	conceive
from	IN	from
the	DT	the
Naga	NP	Naga
people	NNS	people
'	POS	'
s	JJ	<unknown>
historical	JJ	historical
realities	NNS	reality
and	CC	and
is	VBZ	be
guided	VBN	guide
by	IN	by
their	PP$	their
voices	NNS	voice
and	CC	and
experiences	NNS	experience
.	SENT	.
It	PP	it
emerged	VBD	emerge
from	IN	from
