<p>
Dozens	NNS	dozen
of	IN	of
Google	NP	<unknown>
employees	NNS	employee
held	VBD	hold
sit-ins	NNS	sit-in
Tuesday	NP	Tuesday
at	IN	at
the	DT	the
tech	NN	tech
giant	NN	giant
'	POS	'
s	NN	S
New	NP	New
York	NP	York
City	NP	City
and	CC	and
Sunnyvale	NP	Sunnyvale
,	,	,
Calif.	NP	Calif.
,	,	,
offices	NNS	office
to	TO	to
protest	VB	protest
the	DT	the
company	NN	company
'	POS	'
s	JJ	<unknown>
work	NN	work
with	IN	with
Israel	NP	Israel
.	SENT	.
<p>
Google	NP	<unknown>
and	CC	and
Amazon	NP	Amazon
have	VBP	have
a	DT	a
cloud	NN	cloud
computing	NN	computing
and	CC	and
artificial	JJ	artificial
intelligence	NN	intelligence
contract	NN	contract
with	IN	with
the	DT	the
Israeli	JJ	Israeli
government	NN	government
and	CC	and
military	JJ	military
,	,	,
a	DT	a
deal	NN	deal
known	VBN	know
as	IN	as
Project	NP	Project
Nimbus	NN	nimbus
that	WDT	that
is	VBZ	be
worth	JJ	worth
$1.2	JJ	<unknown>
billion	NNS	billion
.	SENT	.
<p>
The	DT	the
employees	NNS	employee
participating	VBG	participate
in	IN	in
the	DT	the
sit-ins	NNS	sit-in
wore	VBD	wear
shirts	NNS	shirt
that	WDT	that
said	VBD	say
"	``	"
Drop	NP	Drop
Project	NP	Project
Nimbus	NN	nimbus
"	''	"
and	CC	and
a	DT	a
banner	NN	banner
was	VBD	be
hung	VBN	hang
that	IN	that
read	VBN	read
,	,	,
"	''	"
No	DT	no
tech	NN	tech
for	IN	for
genocide	NN	genocide
.	SENT	.
"	``	"
<p>
Advertisement	NN	advertisement
<p>
Protesters	NNS	protester
sat	VBD	sit
in	IN	in
the	DT	the
office	NN	office
of	IN	of
Google	NP	<unknown>
Cloud	NP	Cloud
Chief	NP	Chief
Executive	NP	Executive
Thomas	NP	Thomas
Kurian	NP	Kurian
on	IN	on
Tuesday	NP	Tuesday
and	CC	and
remained	VBD	remain
there	RB	there
for	IN	for
about	RB	about
10	CD	@card@
hours	NNS	hour
,	,	,
according	VBG	accord
to	TO	to
the	DT	the
group	NN	group
.	SENT	.
<p>
They	PP	they
demanded	VBD	demand
Google	NP	<unknown>
and	CC	and
Amazon	NP	Amazon
drop	NN	drop
Project	NN	project
Nimbus	NN	nimbus
and	CC	and
stop	VB	stop
the	DT	the
"	``	"
harassment	NN	harassment
,	,	,
intimidation	NN	intimidation
,	,	,
bullying	VBG	bully
,	,	,
silencing	VBG	silence
,	,	,
and	CC	and
censorship	NN	censorship
"	''	"
of	IN	of
Palestinian	NP	Palestinian
,	,	,
Arab	NP	Arab
,	,	,
Muslim	NP	Muslim
Google	NP	<unknown>
workers	NNS	worker
who	WP	who
have	VBP	have
expressed	VBN	express
concerns	NNS	concern
about	IN	about
the	DT	the
company	NN	company
'	POS	'
s	JJ	<unknown>
work	NN	work
in	IN	in
Israel	NP	Israel
and	CC	and
the	DT	the
Hamas	JJ	<unknown>
war	NN	war
.	SENT	.
<p>
On	IN	on
Tuesday	NP	Tuesday
night	NN	night
,	,	,
Google	NP	<unknown>
ordered	VBD	order
the	DT	the
arrest	NN	arrest
of	IN	of
nine	CD	nine
workers	NNS	worker
in	IN	in
Sunnyvale	NP	Sunnyvale
and	CC	and
New	NP	New
York	NP	York
,	,	,
who	WP	who
were	VBD	be
told	VBN	tell
they	PP	they
would	MD	would
be	VB	be
locked	VBN	lock
out	RP	out
of	IN	of
their	PP$	their
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
work	NN	work
until	IN	until
contacted	VBN	contact
by	IN	by
HR	NP	HR
,	,	,
according	VBG	accord
to	TO	to
a	DT	a
statement	NN	statement
from	IN	from
the	DT	the
No	NP	No
Tech	NP	Tech
for	IN	for
Apartheid	NN	apartheid
campaign	NN	campaign
.	SENT	.
<p>
Google	NP	<unknown>
,	,	,
in	IN	in
a	DT	a
statement	NN	statement
,	,	,
said	VBD	say
a	DT	a
small	JJ	small
number	NN	number
of	IN	of
employee	NN	employee
protesters	NNS	protester
disrupted	VBD	disrupt
a	DT	a
couple	NN	couple
of	IN	of
locations	NNS	location
.	SENT	.
"	''	"
After	IN	after
refusing	VBG	refuse
multiple	JJ	multiple
requests	NNS	request
to	TO	to
leave	VB	leave
the	DT	the
premises	NNS	premise
,	,	,
law	NN	law
enforcement	NN	enforcement
was	VBD	be
engaged	VBN	engage
to	TO	to
remove	VB	remove
them	PP	them
to	TO	to
ensure	VB	ensure
office	NN	office
safety	NN	safety
,	,	,
"	''	"
the	DT	the
company	NN	company
said	VBD	say
.	SENT	.
<p>
"	``	"
Physically	RB	physically
impeding	VBG	impede
other	JJ	other
employees	NNS	employee
'	POS	'
work	NN	work
and	CC	and
preventing	VBG	prevent
them	PP	them
from	IN	from
accessing	VBG	access
our	PP$	our
facilities	NNS	facility
is	VBZ	be
a	DT	a
clear	JJ	clear
violation	NN	violation
of	IN	of
our	PP$	our
policies	NNS	policy
,	,	,
and	CC	and
we	PP	we
will	MD	will
investigate	VB	investigate
and	CC	and
take	VB	take
action	NN	action
,	,	,
"	''	"
the	DT	the
Mountain	NP	Mountain
View-based	JJ	<unknown>
tech	NN	tech
company	NN	company
added	VBD	add
.	SENT	.
"	``	"
These	DT	these
employees	NNS	employee
were	VBD	be
put	VBN	put
on	IN	on
administrative	JJ	administrative
leave	NN	leave
and	CC	and
their	PP$	their
access	NN	access
to	TO	to
our	PP$	our
systems	NNS	system
was	VBD	be
cut	VBN	cut
.	SENT	.
"	''	"
<p>
Officers	NNS	officer
arrived	VBN	arrive
at	IN	at
a	DT	a
Google	NP	<unknown>
facility	NN	facility
in	IN	in
Sunnyvale	NP	Sunnyvale
around	IN	around
10:30	CD	@card@
a.m.	NN	a.m.
after	IN	after
getting	VBG	get
a	DT	a
call	NN	call
from	IN	from
Google	NP	<unknown>
about	IN	about
the	DT	the
protest	NN	protest
and	CC	and
saw	VBD	see
around	RB	around
80	CD	@card@
participants	NNS	participant
,	,	,
wrote	VBD	write
Capt	NP	Capt
.	SENT	.
Dzanh	NP	<unknown>
K.	NP	K.
Le	NP	Le
in	IN	in
an	DT	an
email	NN	<unknown>
on	IN	on
Tuesday	NP	Tuesday
night	NN	night
.	SENT	.
<p>
Advertisement	NN	advertisement
<p>
Most	JJS	most
of	IN	of
the	DT	the
participants	NNS	participant
left	VBD	leave
the	DT	the
area	NN	area
around	IN	around
12:45	CD	@card@
p.m.	NN	p.m.
,	,	,
with	IN	with
five	CD	five
protesters	NNS	protester
remaining	VBG	remain
,	,	,
Le	NP	Le
added	VBD	add
.	SENT	.
When	WRB	when
the	DT	the
protesters	NNS	protester
refused	VBD	refuse
to	TO	to
leave	NN	leave
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
incident	NN	incident
for	IN	for
criminal	JJ	criminal
trespassing	NN	trespassing
,	,	,
"	''	"
Le	NP	Le
wrote	VBD	write
.	SENT	.
<p>
In	IN	in
a	DT	a
statement	NN	statement
,	,	,
the	DT	the
group	NN	group
of	IN	of
workers	NNS	worker
who	WP	who
were	VBD	be
arrested	VBN	arrest
said	VBD	say
they	PP	they
had	VBD	have
asked	VBN	ask
to	TO	to
speak	VB	speak
to	TO	to
the	DT	the
Google	NP	<unknown>
Cloud	NP	Cloud
CEO	NP	CEO
but	CC	but
were	VBD	be
denied	VBN	deny
.	SENT	.
<p>
"	''	"
Google	NP	<unknown>
executives	NNS	executive
have	VBP	have
ignored	VBN	ignore
our	PP$	our
concerns	NNS	concern
about	IN	about
our	PP$	our
ethical	JJ	ethical
responsibility	NN	responsibility
for	IN	for
the	DT	the
impact	NN	impact
of	IN	of
our	PP$	our
technology	NN	technology
as	RB	as
well	RB	well
as	IN	as
the	DT	the
damage	NN	damage
to	TO	to
our	PP$	our
workplace	JJ	workplace
health	NN	health
and	CC	and
safety	NN	safety
caused	VBN	cause
by	IN	by
this	DT	this
contract	NN	contract
,	,	,
and	CC	and
the	DT	the
company	NN	company
'	POS	'
s	JJ	<unknown>
internal	JJ	internal
environment	NN	environment
of	IN	of
retaliation	NN	retaliation
,	,	,
harassment	NN	harassment
,	,	,
and	CC	and
bullying	VBG	bully
,	,	,
"	''	"
the	DT	the
workers	NNS	worker
said	VBD	say
in	IN	in
a	DT	a
Wednesday	NP	Wednesday
statement	NN	statement
.	SENT	.
.	SENT	.
<p>
Four	CD	four
people	NNS	people
were	VBD	be
arrested	VBN	arrest
for	IN	for
trespassing	NN	trespassing
at	IN	at
the	DT	the
Google	NP	<unknown>
office	NN	office
in	IN	in
New	NP	New
York	NP	York
,	,	,
according	VBG	accord
to	TO	to
the	DT	the
New	NP	New
York	NP	York
Police	NP	Police
Department	NP	Department
.	SENT	.
<p>
Google	NP	<unknown>
last	JJ	last
month	NN	month
fired	VBD	fire
a	DT	a
worker	NN	worker
who	WP	who
protested	VBD	protest
a	DT	a
speech	NN	speech
by	IN	by
Google	NP	<unknown>
'	POS	'
s	JJ	<unknown>
top	JJ	top
executive	NN	executive
in	IN	in
Israel	NP	Israel
at	IN	at
a	DT	a
conference	NN	conference
in	IN	in
New	NP	New
York	NP	York
.	SENT	.
<p>
More	JJR	more
than	IN	than
500	CD	@card@
Google	NP	<unknown>
workers	NNS	worker
are	VBP	be
backing	VBG	back
a	DT	a
colleague	NN	colleague
who	WP	who
alleges	VBZ	allege
the	DT	the
tech	NN	tech
giant	NN	giant
retaliated	VBN	retaliate
against	IN	against
her	PP	her
by	IN	by
ordering	VBG	order
her	PP	her
to	TO	to
move	VB	move
to	TO	to
another	DT	another
