<p>
Prime	NP	Prime
Minister	NP	Minister
Benjamin	NP	Benjamin
Netanyahu	NP	<unknown>
reiterated	VBD	reiterate
Israel	NP	Israel
'	POS	'
s	JJ	<unknown>
position	NN	position
that	IN	that
its	PP$	its
forces	NNS	force
will	MD	will
launch	VB	launch
an	DT	an
anticipated	JJ	anticipated
military	JJ	military
operation	NN	operation
in	IN	in
Rafah	NP	<unknown>
regardless	RB	regardless
of	IN	of
whether	IN	whether
a	DT	a
cease-fire	NN	cease-fire
and	CC	and
hostage	NN	hostage
deal	NN	deal
is	VBZ	be
reached	VBN	reach
with	IN	with
Hamas	NP	<unknown>
.	SENT	.
He	PP	he
made	VBD	make
the	DT	the
remark	NN	remark
amid	IN	amid
fresh	JJ	fresh
optimism	NN	optimism
that	IN	that
new	JJ	new
negotiations	NNS	negotiation
could	MD	could
lead	VB	lead
to	TO	to
a	DT	a
halt	NN	halt
in	IN	in
fighting	VBG	fight
.	SENT	.
Secretary	NP	Secretary
of	IN	of
State	NP	State
Antony	NP	Antony
Blinken	NP	<unknown>
continued	VBD	continue
his	PP$	his
tour	NN	tour
of	IN	of
the	DT	the
Middle	NP	Middle
East	NP	East
on	IN	on
Tuesday	NP	Tuesday
,	,	,
heading	VBG	head
to	TO	to
Jordan	NP	Jordan
and	CC	and
Israel	NP	Israel
with	IN	with
a	DT	a
focus	NN	focus
on	IN	on
getting	VBG	get
more	RBR	more
humanitarian	JJ	humanitarian
aid	NN	aid
to	TO	to
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
.	SENT	.
<h>
Here	RB	here
'	''	'
s	VBG	<unknown>
what	WP	what
to	TO	to
know	VB	know
:	:	:
<p>
"	``	"
We	PP	we
will	MD	will
enter	VB	enter
Rafah	NP	<unknown>
,	,	,
and	CC	and
we	PP	we
will	MD	will
eliminate	VB	eliminate
the	DT	the
Hamas	JJ	<unknown>
battalions	NNS	battalion
there	RB	there
--	:	--
with	IN	with
or	CC	or
without	IN	without
a	DT	a
deal	NN	deal
,	,	,
in	IN	in
order	NN	order
to	TO	to
achieve	VB	achieve
the	DT	the
total	JJ	total
victory	NN	victory
,	,	,
"	''	"
Netanyahu	NP	<unknown>
said	VBD	say
during	IN	during
a	DT	a
meeting	NN	meeting
with	IN	with
representatives	NNS	representative
of	IN	of
hostages	NNS	hostage
'	POS	'
and	CC	and
victims	NNS	victim
'	POS	'
families	NNS	family
in	IN	in
Jerusalem	NP	Jerusalem
.	SENT	.
<p>
More	JJR	more
than	IN	than
a	DT	a
million	CD	million
displaced	VBN	displace
civilians	NNS	civilian
have	VBP	have
sought	VBN	seek
refuge	NN	refuge
in	IN	in
Rafah	NP	<unknown>
in	IN	in
southern	JJ	southern
Gaza	NP	Gaza
;	:	;
Israel	NP	Israel
says	VBZ	say
it	PP	it
is	VBZ	be
a	DT	a
remaining	VBG	remain
Hamas	NN	<unknown>
stronghold	NN	stronghold
.	SENT	.
President	NP	President
Biden	NP	Biden
has	VBZ	have
said	VBN	say
the	DT	the
United	NP	United
States	NPS	States
will	MD	will
not	RB	not
support	VB	support
a	DT	a
full-scale	JJ	full-scale
attack	NN	attack
unless	IN	unless
Israel	NP	Israel
has	VBZ	have
a	DT	a
plan	NN	plan
to	TO	to
protect	VB	protect
civilians	NNS	civilian
.	SENT	.
<p>
Blinken	NP	<unknown>
and	CC	and
his	PP$	his
British	JJ	British
counterpart	NN	counterpart
,	,	,
Foreign	NP	Foreign
Secretary	NP	Secretary
David	NP	David
Cameron	NP	Cameron
,	,	,
said	VBD	say
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
a	DT	a
cease-fire	NN	cease-fire
in	IN	in
Gaza	NP	Gaza
and	CC	and
the	DT	the
release	NN	release
of	IN	of
Israeli	JJ	Israeli
hostages	NNS	hostage
.	SENT	.
Blinken	NP	<unknown>
said	VBD	say
the	DT	the
deal	NN	deal
awaits	VBZ	await
a	DT	a
green	JJ	green
light	NN	light
from	IN	from
Hamas	NP	<unknown>
.	SENT	.
<p>
At	IN	at
