<p>
President	NP	President
Biden	NP	Biden
'	POS	'
s	JJ	<unknown>
patience	NN	patience
with	IN	with
Israeli	NP	Israeli
Prime	NP	Prime
Minister	NP	Minister
Benjamin	NP	Benjamin
Netanyahu	NP	<unknown>
is	VBZ	be
extremely	RB	extremely
close	JJ	close
to	TO	to
"	``	"
running	VBG	run
out	RP	out
,	,	,
'	''	'
'	''	'
it	PP	it
was	VBD	be
revealed	VBN	reveal
Sunday	NP	Sunday
--	:	--
as	IN	as
Israel	NP	Israel
marked	VBD	mark
the	DT	the
100th	JJ	100th
day	NN	day
of	IN	of
its	PP$	its
war	NN	war
with	IN	with
Hamas	NP	<unknown>
.	SENT	.
<p>
Despite	IN	despite
Biden	NP	Biden
'	POS	'
s	JJ	<unknown>
public	JJ	public
support	NN	support
of	IN	of
Israel	NP	Israel
at	IN	at
the	DT	the
cost	NN	cost
of	IN	of
political	JJ	political
points	NNS	point
at	IN	at
home	NN	home
,	,	,
he	PP	he
is	VBZ	be
faced	VBN	face
with	IN	with
"	``	"
immense	JJ	immense
frustration	NN	frustration
"	''	"
over	IN	over
the	DT	the
Israeli	NP	Israeli
PM	NP	PM
'	POS	'
s	JJ	<unknown>
handling	NN	handling
of	IN	of
the	DT	the
war	NN	war
--	:	--
with	IN	with
tensions	NNS	tension
between	IN	between
the	DT	the
pair	NN	pair
reaching	VBG	reach
a	DT	a
boiling	VBG	boil
point	NN	point
late	JJ	late
last	JJ	last
month	NN	month
,	,	,
when	WRB	when
Biden	NP	Biden
abruptly	RB	abruptly
hung	VBD	hang
up	RP	up
the	DT	the
phone	NN	phone
during	IN	during
a	DT	a
conversation	NN	conversation
with	IN	with
Netanyahu	NP	<unknown>
,	,	,
sources	NNS	source
told	VBD	tell
Axios	NP	<unknown>
.	SENT	.
<p>
"	``	"
This	DT	this
conversation	NN	conversation
is	VBZ	be
over	RP	over
!	SENT	!
"	''	"
Biden	NP	Biden
allegedly	RB	allegedly
yelled	VBD	yell
at	IN	at
Netanyahu	NP	<unknown>
during	IN	during
the	DT	the
pair	NN	pair
'	POS	'
s	JJ	<unknown>
Dec.	NP	Dec.
23	CD	@card@
call	NN	call
,	,	,
which	WDT	which
reportedly	RB	reportedly
grew	VBD	grow
heated	VBN	heat
when	WRB	when
the	DT	the
prime	JJ	prime
minister	NN	minister
refused	VBD	refuse
to	TO	to
release	VB	release
the	DT	the
Palestinian	JJ	Palestinian
tax	NN	tax
revenues	NNS	revenue
being	VBG	be
held	VBN	hold
by	IN	by
the	DT	the
Israeli	JJ	Israeli
government	NN	government
.	SENT	.
<p>
The	DT	the
phone	NN	phone
call	NN	call
marked	VBD	mark
the	DT	the
last	JJ	last
conversation	NN	conversation
between	IN	between
the	DT	the
pair	NN	pair
,	,	,
who	WP	who
had	VBD	have
spoken	VBN	speak
nearly	RB	nearly
every	DT	every
day	NN	day
since	IN	since
war	NN	war
broke	VBD	break
out	RP	out
Oct.	NP	Oct.
7	CD	@card@
,	,	,
the	DT	the
outlet	NN	outlet
said	VBD	say
.	SENT	.
<p>
"	''	"
The	DT	the
situation	NN	situation
sucks	VBZ	suck
,	,	,
and	CC	and
we	PP	we
are	VBP	be
stuck	VBN	stick
--	:	--
the	DT	the
president	NN	president
'	POS	'
s	NN	S
patience	NN	patience
is	VBZ	be
running	VBG	run
out	RP	out
,	,	,
"	''	"
a	DT	a
US	NP	US
official	NN	official
said	VBD	say
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
who	WP	who
the	DT	the
outlet	NN	outlet
said	VBD	say
has	VBZ	have
been	VBN	be
tight	JJ	tight
with	IN	with
Biden	NP	Biden
higher-ups	NNS	higher-up
over	IN	over
the	DT	the
war	NN	war
,	,	,
said	VBD	say
,	,	,
"	``	"
At	IN	at
every	DT	every
juncture	NN	juncture
,	,	,
Netanyahu	NP	<unknown>
has	VBZ	have
given	VBN	give
Biden	NP	Biden
the	DT	the
finger	NN	finger
.	SENT	.
<p>
"	``	"
They	PP	they
are	VBP	be
pleading	VBG	plead
with	IN	with
the	DT	the
Netanyahu	NP	<unknown>
coalition	NN	coalition
but	CC	but
getting	VBG	get
slapped	VBN	slap
in	IN	in
the	DT	the
face	NN	face
over	RP	over
and	CC	and
over	RP	over
again	RB	again
.	SENT	.
"	''	"
<p>
The	DT	the
tension	NN	tension
had	VBD	have
been	VBN	be
building	VBG	build
over	IN	over
Netanyahu	NP	<unknown>
'	POS	'
s	JJ	<unknown>
refusal	NN	refusal
to	TO	to
listen	VB	listen
to	TO	to
other	JJ	other
requests	NNS	request
made	VBN	make
by	IN	by
the	DT	the
Biden	NP	Biden
administration	NN	administration
,	,	,
including	VBG	include
plans	NNS	plan
to	TO	to
discuss	VB	discuss
what	WP	what
post-war	JJ	post-war
Gaza	NP	Gaza
will	MD	will
look	VB	look
like	IN	like
,	,	,
the	DT	the
sources	NNS	source
added	VBD	add
.	SENT	.
<p>
Biden	NP	Biden
and	CC	and
his	PP$	his
team	NN	team
have	VBP	have
repeatedly	RB	repeatedly
pointed	VBN	point
to	TO	to
a	DT	a
reformed	VBN	reform
Palestinian	NP	Palestinian
Authority	NP	Authority
as	IN	as
the	DT	the
best	JJS	good
leadership	NN	leadership
for	IN	for
Gaza	NP	Gaza
once	IN	once
Hamas	NP	<unknown>
is	VBZ	be
out	RP	out
of	IN	of
power	NN	power
,	,	,
but	CC	but
Netanyahu	NP	<unknown>
has	VBZ	have
rejected	VBN	reject
such	PDT	such
a	DT	a
proposal	NN	proposal
and	CC	and
insisted	VBD	insist
that	IN	that
Israel	NP	Israel
should	MD	should
oversee	VB	oversee
the	DT	the
demilitarization	NN	demilitarization
of	IN	of
the	DT	the
enclave	NN	enclave
.	SENT	.
<p>
The	DT	the
US	NP	US
has	VBZ	have
also	RB	also
shown	VBN	show
concern	NN	concern
over	IN	over
the	DT	the
continued	JJ	continued
civilian	JJ	civilian
casualties	NNS	casualty
in	IN	in
Gaza	NP	Gaza
that	WDT	that
have	VBP	have
caused	VBN	cause
political	JJ	political
opposition	NN	opposition
to	TO	to
America	NP	America
'	POS	'
s	JJ	<unknown>
support	NN	support
for	IN	for
Israel	NP	Israel
'	POS	'
s	NN	S
military	NN	military
.	SENT	.
<p>
National	NP	National
Security	NP	Security
Council	NP	Council
spokesman	NN	spokesman
John	NP	John
Kirby	NP	Kirby
appeared	VBD	appear
on	IN	on
CBS	NP	CBS
'	POS	'
s	NN	S
"	``	"
Face	NP	Face
The	DT	the
Nation	NN	nation
"	''	"
on	IN	on
Sunday	NP	Sunday
and	CC	and
said	VBD	say
there	EX	there
have	VBP	have
been	VBN	be
talks	NNS	talk
with	IN	with
Israel	NP	Israel
to	TO	to
move	VB	move
on	IN	on
to	TO	to
the	DT	the
next	RB	next
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
