<h>
How	WRB	how
Cherien	NP	<unknown>
Dabis	NP	<unknown>
moved	VBD	move
'	''	'
All	PDT	all
That	DT	that
'	''	'
s	NNS	<unknown>
Left	VBN	leave
Of	IN	of
You	PP	you
'	''	'
from	IN	from
Palestine	NP	Palestine
to	TO	to
Cyprus	NP	Cyprus
and	CC	and
Greece	NP	Greece
to	TO	to
avoid	VB	avoid
the	DT	the
war	NN	war
<p>
Cherien	NP	<unknown>
Dabis	NP	<unknown>
and	CC	and
her	PP$	her
team	NN	team
were	VBD	be
in	IN	in
pre-production	NN	pre-production
on	IN	on
All	PDT	all
That	DT	that
'	''	'
s	NNS	<unknown>
Left	VBN	leave
Of	IN	of
You	PP	you
,	,	,
when	WRB	when
they	PP	they
were	VBD	be
caught	VBN	catch
up	RP	up
with	IN	with
the	DT	the
ongoing	JJ	ongoing
conflict	NN	conflict
in	IN	in
Palestine	NP	Palestine
and	CC	and
Israel	NP	Israel
.	SENT	.
<p>
"	``	"
We	PP	we
were	VBD	be
supposed	VBN	suppose
to	TO	to
film	NN	film
in	IN	in
Palestine	NP	Palestine
,	,	,
"	''	"
says	VBZ	say
Dabis	NP	<unknown>
.	SENT	.
"	``	"
We	PP	we
spent	VBD	spend
months	NNS	month
in	IN	in
Jaffa	NP	Jaffa
and	CC	and
Ramallah	NP	Ramallah
prepping	VBG	prep
the	DT	the
film	NN	film
,	,	,
and	CC	and
were	VBD	be
two	CD	two
weeks	NNS	week
away	RB	away
from	IN	from
the	DT	the
start	NN	start
of	IN	of
principal	JJ	principal
photography	NN	photography
when	WRB	when
we	PP	we
were	VBD	be
forced	VBN	force
to	TO	to
evacuate	VB	evacuate
last	JJ	last
October	NP	October
2023	CD	@card@
.	SENT	.
"	``	"
<p>
While	IN	while
she	PP	she
describes	VBZ	describe
the	DT	the
ordeal	NN	ordeal
as	IN	as
"	``	"
utterly	RB	utterly
devastating	JJ	devastating
"	''	"
,	,	,
Dabis	NP	<unknown>
and	CC	and
her	PP$	her
team	NN	team
,	,	,
which	WDT	which
includes	VBZ	include
Lebanese-German	NP	Lebanese-German
DoP	NP	<unknown>
Christoper	NP	Christoper
Aoun	NP	Aoun
,	,	,
known	VBN	know
for	IN	for
Capernaum	NP	<unknown>
and	CC	and
The	DT	the
Man	NN	man
Who	WP	who
Sold	VBD	sell
His	PP$	his
Skin	NN	skin
,	,	,
persevered	VBD	persevere
.	SENT	.
They	PP	they
went	VBD	go
on	RP	on
to	TO	to
shoot	VB	shoot
the	DT	the
film	NN	film
in	IN	in
Cyprus	NP	Cyprus
,	,	,
Greece	NP	Greece
and	CC	and
in	IN	in
the	DT	the
Gaza	NP	Gaza
and	CC	and
Souf	NP	<unknown>
refugee	NN	refugee
camps	NNS	camp
in	IN	in
the	DT	the
north	NN	north
of	IN	of
Jordan	NP	Jordan
.	SENT	.
<p>
"	``	"
We	PP	we
had	VBD	have
to	TO	to
