<h>
Topline	NP	Topline
<p>
A	NP	A
congressional	JJ	congressional
Democrat	NP	Democrat
is	VBZ	be
pushing	VBG	push
to	TO	to
formally	RB	formally
censure	VB	censure
Rep.	NP	Rep.
Brian	NP	Brian
Mast	NP	Mast
(	(	(
R-Fla	NP	<unknown>
.	SENT	.
)	)	)
after	IN	after
he	PP	he
made	VBD	make
comments	NNS	comment
last	JJ	last
week	NN	week
comparing	VBG	compare
"	``	"
Palestinian	JJ	Palestinian
civilians	NNS	civilian
"	''	"
to	TO	to
"	``	"
Nazi	JJ	Nazi
civilians	NNS	civilian
"	''	"
and	CC	and
saying	VBG	say
"	``	"
there	EX	there
are	VBP	be
very	RB	very
few	JJ	few
innocent	JJ	innocent
Palestinian	JJ	Palestinian
citizens	NNS	citizen
,	,	,
"	''	"
drawing	VBG	draw
criticism	NN	criticism
from	IN	from
Democrats	NNS	democrat
--	:	--
after	IN	after
Republicans	NNS	republican
sought	VBN	seek
to	TO	to
censure	VB	censure
Rep.	NP	Rep.
Rashida	NP	Rashida
Tlaib	NP	<unknown>
(	(	(
D-Mich	NP	<unknown>
.	SENT	.
)	)	)
for	IN	for
her	PP$	her
comments	NNS	comment
on	IN	on
Israel	NP	Israel
.	SENT	.
<h>
Key	NP	Key
Facts	NPS	Facts
<p>
Rep.	NP	Rep.
Sara	NP	Sara
Jacobs	NP	Jacobs
(	(	(
D-Calif	NP	D-Calif
.	SENT	.
)	)	)
filed	VBD	file
the	DT	the
resolution	NN	resolution
to	TO	to
censure	VB	censure
Mast	NP	Mast
,	,	,
writing	VBG	write
that	IN	that
his	PP$	his
"	``	"
refusal	NN	refusal
to	TO	to
distinguish	VB	distinguish
innocent	JJ	innocent
Palestinians	NNS	Palestinian
for	IN	for
Hamas	JJ	<unknown>
terrorists	NNS	terrorist
is	VBZ	be
false	JJ	false
,	,	,
misleading	VBG	mislead
,	,	,
dehumanizing	VBG	dehumanize
,	,	,
dangerous	JJ	dangerous
,	,	,
and	CC	and
unbecoming	JJ	unbecoming
of	IN	of
a	DT	a
Member	NP	Member
of	IN	of
Congress	NP	Congress
.	SENT	.
"	''	"
<p>
Mast	NP	Mast
made	VBD	make
the	DT	the
comparison	NN	comparison
last	JJ	last
Wednesday	NP	Wednesday
on	IN	on
the	DT	the
House	NP	House
floor	NN	floor
,	,	,
saying	VBG	say
he	PP	he
"	``	"
would	MD	would
encourage	VB	encourage
the	DT	the
