<h>
Newsletters	NNS	newsletter
<p>
A	DT	a
British	JJ	British
doctor	NN	doctor
who	WP	who
previously	RB	previously
worked	VBD	work
at	IN	at
the	DT	the
Shifa	NP	Shifa
Hospital	NP	Hospital
in	IN	in
Gaza	NP	Gaza
,	,	,
which	WDT	which
Israeli	JJ	Israeli
officials	NNS	official
have	VBP	have
claimed	VBN	claim
Hamas	JJ	<unknown>
uses	NNS	use
as	IN	as
a	DT	a
major	JJ	major
command	NN	command
post	NN	post
,	,	,
said	VBD	say
certain	JJ	certain
areas	NNS	area
of	IN	of
the	DT	the
hospital	NN	hospital
were	VBD	be
off-limits	JJ	off-limits
to	TO	to
him	PP	him
and	CC	and
other	JJ	other
healthcare	NN	<unknown>
providers	NNS	provider
.	SENT	.
<p>
Israeli	JJ	Israeli
officials	NNS	official
have	VBP	have
claimed	VBN	claim
that	IN	that
Hamas	NP	<unknown>
operates	VBZ	operate
a	DT	a
command	NN	command
and	CC	and
control	NN	control
base	NN	base
both	CC	both
within	IN	within
and	CC	and
underneath	IN	underneath
the	DT	the
hospital	NN	hospital
,	,	,
which	WDT	which
would	MD	would
constitute	VB	constitute
a	DT	a
war	NN	war
crime	NN	crime
,	,	,
while	IN	while
Israeli	JJ	Israeli
forces	NNS	force
raided	VBD	raid
the	DT	the
hospital	NN	hospital
last	JJ	last
week	NN	week
and	CC	and
said	VBD	say
they	PP	they
'	''	'
ve	NNS	<unknown>
found	VBD	find
evidence	NN	evidence
that	IN	that
some	DT	some
of	IN	of
the	DT	the
Israeli	JJ	Israeli
hostages	NNS	hostage
who	WP	who
were	VBD	be
taken	VBN	take
during	IN	during
the	DT	the
Oct.	NP	Oct.
7	CD	@card@
terrorist	JJ	terrorist
attacks	NNS	attack
were	VBD	be
transported	VBN	transport
through	IN	through
it	PP	it
to	TO	to
their	PP$	their
underground	JJ	underground
tunnel	NN	tunnel
network	NN	network
.	SENT	.
<p>
The	DT	the
doctor	NN	doctor
,	,	,
who	WP	who
worked	VBD	work
at	IN	at
the	DT	the
hospital	NN	hospital
three	CD	three
years	NNS	year
ago	RB	ago
,	,	,
told	VBD	tell
France	NP	France
24	CD	@card@
that	IN	that
he	PP	he
was	VBD	be
informed	VBN	inform
when	WRB	when
starting	VBG	start
employment	NN	employment
there	RB	there
that	IN	that
there	EX	there
was	VBD	be
a	DT	a
restricted	JJ	restricted
area	NN	area
of	IN	of
the	DT	the
hospital	NN	hospital
,	,	,
off-limits	JJ	off-limits
to	TO	to
him	PP	him
,	,	,
with	IN	with
a	DT	a
threat	NN	threat
of	IN	of
violence	NN	violence
should	MD	should
he	PP	he
disobey	VB	disobey
.	SENT	.
<p>
"	``	"
When	WRB	when
I	PP	I
was	VBD	be
first	RB	first
asked	VBN	ask
to	TO	to
work	VB	work
there	RB	there
at	IN	at
Shifa	NP	Shifa
,	,	,
I	PP	I
was	VBD	be
told	VBD	tell
there	EX	there
was	VBD	be
a	DT	a
part	NN	part
of	IN	of
the	DT	the
hospital	NN	hospital
I	PP	I
was	VBD	be
not	RB	not
to	TO	to
go	VB	go
near	JJ	near
,	,	,
and	CC	and
if	IN	if
I	PP	I
did	VBD	do
,	,	,
I	PP	I
'	POS	'
d	NN	d
be	VB	be
in	IN	in
danger	NN	danger
of	IN	of
being	VBG	be
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
said	VBN	say
,	,	,
according	VBG	accord
to	TO	to
the	DT	the
Times	NP	Times
of	IN	of
Israel	NP	Israel
,	,	,
adding	VBG	add
that	IN	that
while	IN	while
he	PP	he
was	VBD	be
n't	RB	n't
told	VBN	tell
why	WRB	why
he	PP	he
should	MD	should
stay	VB	stay
away	RB	away
from	IN	from
it	PP	it
,	,	,
the	DT	the
implication	NN	implication
was	VBD	be
that	IN	that
it	PP	it
was	VBD	be
being	VBG	be
used	VBN	use
for	IN	for
"	``	"
nonmedical	JJ	nonmedical
purposes	NNS	purpose
.	SENT	.
"	''	"
<p>
"	''	"
I	PP	I
stayed	VBD	stay
away	RB	away
,	,	,
but	CC	but
I	PP	I
saw	VBD	see
a	DT	a
few	JJ	few
dodgy-looking	JJ	<unknown>
nonmedical	JJ	nonmedical
characters	NNS	character
going	VBG	go
in	IN	in
and	CC	and
out	IN	out
all	PDT	all
the	DT	the
time	NN	time
.	SENT	.
It	PP	it
was	VBD	be
a	DT	a
ward	NN	ward
leading	VBG	lead
to	TO	to
a	DT	a
basement	NN	basement
.	SENT	.
As	IN	as
I	PP	I
said	VBD	say
,	,	,
I	PP	I
