<p>
WASHINGTON	NP	WASHINGTON
--	:	--
Israeli	NP	Israeli
Prime	NP	Prime
Minister	NP	Minister
Benjamin	NP	Benjamin
Netanyahu	NP	<unknown>
said	VBD	say
Friday	NP	Friday
that	IN	that
his	PP$	his
country	NN	country
would	MD	would
not	RB	not
consider	VB	consider
halting	VBG	halt
its	PP$	its
war	NN	war
on	IN	on
Hamas	NP	<unknown>
,	,	,
rejecting	VBG	reject
Secretary	NP	Secretary
of	IN	of
State	NP	State
Antony	NP	Antony
Blinken	NP	<unknown>
'	POS	'
s	JJ	<unknown>
call	NN	call
for	IN	for
"	``	"
humanitarian	JJ	humanitarian
pauses	NNS	pause
"	''	"
to	TO	to
allow	VB	allow
civilians	NNS	civilian
out	RP	out
of	IN	of
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
.	SENT	.
<p>
Israel	NP	Israel
"	``	"
refuses	VBZ	refuse
a	DT	a
temporary	JJ	temporary
cease-fire	NN	cease-fire
that	WDT	that
does	VBZ	do
n't	RB	n't
include	VB	include
a	DT	a
return	NN	return
of	IN	of
our	PP$	our
hostages	NNS	hostage
,	,	,
"	''	"
Netanyahu	NP	<unknown>
told	VBD	tell
reporters	NNS	reporter
,	,	,
referring	VBG	refer
to	TO	to
the	DT	the
more	JJR	more
than	IN	than
200	CD	@card@
people	NNS	people
taken	VBN	take
captive	NN	captive
by	IN	by
terrorists	NNS	terrorist
during	IN	during
their	PP$	their
Oct.	NP	Oct.
7	CD	@card@
attack	NN	attack
that	WDT	that
killed	VBD	kill
more	JJR	more
than	IN	than
1,400	CD	@card@
Israelis	NNS	Israeli
--	:	--
including	VBG	include
at	IN	at
least	JJS	least
33	CD	@card@
Americans	NNS	American
.	SENT	.
<p>
The	DT	the
prime	JJ	prime
minister	NN	minister
spoke	VBD	speak
after	IN	after
a	DT	a
meeting	NN	meeting
with	IN	with
Blinken	NP	<unknown>
,	,	,
during	IN	during
which	WDT	which
America	NP	America
'	POS	'
s	JJ	<unknown>
top	JJ	top
diplomat	NN	diplomat
urged	VBD	urge
Netanyahu	NP	<unknown>
to	TO	to
stop	VB	stop
the	DT	the
conflict	NN	conflict
to	TO	to
minimize	VB	minimize
Palestinian	JJ	Palestinian
civilian	JJ	civilian
deaths	NNS	death
as	IN	as
Israel	NP	Israel
pursues	VBZ	pursue
