<h>
Share	NN	share
:	:	:
<h>
Text	NN	text
:	:	:
<p>
The	DT	the
average	JJ	average
Gazan	NP	<unknown>
is	VBZ	be
living	VBG	live
on	IN	on
two	CD	two
pieces	NNS	piece
of	IN	of
Arabic	JJ	Arabic
bread	NN	bread
made	VBN	make
from	IN	from
flour	NN	flour
the	DT	the
U.N	NP	U.N
.	SENT	.
had	VBD	have
stockpiled	VBN	stockpile
in	IN	in
the	DT	the
region	NN	region
,	,	,
yet	RB	yet
the	DT	the
main	JJ	main
refrain	NN	refrain
now	RB	now
being	VBG	be
heard	VBN	hear
in	IN	in
the	DT	the
street	NN	street
is	VBZ	be
"	``	"
Water	NP	Water
,	,	,
water	NN	water
,	,	,
"	''	"
the	DT	the
Gaza	NP	Gaza
director	NN	director
for	IN	for
the	DT	the
U.N	NP	U.N
.	SENT	.
agency	NN	agency
for	IN	for
Palestinian	JJ	Palestinian
refugees	NNS	refugee
said	VBD	say
Friday	NP	Friday
.	SENT	.
<p>
Thomas	NP	Thomas
White	NP	White
,	,	,
who	WP	who
said	VBD	say
he	PP	he
travelled	VBD	travel
"	``	"
the	DT	the
length	NN	length
and	CC	and
breadth	NN	breadth
of	IN	of
Gaza	NP	Gaza
in	IN	in
the	DT	the
last	JJ	last
few	JJ	few
weeks	NNS	week
,	,	,
"	''	"
described	VBD	describe
the	DT	the
place	NN	place
as	IN	as
a	DT	a
"	``	"
scene	NN	scene
of	IN	of
death	NN	death
and	CC	and
destruction	NN	destruction
.	SENT	.
"	''	"
No	DT	no
place	NN	place
is	VBZ	be
safe	JJ	safe
now	RB	now
,	,	,
he	PP	he
said	VBD	say
,	,	,
and	CC	and
people	NNS	people
fear	VBP	fear
for	IN	for
their	PP$	their
lives	NNS	life
,	,	,
their	PP$	their
future	NN	future
and	CC	and
their	PP$	their
ability	NN	ability
to	TO	to
feed	VB	feed
their	PP$	their
families	NNS	family
.	SENT	.
<p>
The	DT	the
Palestinian	JJ	Palestinian
refugee	NN	refugee
agency	NN	agency
,	,	,
known	VBN	know
as	IN	as
UNRWA	NP	<unknown>
,	,	,
is	VBZ	be
supporting	VBG	support
about	RB	about
89	CD	@card@
bakeries	NNS	bakery
across	IN	across
Gaza	NP	Gaza
,	,	,
aiming	VBG	aim
to	TO	to
get	VB	get
bread	NN	bread
to	TO	to
1.7	CD	@card@
million	CD	million
people	NNS	people
,	,	,
White	NP	White
told	VBD	tell
diplomats	NNS	diplomat
from	IN	from
the	DT	the
U.N	NP	U.N
.	SENT	.
'	''	'
s	RB	<unknown>
193	CD	@card@
member	NN	member
nations	NNS	nation
in	IN	in
a	DT	a
video	JJ	video
briefing	NN	briefing
from	IN	from
Gaza	NP	Gaza
.	SENT	.
<p>
But	CC	but
