<p>
Irish-Israeli	NP	Irish-Israeli
girl	NN	girl
Emily	NP	Emily
Hand	NP	Hand
is	VBZ	be
believed	VBN	believe
to	TO	to
be	VB	be
a	DT	a
hostage	NN	hostage
in	IN	in
GazaCredit	NP	GazaCredit
:	:	:
CNN	NP	CNN
<p>
Emily	NP	Emily
'	POS	'
s	NN	S
dad	NN	dad
,	,	,
Dublin	NP	Dublin
man	NN	man
Tom	NP	Tom
Hand	NP	Hand
,	,	,
had	VBD	have
provided	VBN	provide
the	DT	the
army	NN	army
tasked	VBN	task
with	IN	with
identifying	VBG	identify
dead	JJ	dead
children	NNS	child
with	IN	with
Emily	NP	Emily
'	POS	'
s	JJ	<unknown>
dental	JJ	dental
records	NNS	record
,	,	,
his	PP$	his
own	JJ	own
DNA	NN	DNA
and	CC	and
photos	NNS	photo
of	IN	of
her	PP$	her
body	NN	body
,	,	,
including	VBG	include
any	DT	any
birth	NN	birth
marks	NNS	mark
or	CC	or
other	JJ	other
markings	NNS	marking
for	IN	for
identification	NN	identification
.	SENT	.
<p>
Within	IN	within
one	CD	one
week	NN	week
,	,	,
the	DT	the
Irish	NP	Irish
Embassy	NP	Embassy
in	IN	in
Israel	NP	Israel
confirmed	VBD	confirm
that	IN	that
DNA	NP	DNA
tests	NNS	test
have	VBP	have
led	VBN	lead
authorities	NNS	authority
to	TO	to
believe	VB	believe
Emily	NP	Emily
was	VBD	be
not	RB	not
among	IN	among
those	DT	those
killed	VBN	kill
.	SENT	.
<p>
The	DT	the
young	JJ	young
girl	NN	girl
is	VBZ	be
now	RB	now
believed	VBN	believe
to	TO	to
have	VB	have
been	VBN	be
abducted	VBN	abduct
on	IN	on
October	NP	October
7	CD	@card@
and	CC	and
is	VBZ	be
being	VBG	be
held	VBN	hold
hostage	NN	hostage
in	IN	in
Gaza	NP	Gaza
.	SENT	.
<p>
At	IN	at
the	DT	the
time	NN	time
his	PP$	his
daughter	NN	daughter
was	VBD	be
believed	VBN	believe
to	TO	to
have	VB	have
been	VBN	be
killed	VBN	kill
,	,	,
Mr	NP	Mr
Hand	NP	Hand
broke	VBD	break
down	RP	down
in	IN	in
a	DT	a
heartbreaking	JJ	heartbreaking
interview	NN	interview
with	IN	with
CNN	NP	CNN
where	WRB	where
he	PP	he
said	VBD	say
death	NN	death
was	VBD	be
a	DT	a
"	``	"
blessing	NN	blessing
"	''	"
compared	VBN	compare
with	IN	with
the	DT	the
alternative	NN	alternative
.	SENT	.
<p>
Mr	NP	Mr
Hand	NP	Hand
appealed	VBD	appeal
directly	RB	directly
to	TO	to
Emily	NP	Emily
'	POS	'
s	NN	S
abductors	NNS	abductor
and	CC	and
begged	VBD	beg
them	PP	them
to	TO	to
let	VB	let
his	PP$	his
daughter	NN	daughter
go	VB	go
.	SENT	.
<p>
Speaking	VBG	speak
to	TO	to
Virgin	NP	Virgin
Media	NP	Media
News	NP	News
,	,	,
he	PP	he
tearfully	RB	tearfully
said	VBD	say
:	:	:
"	``	"
I	PP	I
beg	VBP	beg
you	PP	you
,	,	,
on	IN	on
bent	JJ	bent
knees	NNS	knee
,	,	,
to	TO	to
please	VB	please
release	VB	release
the	DT	the
children	NNS	child
including	VBG	include
Emily	NP	Emily
.	SENT	.
<p>
"	``	"
Have	VBP	have
some	DT	some
humanity	NN	humanity
,	,	,
have	VBP	have
some	DT	some
pity	NN	pity
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
"	``	"
I	PP	I
just	RB	just
want	VBP	want
my	PP$	my
little	JJ	little
girl	NN	girl
back	RB	back
"	''	"
.	SENT	.
<p>
Emily	NP	Emily
will	MD	will
likely	RB	likely
celebrate	VB	celebrate
her	PP$	her
9th	JJ	9th
birthday	NN	birthday
in	IN	in
captivity	NN	captivity
next	JJ	next
week	NN	week
.	SENT	.
<p>
Authorities	NNS	authority
believe	VBP	believe
Emily	NP	Emily
and	CC	and
the	DT	the
people	NNS	people
she	PP	she
was	VBD	be
staying	VBG	stay
with	IN	with
the	DT	the
night	NN	night
of	IN	of
the	DT	the
attack	NN	attack
are	VBP	be
still	RB	still
alive	JJ	alive
as	IN	as
there	EX	there
was	VBD	be
no	DT	no
blood	NN	blood
or	CC	or
bodies	NNS	body
found	VBN	find
inside	IN	inside
the	DT	the
house	NN	house
and	CC	and
the	DT	the
phones	NNS	phone
belonging	VBG	belong
to	TO	to
Emily	NP	Emily
'	POS	'
s	NN	S
friend	NN	friend
and	CC	and
her	PP$	her
mother	NN	mother
were	VBD	be
tracked	VBN	track
to	TO	to
Gaza	NP	Gaza
.	SENT	.
<p>
Speaking	VBG	speak
of	IN	of
his	PP$	his
worst	JJS	bad
fears	NNS	fear
imagining	VBG	imagine
what	WP	what
Emily	NP	Emily
is	VBZ	be
going	VBG	go
through	RP	through
right	RB	right
now	RB	now
,	,	,
Mr	NP	Mr
Hand	NP	Hand
said	VBD	say
:	:	:
"	``	"
I	PP	I
imagine	VBP	imagine
her	PP$	her
being	VBG	be
dragged	VBN	drag
out	RP	out
of	IN	of
the	DT	the
house	NN	house
,	,	,
dragged	VBN	drag
to	TO	to
Gaza	NP	Gaza
,	,	,
pushed	VBD	push
,	,	,
slapped	VBD	slap
.	SENT	.
<p>
"	``	"
When	WRB	when
you	PP	you
get	VBP	get
to	TO	to
Gaza	NP	Gaza
,	,	,
there	EX	there
'	''	'
s	NN	S
slapping	NN	slapping
,	,	,
beating	NN	beating
,	,	,
kicking	VBG	kick
,	,	,
does	VBZ	do
n't	RB	n't
matter	VB	matter
who	WP	who
you	PP	you
are	VBP	be
,	,	,
and	CC	and
eventually	RB	eventually
being	VBG	be
dragged	VBN	drag
down	RP	down
to	TO	to
the	DT	the
tunnel	NN	tunnel
system	NN	system
.	SENT	.
<p>
"	``	"
I	PP	I
do	VBP	do
n't	RB	n't
know	VB	know
what	WP	what
food	NN	food
she	PP	she
'	POS	'
s	NN	S
getting	VBG	get
,	,	,
if	IN	if
any	DT	any
,	,	,
I	PP	I
do	VBP	do
n't	RB	n't
know	VB	know
what	WP	what
water	VB	water
she	PP	she
'	POS	'
s	NN	S
getting	VBG	get
,	,	,
if	IN	if
any	DT	any
,	,	,
I	PP	I
do	VBP	do
n't	RB	n't
know	VB	know
what	WP	what
toilet	NN	toilet
facilities	NNS	facility
there	EX	there
are	VBP	be
,	,	,
if	IN	if
any	DT	any
.	SENT	.
<p>
"	``	"
You	PP	you
imagine	VBP	imagine
the	DT	the
worst	JJS	bad
and	CC	and
hope	VBP	hope
they	PP	they
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
.	SENT	.
<p>
"	''	"
But	CC	but
above	IN	above
all	PDT	all
that	DT	that
,	,	,
every	DT	every
second	NN	second
of	IN	of
every	DT	every
day	NN	day
that	WDT	that
has	VBZ	have
gone	VBN	go
past	JJ	past
for	IN	for
a	DT	a
month	NN	month
Emily	NP	Emily
is	VBZ	be
terrorised	VBN	terrorise
just	RB	just
in	IN	in
her	PP$	her
own	JJ	own
mind	NN	mind
.	SENT	.
"	''	"
<h>
'	''	'
WE	PP	we
WILL	MD	will
DO	VB	do
ANYTHING	NN	anything
'	POS	'
<p>
Emily	NP	Emily
'	POS	'
s	NN	S
half-sister	NN	half-sister
Natali	NP	Natali
opened	VBD	open
up	RP	up
about	IN	about
the	DT	the
"	``	"
hell	NN	hell
of	IN	of
a	DT	a
rollercoaster	NN	rollercoaster
"	``	"
her	PP$	her
family	NN	family
has	VBZ	have
been	VBN	be
through	IN	through
and	CC	and
said	VBD	say
that	IN	that
the	DT	the
family	NN	family
would	MD	would
do	VB	do
anything	NN	anything
to	TO	to
get	VB	get
her	PP$	her
back	NN	back
.	SENT	.
<p>
She	PP	she
told	VBD	tell
RTE	NP	RTE
News	NP	News
at	IN	at
One	CD	one
:	:	:
"	``	"
We	PP	we
'	POS	'
ve	RB	<unknown>
been	VBN	be
informed	VBN	inform
by	IN	by
the	DT	the
military	JJ	military
and	CC	and
other	JJ	other
authorities	NNS	authority
that	IN	that
the	DT	the
first	JJ	first
line	NN	line
was	VBD	be
that	IN	that
she	PP	she
'	POS	'
s	NN	S
kidnapped	VBD	kidnap
and	CC	and
alive	JJ	alive
,	,	,
and	CC	and
they	PP	they
have	VBP	have
a	DT	a
few	JJ	few
intelligence	NN	intelligence
,	,	,
that	WDT	that
they	PP	they
get	VBP	get
all	PDT	all
the	DT	the
sources	NNS	source
combined	VBN	combine
and	CC	and
then	RB	then
they	PP	they
cross	VBP	cross
all	PDT	all
the	DT	the
information	NN	information
together	RB	together
,	,	,
we	PP	we
do	VBP	do
n't	RB	n't
know	VB	know
exactly	RB	exactly
the	DT	the
details	NNS	detail
,	,	,
but	CC	but
we	PP	we
do	VBP	do
know	VB	know
she	PP	she
'	POS	'
s	NN	S
kidnapped	VBD	kidnap
.	SENT	.
<p>
"	``	"
We	PP	we
just	RB	just
want	VBP	want
to	TO	to
get	VB	get
her	PP$	her
back	NN	back
and	CC	and
she	PP	she
'	POS	'
s	NN	S
an	DT	an
Irish	JJ	Irish
citizen	NN	citizen
,	,	,
and	CC	and
we	PP	we
'	POS	'
re	NN	re
asking	VBG	ask
all	PDT	all
the	DT	the
help	NN	help
we	PP	we
can	MD	can
from	IN	from
you	PP	you
guys	NNS	guy
(	(	(
in	IN	in
Ireland	NP	Ireland
)	)	)
.	SENT	.
<p>
"	``	"
If	IN	if
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
high	JJ	high
possibility	NN	possibility
(	(	(
of	IN	of
her	PP$	her
being	VBG	be
alive	JJ	alive
)	)	)
,	,	,
even	RB	even
a	DT	a
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
get	VB	get
her	PP	her
back	RB	back
.	SENT	.
<p>
"	``	"
We	PP	we
are	VBP	be
like	IN	like
zombies	NNS	zombie
.	SENT	.
We	PP	we
have	VBP	have
no	DT	no
tears	NNS	tear
left	VBD	leave
.	SENT	.
We	PP	we
are	VBP	be
just	RB	just
broken	VBN	break
and	CC	and
now	RB	now
we	PP	we
got	VBD	get
hope	NN	hope
back	RB	back
.	SENT	.
<p>
"	``	"
We	PP	we
are	VBP	be
strong	JJ	strong
now	RB	now
and	CC	and
we	PP	we
will	MD	will
do	VB	do
anything	NN	anything
"	''	"
.	SENT	.
<h>
'	''	'
BURNED	VBN	burn
TO	TO	to
ASHES	NNS	ash
'	POS	'
<p>
Natali	NP	Natali
said	VBD	say
the	DT	the
thoughts	NNS	thought
of	IN	of
her	PP$	her
sister	NN	sister
suffering	NN	suffering
is	VBZ	be
a	DT	a
constant	JJ	constant
nightmare	NN	nightmare
for	IN	for
her	PP$	her
family	NN	family
.	SENT	.
<p>
Her	PP$	her
own	JJ	own
mother	NN	mother
was	VBD	be
killed	VBN	kill
during	IN	during
the	DT	the
October	NP	October
7	CD	@card@
attacks	NNS	attack
,	,	,
when	WRB	when
the	DT	the
home	NN	home
she	PP	she
was	VBD	be
living	VBG	live
in	IN	in
was	VBD	be
"	``	"
burned	VBN	burn
to	TO	to
ashes	NN	ashes
"	''	"
.	SENT	.
<p>
Natali	NP	Natali
added	VBD	add
:	:	:
"	``	"
I	PP	I
have	VBP	have
too	RB	too
many	JJ	many
videos	NNS	video
of	IN	of
her	PP$	her
laughing	VBG	laugh
and	CC	and
speaking	VBG	speak
.	SENT	.
I	PP	I
want	VBP	want
to	TO	to
hear	VB	hear
that	IN	that
again	RB	again
.	SENT	.
<p>
"	``	"
We	PP	we
are	VBP	be
on	IN	on
our	PP$	our
way	NN	way
.	SENT	.
"	''	"
<p>
Natali	NP	Natali
,	,	,
who	WP	who
'	POS	'
s	NN	S
never	RB	never
visited	VBD	visit
her	PP$	her
dad	NN	dad
'	POS	'
s	NN	S
homeland	NN	homeland
,	,	,
hopes	VBZ	hope
to	TO	to
visit	VB	visit
Ireland	NP	Ireland
"	''	"
hopefully	RB	hopefully
when	WRB	when
Emily	NP	Emily
is	VBZ	be
back	JJ	back
"	''	"
.	SENT	.
<p>
Tanaiste	NP	<unknown>
Micheal	NP	Micheal
Martin	NP	Martin
said	VBD	say
although	IN	although
the	DT	the
Government	NN	government
has	VBZ	have
no	DT	no
"	``	"
certain	JJ	certain
information	NN	information
"	''	"
,	,	,
there	EX	there
is	VBZ	be
a	DT	a
"	``	"
strong	JJ	strong
likelihood	NN	likelihood
Emily	NP	Emily
had	VBD	have
been	VBN	be
abducted	VBN	abduct
"	''	"
,	,	,
RTE	NP	RTE
reported	VBD	report
.	SENT	.
<p>
Mr	NP	Mr
Martin	NP	Martin
said	VBD	say
there	EX	there
is	VBZ	be
no	DT	no
evidence	NN	evidence
that	IN	that
other	JJ	other
Irish	JJ	Irish
citizens	NNS	citizen
are	VBP	be
being	VBG	be
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
said	VBD	say
he	PP	he
hopes	VBZ	hope
the	DT	the
Irish	JJ	Irish
Government	NN	government
are	VBP	be
"	``	"
putting	VBG	put
pressure	NN	pressure
on	IN	on
people	NNS	people
behind	IN	behind
the	DT	the
scenes	NNS	scene
"	''	"
and	CC	and
doing	VBG	do
what	WP	what
they	PP	they
can	MD	can
to	TO	to
see	VB	see
that	IN	that
his	PP$	his
daughter	NN	daughter
is	VBZ	be
freed	VBN	free
.	SENT	.
<p>
He	PP	he
told	VBD	tell
Virgin	NP	Virgin
Media	NP	Media
'	POS	'
s	NN	S
The	DT	the
Group	NP	Group
Chat	NN	chat
podcast	NN	<unknown>
:	:	:
"	``	"
I	PP	I
hope	VBP	hope
the	DT	the
