<h>
Topline	NP	Topline
<p>
Six	NP	Six
Capitol	NP	Capitol
Police	NP	Police
officers	NNS	officer
and	CC	and
90	CD	@card@
protesters	NNS	protester
were	VBD	be
injured	VBN	injure
Wednesday	NP	Wednesday
outside	IN	outside
the	DT	the
Democratic	JJ	Democratic
National	NP	National
Committee	NP	Committee
headquarters	NN	headquarters
,	,	,
the	DT	the
police	NN	police
and	CC	and
an	DT	an
activist	JJ	activist
group	NN	group
said	VBD	say
,	,	,
after	IN	after
a	DT	a
demonstration	NN	demonstration
calling	VBG	call
for	IN	for
a	DT	a
cease-fire	NN	cease-fire
in	IN	in
the	DT	the
Israel-Hamas	JJ	<unknown>
war	NN	war
turned	VBD	turn
violent	JJ	violent
,	,	,
with	IN	with
protesters	NNS	protester
using	VBG	use
their	PP$	their
bodies	NNS	body
to	TO	to
block	VB	block
doors	NNS	door
to	TO	to
the	DT	the
committee	NN	committee
and	CC	and
Capitol	NN	Capitol
Police	NNS	Police
forcibly	RB	forcibly
removing	VBG	remove
them	PP	them
.	SENT	.
<p>
Protesters	NNS	protester
and	CC	and
media	NNS	medium
members	NNS	member
who	WP	who
attended	VBD	attend
the	DT	the
demonstration	NN	demonstration
have	VBP	have
disputed	VBN	dispute
claims	NNS	claim
from	IN	from
police	NN	police
and	CC	and
...	:	...
+	SYM	+
officials	NNS	official
who	WP	who
were	VBD	be
at	IN	at
the	DT	the
DNC	NN	DNC
on	IN	on
Wednesday	NP	Wednesday
when	WRB	when
the	DT	the
protest	NN	protest
began	VBD	begin
.	SENT	.
<p>
Alex	NP	Alex
Wong/Getty	NP	Wong/Getty
<h>
Key	NP	Key
Facts	NPS	Facts
<p>
Some	DT	some
200	CD	@card@
people	NNS	people
gathered	VBN	gather
outside	IN	outside
DNC	NN	DNC
headquarters	NN	headquarters
in	IN	in
Washington	NP	Washington
,	,	,
D.C.	NP	D.C.
,	,	,
on	IN	on
Wednesday	NP	Wednesday
night	NN	night
,	,	,
according	VBG	accord
to	TO	to
Capitol	NP	Capitol
Police	NP	Police
,	,	,
who	WP	who
released	VBD	release
a	DT	a
statement	NN	statement
Thursday	NP	Thursday
morning	NN	morning
saying	VBG	say
the	DT	the
group	NN	group
was	VBD	be
"	``	"
not	RB	not
peaceful	JJ	peaceful
,	,	,
"	''	"
and	CC	and
"	``	"
failed	VBN	fail
to	TO	to
obey	VB	obey
"	``	"
lawful	JJ	lawful
orders	NNS	order
to	TO	to
"	``	"
move	VB	move
back	RB	back
from	IN	from
the	DT	the
DNC	NN	DNC
,	,	,
where	WRB	where
Members	NNS	member
of	IN	of
Congress	NP	Congress
were	VBD	be
in	IN	in
the	DT	the
building	NN	building
.	SENT	.
"	''	"
<p>
Capitol	NP	Capitol
Police	NP	Police
allege	VBP	allege
the	DT	the
protesters	NNS	protester
moved	VBD	move
dumpsters	NNS	dumpster
in	IN	in
front	NN	front
of	IN	of
the	DT	the
exits	NNS	exit
,	,	,
pepper	NN	pepper
sprayed	VBD	spray
officers	NNS	officer
and	CC	and
tried	VBD	try
to	TO	to
pick	VB	pick
up	RP	up
a	DT	a
bike	NN	bike
rack	NN	rack
,	,	,
which	WDT	which
is	VBZ	be
what	WP	what
police	NNS	police
said	VBD	say
led	VBN	lead
them	PP	them
to	TO	to
respond	VB	respond
by	IN	by
"	``	"
clearing	VBG	clear
the	DT	the
protesters	NNS	protester
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
pulling	VBG	pull
them	PP	them
off	RP	off
the	DT	the
DNC	NN	DNC
building	NN	building
.	SENT	.
<p>
Capitol	NP	Capitol
Police	NP	Police
said	VBD	say
they	PP	they
arrested	VBD	arrest
Ruben	NP	Ruben
Arthur	NP	Arthur
Camacho	NP	Camacho
,	,	,
24	CD	@card@
,	,	,
for	IN	for
assault	NN	assault
on	IN	on
a	DT	a
police	NN	police
officer	NN	officer
,	,	,
after	IN	after
another	DT	another
police	NN	police
officer	NN	officer
witnessed	VBD	witness
the	DT	the
man	NN	man
"	``	"
slam	VBP	slam
another	DT	another
officer	NN	officer
into	IN	into
a	DT	a
garage	NN	garage
door	NN	door
and	CC	and
then	RB	then
punch	VB	punch
the	DT	the
female	JJ	female
officer	NN	officer
in	IN	in
the	DT	the
face	NN	face
.	SENT	.
"	``	"
<p>
The	DT	the
minor	JJ	minor
injuries	NNS	injury
those	DT	those
six	CD	six
officers	NNS	officer
received	VBD	receive
treatment	NN	treatment
for	IN	for
are	VBP	be
the	DT	the
result	NN	result
of	IN	of
being	VBG	be
pepper	NN	pepper
sprayed	VBD	spray
,	,	,
being	VBG	be
punched	VBN	punch
and	CC	and
minor	JJ	minor
cuts	NNS	cut
,	,	,
Capitol	NP	Capitol
Police	NP	Police
said	VBD	say
Thursday	NP	Thursday
.	SENT	.
<h>
Big	NP	Big
Number	NP	Number
<p>
90	CD	@card@
.	SENT	.
That	WDT	that
'	POS	'
s	NN	S
how	WRB	how
many	JJ	many
protesters	NNS	protester
were	VBD	be
injured	VBN	injure
,	,	,
IfNotNow	NP	<unknown>
,	,	,
one	CD	one
of	IN	of
the	DT	the
groups	NNS	group
participating	VBG	participate
in	IN	in
the	DT	the
protest	NN	protest
,	,	,
said	VBD	say
in	IN	in
a	DT	a
statement	NN	statement
.	SENT	.
<h>
Contra	NP	Contra
<p>
IfNotNow	NP	<unknown>
accused	VBD	accuse
police	NNS	police
of	IN	of
responding	VBG	respond
violently	RB	violently
.	SENT	.
"	''	"
Injuries	NNS	injury
to	TO	to
protesters	NNS	protester
range	NN	range
from	IN	from
being	VBG	be
pepper	NN	pepper
sprayed	VBD	spray
,	,	,
minor	JJ	minor
cuts	NNS	cut
,	,	,
dragged	VBN	drag
by	IN	by
the	DT	the
hair	NN	hair
,	,	,
and	CC	and
being	VBG	be
hit	VBN	hit
with	IN	with
police	NN	police
bikes	NNS	bike
,	,	,
"	''	"
IfNotNow	NP	<unknown>
said	VBD	say
.	SENT	.
"	``	"
Protesters	NNS	protester
were	VBD	be
choked	VBN	choke
and	CC	and
violently	RB	violently
handled	VBN	handle
by	IN	by
multiple	JJ	multiple
officers	NNS	officer
at	IN	at
once	RB	once
,	,	,
thrown	VBN	throw
against	IN	against
the	DT	the
wall	NN	wall
,	,	,
then	RB	then
grabbed	VBD	grab
and	CC	and
picked	VBD	pick
up	RB	up
and	CC	and
thrown	VBN	throw
down	RP	down
the	DT	the
front	JJ	front
stairs	NNS	stair
.	SENT	.
"	''	"
Video	NN	video
taken	VBN	take
by	IN	by
Semafor	NP	<unknown>
reporter	NN	reporter
Dave	NP	Dave
Weigel	NP	Weigel
,	,	,
who	WP	who
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
spraying	VBG	spray
protesters	NNS	protester
.	SENT	.
Capitol	NP	Capitol
Police	NP	Police
confirmed	VBD	confirm
to	TO	to
Forbes	NP	Forbes
they	PP	they
used	VBD	use
pepper	NN	pepper
spray	NN	spray
on	IN	on
the	DT	the
crowd	NN	crowd
"	''	"
AFTER	IN	after
the	DT	the
crowd	NN	crowd
sprayed	VBD	spray
the	DT	the
officers	NNS	officer
.	SENT	.
"	''	"
Weigel	NP	Weigel
also	RB	also
disputed	VBD	dispute
earlier	JJR	early
claims	NNS	claim
that	IN	that
protesters	NNS	protester
tried	VBD	try
to	TO	to
break	VB	break
into	IN	into
the	DT	the
building	NN	building
.	SENT	.
<h>
Tangent	JJ	tangent
<p>
At	IN	at
the	DT	the
time	NN	time
of	IN	of
the	DT	the
protest	NN	protest
,	,	,
Rep.	NP	Rep.
Brad	NP	Brad
Sherman	NP	Sherman
(	(	(
D-Calif	NP	D-Calif
.	SENT	.
)	)	)
said	VBD	say
seven	CD	seven
members	NNS	member
of	IN	of
Congress	NP	Congress
were	VBD	be
in	IN	in
the	DT	the
DNC	NN	DNC
building	NN	building
.	SENT	.
Some	DT	some
members	NNS	member
of	IN	of
Congress	NP	Congress
who	WP	who
were	VBD	be
in	IN	in
the	DT	the
building	NN	building
when	WRB	when
the	DT	the
protest	NN	protest
broke	VBD	break
out	RB	out
have	VB	have
since	RB	since
spoken	VBN	speak
out	RP	out
about	IN	about
what	WP	what
they	PP	they
experienced	VBD	experience
.	SENT	.
Rep.	NP	Rep.
Hillary	NP	Hillary
Scholten	NP	Scholten
(	(	(
D-Mich	NP	<unknown>
.	SENT	.
)	)	)
released	VBD	release
a	DT	a
statement	NN	statement
Thursday	NP	Thursday
saying	VBG	say
that	DT	that
Wednesday	NP	Wednesday
night	NN	night
'	POS	'
s	NN	S
protest	NN	protest
could	MD	could
not	RB	not
be	VB	be
classified	VBN	classify
as	RB	as
peaceful	JJ	peaceful
because	IN	because
"	``	"
orders	NNS	order
to	TO	to
leave	VB	leave
private	JJ	private
property	NN	property
were	VBD	be
ignored	VBN	ignore
,	,	,
Members	NNS	member
of	IN	of
Congress	NP	Congress
were	VBD	be
blocked	VBN	block
from	IN	from
exiting	VBG	exit
,	,	,
and	CC	and
six	CD	six
police	NN	police
officers	NNS	officer
were	VBD	be
injured	VBN	injure
.	SENT	.
"	''	"
Sherman	NP	Sherman
tweeted	VBD	tweet
Wednesday	NP	Wednesday
he	PP	he
was	VBD	be
"	``	"
evacuated	VBN	evacuate
"	''	"
from	IN	from
the	DT	the
DNC	NN	DNC
after	IN	after
protesters	NNS	protester
"	``	"
grew	VBD	grow
violent	JJ	violent
,	,	,
pepper	NN	pepper
spraying	VBG	spray
police	NN	police
officers	NNS	officer
and	CC	and
attempting	VBG	attempt
to	TO	to
break	VB	break
into	IN	into
the	DT	the
building	NN	building
.	SENT	.
"	''	"
<h>
Key	JJ	Key
Background	NN	background
<p>
Wednesday	NP	Wednesday
night	NN	night
'	POS	'
s	NN	S
protest	NN	protest
was	VBD	be
organized	VBN	organize
by	IN	by
a	DT	a
number	NN	number
of	IN	of
groups	NNS	group
including	VBG	include
IfNotNow	NP	<unknown>
,	,	,
Jewish	NP	Jewish
Voice	NP	Voice
for	IN	for
Peace	NP	Peace
Action	NP	Action
and	NP	and
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
latest	JJS	late
in	IN	in
a	DT	a
series	NN	series
of	IN	of
contentious	JJ	contentious
demonstrations	NNS	demonstration
that	WDT	that
