<p>
Prime	NP	Prime
Minister	NP	Minister
Benjamin	NP	Benjamin
Netanyahu	NP	<unknown>
has	VBZ	have
filed	VBN	file
a	DT	a
defamation	NN	defamation
lawsuit	NN	lawsuit
against	IN	against
Itay	NP	<unknown>
Lashem	NP	<unknown>
,	,	,
who	WP	who
was	VBD	be
described	VBN	describe
in	IN	in
the	DT	the
court	NN	court
filing	NN	filing
as	IN	as
"	``	"
a	DT	a
candidate	NN	candidate
for	IN	for
the	DT	the
leadership	NN	leadership
of	IN	of
the	DT	the
Labor	NP	Labor
Party	NP	Party
,	,	,
an	DT	an
attorney	NN	attorney
,	,	,
a	DT	a
high-tech	JJ	high-tech
entrepreneur	NN	entrepreneur
and	CC	and
a	DT	a
political	JJ	political
activist	NN	activist
from	IN	from
the	DT	the
radical	JJ	radical
Left	NP	Left
.	SENT	.
"	''	"
<p>
In	IN	in
recent	JJ	recent
weeks	NNS	week
and	CC	and
months	NNS	month
,	,	,
political	JJ	political
figures	NNS	figure
have	VBP	have
launched	VBN	launch
a	DT	a
disgraceful	JJ	disgraceful
and	CC	and
bad-faith	NN	bad-faith
campaign	NN	campaign
,	,	,
deliberately	RB	deliberately
targeting	VBG	target
a	DT	a
sitting	VBG	sit
prime	JJ	prime
minister	NN	minister
during	IN	during
wartime	NN	wartime
,	,	,
with	IN	with
the	DT	the
intent	NN	intent
of	IN	of
causing	VBG	cause
harm	NN	harm
by	IN	by
spreading	VBG	spread
highly	RB	highly
damaging	JJ	damaging
falsehoods	NNS	falsehood
,	,	,
"	''	"
the	DT	the
brief	JJ	brief
reads	NNS	read
,	,	,
filed	VBN	file
by	IN	by
attorney	NN	attorney
Uriel	NP	Uriel
Chor	NP	<unknown>
Nazri	NP	<unknown>
.	SENT	.
<h>
Anti-Hamas	JJ	<unknown>
protests	NNS	protest
show	VBP	show
serious	JJ	serious
shift	NN	shift
in	IN	in
attitude	NN	attitude
in	IN	in
gaza	NN	<unknown>
<h>
The	DT	the
fact	NN	fact
that	IN	that
protests	NNS	protest
against	IN	against
Hamas	JJ	<unknown>
continued	JJ	continued
today	NN	today
and	CC	and
even	RB	even
expanded	VBN	expand
is	VBZ	be
"	``	"
an	DT	an
indication	NN	indication
that	IN	that
there	EX	there
is	VBZ	be
a	DT	a
shift	NN	shift
in	IN	in
the	DT	the
public	NN	public
'	POS	'
s	JJ	<unknown>
attitude	NN	attitude
toward	IN	toward
Hamas	NP	<unknown>
.	SENT	.
"	''	"
<p>
By	IN	by
AMICHAI	NP	<unknown>
STEIN	NN	stein
,	,	,
REUTERS	NP	Reuters
Palestinians	NPS	Palestinians
protest	NN	protest
to	TO	to
demand	VB	demand
an	DT	an
end	NN	end
to	TO	to
war	NN	war
,	,	,
chanting	VBG	chant
anti-Hamas	JJ	<unknown>
slogans	NNS	slogan
,	,	,
in	IN	in
Beit	NP	Beit
Lahiya	NP	<unknown>
in	IN	in
the	DT	the
northern	JJ	northern
Gaza	NP	Gaza
Strip	NP	Strip
March	NP	March
26	CD	@card@
,	,	,
2025	CD	@card@
.	SENT	.
(	(	(
photo	JJ	photo
credit	NN	credit
:	:	:
REUTERS/STRINGER	NP	<unknown>
)	)	)
<p>
Hundreds	NNS	hundred
of	IN	of
Palestinians	NNS	Palestinian
protested	VBN	protest
in	IN	in
northern	JJ	northern
Gaza	NP	Gaza
on	IN	on
Tuesday	NP	Tuesday
to	TO	to
demand	VB	demand
an	DT	an
end	NN	end
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
media	NN	media
posts	NNS	post
showed	VBD	show
,	,	,
in	IN	in
a	DT	a
second	JJ	second
day	NN	day
of	IN	of
rare	JJ	rare
public	JJ	public
show	NN	show
of	IN	of
opposition	NN	opposition
to	TO	to
the	DT	the
terror	NN	terror
group	NN	group
.	SENT	.
<p>
The	DT	the
fact	NN	fact
that	IN	that
protests	NNS	protest
against	IN	against
Hamas	JJ	<unknown>
continued	JJ	continued
today	NN	today
and	CC	and
even	RB	even
expanded	VBN	expand
is	VBZ	be
"	``	"
