<p>
Donald	NP	Donald
Trump	NP	Trump
risks	VBZ	risk
an	DT	an
arrest	NN	arrest
warrant	NN	warrant
being	VBG	be
issued	VBN	issue
for	IN	for
him	PP	him
after	IN	after
he	PP	he
imposed	VBD	impose
sanctions	NNS	sanction
on	IN	on
the	DT	the
International	NP	International
Criminal	NP	Criminal
Court	NP	Court
(	(	(
ICC	NP	ICC
)	)	)
,	,	,
a	DT	a
top	JJ	top
human	JJ	human
rights	NNS	right
lawyer	NN	lawyer
has	VBZ	have
warned	VBN	warn
.	SENT	.
<p>
Baroness	NN	baroness
Kennedy	NP	Kennedy
of	IN	of
the	DT	the
Shaws	NNS	shaw
,	,	,
director	NN	director
of	IN	of
the	DT	the
International	NP	International
Bar	NP	Bar
Association	NP	Association
'	POS	'
s	JJ	<unknown>
Institute	NP	Institute
of	IN	of
Human	NP	Human
Rights	NPS	Rights
,	,	,
argued	VBD	argue
that	IN	that
Article	NP	Article
70	CD	@card@
of	IN	of
the	DT	the
Rome	NP	Rome
Statute	NP	Statute
forbids	VBZ	forbid
the	DT	the
obstruction	NN	obstruction
of	IN	of
justice	NN	justice
.	SENT	.
<p>
The	DT	the
Labour	NP	Labour
peer	NN	peer
told	VBD	tell
the	DT	the
House	NP	House
of	IN	of
Lords	NPS	Lords
that	IN	that
,	,	,
under	IN	under
this	DT	this
law	NN	law
,	,	,
no	DT	no
officer	NN	officer
of	IN	of
the	DT	the
ICC	NP	ICC
can	MD	can
be	VB	be
impeded	VBN	impede
in	IN	in
carrying	VBG	carry
out	RP	out
their	PP$	their
duties	NNS	duty
.	SENT	.
<p>
Her	PP$	her
comments	NNS	comment
came	VBD	come
after	IN	after
the	DT	the
US	NP	US
president	NN	president
issued	VBD	issue
an	DT	an
executive	JJ	executive
order	NN	order
in	IN	in
response	NN	response
to	TO	to
what	WP	what
is	VBZ	be
described	VBN	describe
as	IN	as
"	``	"
illegitimate	JJ	illegitimate
and	CC	and
baseless	JJ	baseless
actions	NNS	action
targeting	VBG	target
America	NP	America
and	CC	and
our	PP$	our
close	JJ	close
ally	NN	ally
Israel	NP	Israel
"	''	"
.	SENT	.
<p>
Lady	NP	Lady
Kennedy	NP	Kennedy
said	VBD	say
:	:	:
"	``	"
The	DT	the
world	NN	world
will	MD	will
never	RB	never
see	VB	see
