<p>
Donald	NP	Donald
Trump	NP	Trump
and	CC	and
Israel	NP	Israel
'	POS	'
s	JJ	<unknown>
prime	JJ	prime
minister	NN	minister
,	,	,
Benjamin	NP	Benjamin
Netanyahu	NP	<unknown>
,	,	,
addressed	VBD	address
reporters	NNS	reporter
at	IN	at
the	DT	the
White	NP	White
House	NP	House
,	,	,
where	WRB	where
the	DT	the
US	NP	US
president	NN	president
announced	VBD	announce
his	PP$	his
intention	NN	intention
to	TO	to
take	VB	take
over	IN	over
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
,	,	,
move	NN	move
Palestinians	NNS	Palestinian
to	TO	to
neighbouring	VBG	neighbour
countries	NNS	country
and	CC	and
redevelop	VB	redevelop
the	DT	the
territory	NN	territory
for	IN	for
occupation	NN	occupation
by	IN	by
"	``	"
the	DT	the
world	NN	world
'	POS	'
s	JJ	<unknown>
people	NNS	people
"	''	"
,	,	,
effectively	RB	effectively
endorsing	VBG	endorse
the	DT	the
ethnic	JJ	ethnic
cleansing	NN	cleansing
of	IN	of
the	DT	the
people	NNS	people
of	IN	of
Gaza	NP	Gaza
.	SENT	.
Here	RB	here
are	VBP	be
the	DT	the
main	JJ	main
takeaways	NNS	takeaway
from	IN	from
their	PP$	their
joint	JJ	joint
press	NN	press
conference	NN	conference
on	IN	on
Tuesday	NP	Tuesday
evening	NN	evening
:	:	:
<p>
In	IN	in
a	DT	a
shock	NN	shock
announcement	NN	announcement
,	,	,
Trump	NP	Trump
said	VBD	say
the	DT	the
US	NP	US
will	MD	will
"	``	"
take	VB	take
over	RB	over
"	''	"
and	CC	and
"	``	"
own	JJ	own
"	''	"
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
.	SENT	.
The	DT	the
US	NP	US
president	NN	president
said	VBD	say
he	PP	he
envisioned	VBD	envision
a	DT	a
"	``	"
long-term	JJ	long-term
"	''	"
US	NP	US
ownership	NN	ownership
of	IN	of
the	DT	the
territory	NN	territory
after	IN	after
all	DT	all
Palestinians	NPS	Palestinians
were	VBD	be
moved	VBN	move
elsewhere	RB	elsewhere
.	SENT	.
He	PP	he
did	VBD	do
not	RB	not
explain	VB	explain
how	WRB	how
and	CC	and
under	IN	under
what	WP	what
authority	NN	authority
the	DT	the
US	NP	US
can	MD	can
take	VB	take
over	IN	over
the	DT	the
land	NN	land
of	IN	of
Gaza	NP	Gaza
.	SENT	.
"	``	"
We	PP	we
will	MD	will
own	VB	own
it	PP	it
and	CC	and
be	VB	be
responsible	JJ	responsible
for	IN	for
dismantling	VBG	dismantle
all	DT	all
of	IN	of
the	DT	the
dangerous	JJ	dangerous
unexploded	JJ	unexploded
bombs	NNS	bomb
and	CC	and
other	JJ	other
weapons	NNS	weapon
on	IN	on
the	DT	the
site	NN	site
,	,	,
"	''	"
he	PP	he
said	VBD	say
.	SENT	.
He	PP	he
said	VBD	say
the	DT	the
US	NP	US
would	MD	would
"	``	"
level	NN	level
"	''	"
destroyed	VBN	destroy
buildings	NNS	building
and	CC	and
"	``	"
create	VB	create
an	DT	an
economic	JJ	economic
development	NN	development
that	WDT	that
will	MD	will
supply	VB	supply
unlimited	JJ	unlimited
numbers	NNS	number
of	IN	of
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
"	``	"
<p>
The	DT	the
US	NP	US
president	NN	president
called	VBD	call
Gaza	NP	Gaza
a	DT	a
"	``	"
symbol	NN	symbol
of	IN	of
death	NN	death
and	CC	and
destruction	NN	destruction
"	''	"
and	CC	and
that	IN	that
the	DT	the
only	JJ	only
reason	NN	reason
people	NNS	people
want	VBP	want
to	TO	to
go	VB	go
back	RB	back
there	RB	there
is	VBZ	be
because	IN	because
they	PP	they
have	VBP	have
nowhere	RB	nowhere
else	RB	else
to	TO	to
go	VB	go
.	SENT	.
The	DT	the
1.8	CD	@card@
million	CD	million
Palestinians	NPS	Palestinians
living	VBG	live
in	IN	in
Gaza	NP	Gaza
should	MD	should
move	VB	move
to	TO	to
neighbouring	VBG	neighbour
countries	NNS	country
with	IN	with
"	``	"
humanitarian	JJ	humanitarian
hearts	NNS	heart
"	''	"
and	CC	and
"	``	"
great	JJ	great
wealth	NN	wealth
"	''	"
,	,	,
Trump	NP	Trump
said	VBD	say
.	SENT	.
Earlier	RBR	earlier
he	PP	he
had	VBD	have
called	VBN	call
for	IN	for
Jordan	NP	Jordan
,	,	,
Egypt	NP	Egypt
and	CC	and
other	JJ	other
Arab	JJ	Arab
states	NNS	state
to	TO	to
take	VB	take
in	IN	in
Palestinians	NPS	Palestinians
.	SENT	.
He	PP	he
said	VBD	say
they	PP	they
could	MD	could
be	VB	be
split	VBN	split
up	RP	up
across	IN	across
a	DT	a
number	NN	number
of	IN	of
separate	JJ	separate
sites	NNS	site
.	SENT	.
Forced	VBN	force
displacement	NN	displacement
of	IN	of
the	DT	the
population	NN	population
would	MD	would
probably	RB	probably
be	VB	be
a	DT	a
violation	NN	violation
of	IN	of
international	JJ	international
law	NN	law
and	CC	and
would	MD	would
be	VB	be
fiercely	RB	fiercely
opposed	VBN	oppose
not	RB	not
only	RB	only
in	IN	in
the	DT	the
region	NN	region
but	CC	but
also	RB	also
by	IN	by
Washington	NP	Washington
'	POS	'
s	JJ	<unknown>
western	JJ	western
allies	NNS	ally
.	SENT	.
Some	DT	some
human	JJ	human
rights	NNS	right
advocates	NNS	advocate
liken	VBP	liken
the	DT	the
idea	NN	idea
to	TO	to
ethnic	JJ	ethnic
cleansing	NN	cleansing
.	SENT	.
<p>
He	PP	he
went	VBD	go
on	RP	on
to	TO	to
say	VB	say
that	IN	that
Gaza	NP	Gaza
could	MD	could
become	VB	become
"	``	"
the	DT	the
Riviera	NP	Riviera
of	IN	of
the	DT	the
Middle	NP	Middle
