<p>
Donald	NP	Donald
Trump	NP	Trump
and	CC	and
Jordan	NP	Jordan
'	POS	'
s	NN	S
King	NP	King
Abdullah	NP	Abdullah
II	NP	II
are	VBP	be
set	VBN	set
to	TO	to
have	VB	have
a	DT	a
tense	JJ	tense
meeting	NN	meeting
at	IN	at
the	DT	the
White	NP	White
House	NP	House
on	IN	on
Tuesday	NP	Tuesday
,	,	,
as	IN	as
the	DT	the
US	NP	US
president	NN	president
continues	VBZ	continue
to	TO	to
insist	VB	insist
that	IN	that
the	DT	the
Hashemite	NP	Hashemite
kingdom	NN	kingdom
must	MD	must
accept	VB	accept
forcibly	RB	forcibly
ejected	VBN	eject
Palestinians	NNS	Palestinian
as	IN	as
part	NN	part
of	IN	of
Trump	NP	Trump
'	POS	'
s	NN	S
plans	VBZ	plan
to	TO	to
"	``	"
own	VB	own
"	''	"
Gaza	NP	Gaza
.	SENT	.
<p>
Last	JJ	last
week	NN	week
,	,	,
Trump	NP	Trump
doubled	VBD	double
down	RP	down
on	IN	on
plans	NNS	plan
to	TO	to
forcibly	RB	forcibly
expel	VB	expel
Palestinians	NNS	Palestinian
from	IN	from
the	DT	the
enclave	NN	enclave
and	CC	and
turn	VB	turn
it	PP	it
into	IN	into
the	DT	the
"	``	"
Riviera	NP	Riviera
of	IN	of
the	DT	the
Middle	NP	Middle
East	NP	East
"	''	"
,	,	,
with	IN	with
the	DT	the
US	NP	US
taking	VBG	take
over	IN	over
the	DT	the
territory	NN	territory
and	CC	and
owning	VBG	own
it	PP	it
.	SENT	.
<p>
He	PP	he
has	VBZ	have
repeatedly	RB	repeatedly
stated	VBN	state
that	IN	that
Jordan	NP	Jordan
and	CC	and
Egypt	NP	Egypt
will	MD	will
take	VB	take
in	IN	in
Palestinians	NPS	Palestinians
from	IN	from
Gaza	NP	Gaza
-	NN	<unknown>
an	DT	an
idea	NN	idea
that	IN	that
Amman	NP	Amman
and	CC	and
Cairo	NP	Cairo
have	VBP	have
flatly	RB	flatly
rejected	VBN	reject
.	SENT	.
<p>
On	IN	on
Friday	NP	Friday
,	,	,
thousands	NNS	thousand
of	IN	of
Jordanians	NNS	Jordanian
took	VBD	take
to	TO	to
the	DT	the
streets	NNS	street
in	IN	in
Amman	NP	Amman
to	TO	to
protest	VB	protest
against	IN	against
Trump	NP	Trump
'	POS	'
s	NN	S
plans	NNS	plan
.	SENT	.
<p>
On	IN	on
Monday	NP	Monday
,	,	,
the	DT	the
president	NN	president
suggested	VBD	suggest
that	IN	that
he	PP	he
could	MD	could
deny	VB	deny
aid	NN	aid
to	TO	to
Jordan	NP	Jordan
and	CC	and
Egypt	NP	Egypt
if	IN	if
they	PP	they
did	VBD	do
n't	RB	n't
accept	VB	accept
his	PP$	his
proposal	NN	proposal
.	SENT	.
<h>
New	JJ	new
MEE	NN	mee
newsletter	NN	newsletter
:	:	:
Jerusalem	NP	Jerusalem
Dispatch	NP	Dispatch
<h>
Sign	NN	sign
up	RB	up
to	TO	to
get	VB	get
the	DT	the
latest	JJS	late
insights	NNS	insight
and	CC	and
analysis	NN	analysis
on	IN	on
Israel-Palestine	NP	Israel-Palestine
,	,	,
alongside	IN	alongside
Turkey	NP	Turkey
Unpacked	VBN	unpack
and	CC	and
other	JJ	other
MEE	NN	mee
newsletters	NNS	newsletter
<p>
"	''	"
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
aid	NN	aid
,	,	,
"	''	"
he	PP	he
said	VBD	say
,	,	,
ahead	RB	ahead
of	IN	of
the	DT	the
meeting	NN	meeting
with	IN	with
King	NP	King
Abdullah	NP	Abdullah
.	SENT	.
<p>
Jordan	NP	Jordan
receives	VBZ	receive
$1.45bn	NNS	<unknown>
a	DT	a
year	NN	year
in	IN	in
US	NP	US
aid	NN	aid
,	,	,
which	WDT	which
plays	VBZ	play
a	DT	a
key	JJ	key
role	NN	role
in	IN	in
funding	VBG	fund
development	NN	development
programmes	NNS	programme
in	IN	in
the	DT	the
country	NN	country
.	SENT	.
But	CC	but
Jordanian	JJ	Jordanian
officials	NNS	official
have	VBP	have
told	VBN	tell
Middle	NP	Middle
East	NP	East
Eye	NP	Eye
the	DT	the
country	NN	country
is	VBZ	be
prepared	VBN	prepare
to	TO	to
go	VB	go
without	IN	without
it	PP	it
.	SENT	.
<p>
"	''	"
American	JJ	American
aid	NN	aid
is	VBZ	be
important	JJ	important
and	CC	and
necessary	JJ	necessary
for	IN	for
the	DT	the
budget	NN	budget
,	,	,
constituting	VBG	constitute
10	CD	@card@
percent	NN	percent
of	IN	of
the	DT	the
state	NN	state
'	POS	'
s	NN	S
budget	NN	budget
,	,	,
but	CC	but
if	IN	if
it	PP	it
is	VBZ	be
linked	VBN	link
to	TO	to
the	DT	the
issue	NN	issue
of	IN	of
relocation	NN	relocation
,	,	,
we	PP	we
will	MD	will
not	RB	not
hesitate	VB	hesitate
to	TO	to
forgo	VB	forgo
it	PP	it
,	,	,
"	''	"
an	DT	an
official	NN	official
,	,	,
speaking	VBG	speak
on	IN	on
condition	NN	condition
of	IN	of
anonymity	NN	anonymity
,	,	,
said	VBD	say
.	SENT	.
<p>
Jordan	NP	Jordan
ready	JJ	ready
for	IN	for
war	NN	war
with	IN	with
Israel	NP	Israel
if	IN	if
Palestinians	NPS	Palestinians
are	VBP	be
expelled	VBN	expel
into	IN	into
its	PP$	its
territory	NN	territory
<p>
Last	JJ	last
week	NN	week
,	,	,
well-placed	VBN	well-place
sources	NNS	source
in	IN	in
Amman	NP	Amman
and	CC	and
Jerusalem	NP	Jerusalem
told	VBD	tell
MEE	NN	mee
that	IN	that
Jordan	NP	Jordan
was	VBD	be
ready	JJ	ready
to	TO	to
declare	VB	declare
war	NN	war
on	IN	on
