<p>
Jerusalem	NP	Jerusalem
,	,	,
December	NP	December
4	CD	@card@
(	(	(
IANS	NPS	Ian
)	)	)
Israeli	NP	Israeli
Prime	NP	Prime
Minister	NP	Minister
Benjamin	NP	Benjamin
Netanyahu	NP	<unknown>
has	VBZ	have
thanked	VBN	thank
US	NP	US
President-elect	NN	president-elect
Donald	NP	Donald
Trump	NP	Trump
after	IN	after
the	DT	the
latter	NN	latter
called	VBN	call
for	IN	for
the	DT	the
hostages	NNS	hostage
held	VBN	hold
in	IN	in
Gaza	NP	Gaza
to	TO	to
be	VB	be
released	VBN	release
by	IN	by
Hamas	NP	<unknown>
the	DT	the
day	NN	day
he	PP	he
takes	VBZ	take
charge	NN	charge
as	IN	as
the	DT	the
President	NP	President
.	SENT	.
<p>
In	IN	in
a	DT	a
post	NN	post
on	IN	on
X	NP	X
,	,	,
Netanyahu	NP	<unknown>
on	IN	on
Tuesday	NP	Tuesday
expressed	VBD	express
his	PP$	his
gratitude	NN	gratitude
,	,	,
stating	VBG	state
,	,	,
"	``	"
I	PP	I
want	VBP	want
to	TO	to
thank	VB	thank
President	NP	President
Trump	NP	Trump
for	IN	for
his	PP$	his
strong	JJ	strong
statement	NN	statement
yesterday	NN	yesterday
about	IN	about
the	DT	the
need	NN	need
for	IN	for
Hamas	NP	<unknown>
to	TO	to
release	VB	release
the	DT	the
hostages	NNS	hostage
,	,	,
the	DT	the
responsibility	NN	responsibility
of	IN	of
Hamas	NP	<unknown>
,	,	,
and	CC	and
this	DT	this
adds	VBZ	add
another	DT	another
force	NN	force
to	TO	to
our	PP$	our
continued	JJ	continued
effort	NN	effort
to	TO	to
release	VB	release
all	PDT	all
the	DT	the
hostages	NNS	hostage
.	SENT	.
Thank	VB	thank
you	PP	you
,	,	,
President	NP	President
Trump	NP	Trump
.	SENT	.
"	''	"
<p>
Trump	NP	Trump
'	POS	'
s	NN	S
statement	NN	statement
followed	VBD	follow
the	DT	the
release	NN	release
of	IN	of
a	DT	a
video	NN	video
by	IN	by
Hamas	NNS	<unknown>
showing	VBG	show
American-Israeli	JJ	American-Israeli
hostage	NN	hostage
Edan	NP	Edan
Alexander	NP	Alexander
pleading	VBG	plead
for	IN	for
his	PP$	his
release	NN	release
.	SENT	.
<p>
In	IN	in
response	NN	response
,	,	,
Trump	NP	Trump
posted	VBD	post
a	DT	a
warning	NN	warning
on	IN	on
Truth	NN	truth
Social	NP	Social
,	,	,
saying	VBG	say
,	,	,
"	``	"
Everybody	NN	everybody
is	VBZ	be
talking	VBG	talk
about	IN	about
