<p>
Highlighting	VBG	highlight
the	DT	the
plight	NN	plight
of	IN	of
Children	NNS	child
living	VBG	live
under	IN	under
foreign	JJ	foreign
occupation	NN	occupation
,	,	,
Pakistan	NP	Pakistan
on	IN	on
Wednesday	NP	Wednesday
criticized	VBD	criticize
the	DT	the
United	NP	United
Nations	NPS	Nations
for	IN	for
ignoring	VBG	ignore
the	DT	the
suffering	NN	suffering
of	IN	of
Kashmiri	JJ	Kashmiri
children	NNS	child
in	IN	in
its	PP$	its
report	NN	report
on	IN	on
'	''	'
Children	NP	Children
and	CC	and
Armed	NP	Armed
Conflict	NN	conflict
'	POS	'
,	,	,
calling	VBG	call
the	DT	the
omission	NN	omission
"	``	"
unjust	JJ	unjust
.	SENT	.
"	''	"
<p>
Speaking	VBG	speak
in	IN	in
the	DT	the
UN	NP	UN
Security	NP	Security
Council	NP	Council
,	,	,
which	WDT	which
met	VBD	meet
under	IN	under
South	NP	South
Korea	NP	Korea
'	POS	'
s	NN	S
presidency	NN	presidency
,	,	,
Ambassador	NP	Ambassador
Munir	NP	Munir
Akram	NP	Akram
said	VBD	say
the	DT	the
situation	NN	situation
of	IN	of
children	NNS	child
in	IN	in
Indian-occupied	JJ	Indian-occupied
Jammu	NP	Jammu
and	CC	and
Kashmir	NP	Kashmir
had	VBD	have
been	VBN	be
unjustly	RB	unjustly
omitted	VBN	omit
this	DT	this
time	NN	time
,	,	,
despite	IN	despite
their	PP$	their
ongoing	JJ	ongoing
suffering	NN	suffering
under	IN	under
foreign	JJ	foreign
occupation	NN	occupation
.	SENT	.
<p>
"	''	"
Generations	NNS	generation
of	IN	of
Kashmiri	JJ	Kashmiri
children	NNS	child
have	VBP	have
grown	VBN	grow
up	RP	up
amidst	IN	amidst
fear	NN	fear
of	IN	of
violence	NN	violence
and	CC	and
repression	NN	repression
under	IN	under
foreign	JJ	foreign
occupation	NN	occupation
,	,	,
"	''	"
the	DT	the
Pakistani	JJ	Pakistani
envoy	NN	envoy
told	VBD	tell
the	DT	the
15-member	JJ	<unknown>
Council	NP	Council
.	SENT	.
<p>
"	``	"
The	DT	the
report	NN	report
'	POS	'
s	JJ	<unknown>
most	RBS	most
glaring	JJ	glaring
and	CC	and
persistent	JJ	persistent
failure	NN	failure
and	CC	and
double	JJ	double
standard	NN	standard
has	VBZ	have
been	VBN	be
its	PP$	its
selective	JJ	selective
omission	NN	omission
of	IN	of
certain	JJ	certain
situations	NNS	situation
,	,	,
most	RBS	most
importantly	RB	importantly
,	,	,
the	DT	the
children	NNS	child
of	IN	of
Palestine	NP	Palestine
.	SENT	.
It	PP	it
has	VBZ	have
taken	VBN	take
the	DT	the
killing	NN	killing
of	IN	of
14,000	CD	@card@
children	NNS	child
in	IN	in
the	DT	the
(	(	(
ongoing	JJ	ongoing
)	)	)
Gaza	NP	Gaza
war	NN	war
for	IN	for
Israel	NP	Israel
to	TO	to
be	VB	be
included	VBN	include
in	IN	in
the	DT	the
report	NN	report
(	(	(
this	DT	this
year	NN	year
)	)	)
.	SENT	.
"	''	"
<p>
Meanwhile	RB	meanwhile
,	,	,
Ambassador	NP	Ambassador
Akram	NP	Akram
added	VBD	add
,	,	,
"	``	"
the	DT	the
plight	NN	plight
of	IN	of
children	NNS	child
in	IN	in
Indian-occupied	JJ	Indian-occupied
Jammu	NP	Jammu
and	CC	and
Kashmir	NP	Kashmir
,	,	,
previously	RB	previously
included	VBN	include
in	IN	in
the	DT	the
reports	NNS	report
,	,	,
has	VBZ	have
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
occupation	NN	occupation
.	SENT	.
<p>
Detailing	VBG	detail
the	DT	the
plight	NN	plight
of	IN	of
children	NNS	child
in	IN	in
the	DT	the
occupied	JJ	occupied
territories	NNS	territory
,	,	,
where	WRB	where
human	JJ	human
rights	NNS	right
violations	NNS	violation
are	VBP	be
"	``	"
tragically	RB	tragically
routine	JJ	routine
"	''	"
,	,	,
the	DT	the
Pakistan	NP	Pakistan
envoy	NN	envoy
said	VBD	say
,	,	,
adding	VBG	add
"	``	"
We	PP	we
vividly	RB	vividly
recall	VBP	recall
the	DT	the
heart-wrenching	VBG	heart-wrench
image	NN	image
of	IN	of
a	DT	a
three-year	JJ	three-year
old	JJ	old
Kashmiri	JJ	Kashmiri
boy	NN	boy
sitting	VBG	sit
in	IN	in
shock	NN	shock
on	IN	on
his	PP$	his
grandfather	NN	grandfather
'	POS	'
s	JJ	<unknown>
lifeless	JJ	lifeless
body	NN	body
just	RB	just
murdered	VBN	murder
by	IN	by
Indian	JJ	Indian
soldier	NN	soldier
;	:	;
we	PP	we
remember	VBP	remember
18-month-old	JJ	18-month-old
Hiba	NP	Hiba
,	,	,
her	PP$	her
eyes	NNS	eye
ruptured	VBN	rupture
by	IN	by
pellet	NN	pellet
guns	NNS	gun
fired	VBN	fire
by	IN	by
security	NN	security
forces	NNS	force
inside	IN	inside
her	PP$	her
home	NN	home
in	IN	in
Kapran	NP	<unknown>
village	NN	village
of	IN	of
Kashmir	NP	Kashmir
.	SENT	.
"	``	"
<p>
He	PP	he
said	VBD	say
that	DT	that
none	NN	none
of	IN	of
the	DT	the
UN	NP	UN
High	NP	High
Commissioner	NP	Commissioner
for	IN	for
Human	NP	Human
Rights	NPS	Rights
and	CC	and
several	JJ	several
Special	JJ	special
Rapporteurs	NNS	rapporteur
of	IN	of
the	DT	the
Human	NP	Human
Rights	NPS	Rights
Council	NP	Council
have	VBP	have
,	,	,
who	WP	who
asked	VBD	ask
for	IN	for
access	NN	access
to	TO	to
Indian-occupied	JJ	Indian-occupied
Jammu	NP	Jammu
and	CC	and
Kashmir	NP	Kashmir
to	TO	to
investigate	VB	investigate
the	DT	the
reports	NNS	report
of	IN	of
massive	JJ	massive
violations	NNS	violation
of	IN	of
human	JJ	human
rights	NNS	right
,	,	,
was	VBD	be
allowed	VBN	allow
to	TO	to
go	VB	go
there	RB	there
.	SENT	.
<p>
"	``	"
I	PP	I
will	MD	will
like	VB	like
to	TO	to
ask	VB	ask
the	DT	the
SRSG	NP	<unknown>
(	(	(
Special	JJ	special
Representative	NP	Representative
of	IN	of
the	DT	the
Secretary-General	NN	Secretary-General
)	)	)
whether	IN	whether
she	PP	she
was	VBD	be
able	JJ	able
to	TO	to
visit	VB	visit
Indian	JJ	Indian
Occupied	JJ	occupied
Kashmir	NP	Kashmir
during	IN	during
her	PP$	her
visit	NN	visit
to	TO	to
India	NP	India
,	,	,
"	''	"
Ambassador	NP	Ambassador
Akram	NP	Akram
asked	VBD	ask
.	SENT	.
<p>
"	``	"
The	DT	the
Special	JJ	special
Rapporteur	NN	rapporteur
should	MD	should
investigate	VB	investigate
and	CC	and
report	VB	report
on	IN	on
the	DT	the
whereabouts	NN	whereabouts
and	CC	and
condition	NN	condition
of	IN	of
the	DT	the
13,000	CD	@card@
Kashmiri	JJ	Kashmiri
youth	NN	youth
who	WP	who
were	VBD	be
widely	RB	widely
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
by	IN	by
the	DT	the
occupation	NN	occupation
forces	NNS	force
after	IN	after
5	CD	@card@
August	NP	August
2019	CD	@card@
(	(	(
when	WRB	when
India	NP	India
illegally	RB	illegally
annexed	VBD	annex
occupied	JJ	occupied
Kashmir	NP	Kashmir
)	)	)
.	SENT	.
It	PP	it
was	VBD	be
also	RB	also
reported	VBN	report
that	IN	that
many	JJ	many
of	IN	of
them	PP	them
were	VBD	be
tortured	VBN	torture
to	TO	to
extract	VB	extract
'	''	'
confessions	NNS	confession
'	POS	'
and	CC	and
deter	VB	deter
them	PP	them
and	CC	and
their	PP$	their
families	NNS	family
from	IN	from
joining	VBG	join
the	DT	the
Kashmiri	JJ	Kashmiri
liberation	NN	liberation
struggle	NN	struggle
"	''	"
.	SENT	.
<p>
In	IN	in
2022	CD	@card@
,	,	,
he	PP	he
said	VBD	say
,	,	,
Pakistan	NP	Pakistan
provided	VBD	provide
the	DT	the
United	NP	United
Nations	NPS	Nations
a	DT	a
Dossier	NN	dossier
of	IN	of
3432	CD	@card@
cases	NNS	case
of	IN	of
war	NN	war
crimes	NNS	crime
,	,	,
including	VBG	include
crimes	NNS	crime
against	IN	against
women	NNS	woman
and	CC	and
children	NNS	child
,	,	,
committed	VBN	commit
by	IN	by
senior	JJ	senior
officers	NNS	officer
of	IN	of
the	DT	the
Indian	JJ	Indian
occupying	JJ	occupying
forces	NNS	force
,	,	,
with	IN	with
audio	JJ	audio
and	CC	and
video	JJ	video
evidence	NN	evidence
.	SENT	.
"	''	"
Among	IN	among
these	DT	these
are	VBP	be
numerous	JJ	numerous
cases	NNS	case
of	IN	of
crimes	NNS	crime
against	IN	against
Kashmiri	JJ	Kashmiri
children	NNS	child
,	,	,
"	''	"
he	PP	he
added	VBD	add
.	SENT	.
<p>
The	DT	the
report	NN	report
last	JJ	last
year	NN	year
rightly	RB	rightly
urged	VBD	urge
India	NP	India
to	TO	to
implement	VB	implement
measures	NNS	measure
,	,	,
including	VBG	include
the	DT	the
prohibition	NN	prohibition
of	IN	of
the	DT	the
use	NN	use
of	IN	of
lethal	JJ	lethal
and	CC	and
non-lethal	JJ	non-lethal
force	NN	force
on	IN	on
children	NNS	child
,	,	,
ending	VBG	end
the	DT	the
"	``	"
use	NN	use
of	IN	of
pellet	NN	pellet
guns	NNS	gun
"	''	"
and	CC	and
preventing	VBG	prevent
all	DT	all
forms	NNS	form
of	IN	of
ill-treatment	NN	ill-treatment
of	IN	of
children	NNS	child
in	IN	in
detention	NN	detention
,	,	,
and	CC	and
protection	NN	protection
of	IN	of
children	NNS	child
from	IN	from
sexual	JJ	sexual
offences	NNS	offence
,	,	,
he	PP	he
said	VBD	say
.	SENT	.
<p>
Pakistan	NP	Pakistan
,	,	,
Ambassador	NP	Ambassador
Akram	NP	Akram
added	VBD	add
,	,	,
supported	VBD	support
the	DT	the
mandate	NN	mandate
of	IN	of
the	DT	the
SRSG	NP	<unknown>
to	TO	to
deal	VB	deal
with	IN	with
situations	NNS	situation
of	IN	of
children	NNS	child
in	IN	in
armed	JJ	armed
conflict	NN	conflict
.	SENT	.
<p>
However	RB	however
,	,	,
the	DT	the
Pakistani	NN	Pakistani
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
'	POS	'
s	NN	S
report	NN	report
,	,	,
which	WDT	which
,	,	,
he	PP	he
said	VBD	say
,	,	,
are	VBP	be
"	``	"
outside	JJ	outside
of	IN	of
the	DT	the
mandate	NN	mandate
of	IN	of
the	DT	the
Special	JJ	special
Rapporteur	NN	rapporteur
"	''	"
.	SENT	.
<p>
In	IN	in
this	DT	this
regard	NN	regard
,	,	,
he	PP	he
detailed	VBD	detail
Pakistan	NP	Pakistan
'	POS	'
s	JJ	<unknown>
extensive	JJ	extensive
legal	JJ	legal
,	,	,
policy	NN	policy
and	CC	and
operational	JJ	operational
measures	NNS	measure
to	TO	to
protect	VB	protect
children	NNS	child
.	SENT	.
<p>
Opening	VBG	open
the	DT	the
discussion	NN	discussion
,	,	,
Victoria	NP	Victoria
Gamba	NP	Gamba
,	,	,
Special	JJ	special
Representative	NP	Representative
of	IN	of
the	DT	the
Secretary-General	NP	Secretary-General
for	IN	for
Children	NP	Children
and	CC	and
Armed	NP	Armed
Conflict	NN	conflict
,	,	,
presenting	VBG	present
the	DT	the
Secretary-General	NP	Secretary-General
'	POS	'
s	JJ	<unknown>
annual	JJ	annual
report	NN	report
on	IN	on
children	NNS	child
and	CC	and
armed	JJ	armed
conflict	NN	conflict
,	,	,
said	VBD	say
that	IN	that
the	DT	the
information	NN	information
presented	VBD	present
today	NN	today
"	``	"
has	VBZ	have
been	VBN	be
obtained	VBN	obtain
in	IN	in
contexts	NNS	context
of	IN	of
great	JJ	great
hardship	NN	hardship
and	CC	and
under	IN	under
incredibly	RB	incredibly
difficult	JJ	difficult
circumstances	NNS	circumstance
,	,	,
during	IN	during
a	DT	a
deadly	JJ	deadly
year	NN	year
for	IN	for
United	NP	United
Nations	NPS	Nations
personnel	NNS	personnel
and	CC	and
aid	NN	aid
workers	NNS	worker
"	''	"
.	SENT	.
<p>
In	IN	in
the	DT	the
25	CD	@card@
countries	NNS	country
and	CC	and
one	CD	one
regional	JJ	regional
situation	NN	situation
covered	VBN	cover
by	IN	by
her	PP$	her
mandate	NN	mandate
,	,	,
the	DT	the
UN	NP	UN
verified	VBD	verify
32,990	CD	@card@
grave	JJ	grave
violations	NNS	violation
against	IN	against
22,557	CD	@card@
children	NNS	child
in	IN	in
2023	CD	@card@
--	:	--
the	DT	the
highest	JJS	high
figures	NNS	figure
in	IN	in
almost	RB	almost
10	CD	@card@
years	NNS	year
.	SENT	.
<p>
Across	IN	across
the	DT	the
globe	NN	globe
,	,	,
"	''	"
children	NNS	child
bore	VBD	bear
the	DT	the
brunt	NN	brunt
of	IN	of
multiplying	VBG	multiply
and	CC	and
escalating	VBG	escalate
crises	NNS	crisis
"	''	"
,	,	,
she	PP	she
said	VBD	say
,	,	,
adding	VBG	add
that	IN	that
they	PP	they
experienced	VBD	experience
horrific	JJ	horrific
violence	NN	violence
in	IN	in
combat	NN	combat
zones	NNS	zone
,	,	,
displacement	NN	displacement
camps	NNS	camp
,	,	,
urban	JJ	urban
areas	NNS	area
and	CC	and
their	PP$	their
homes	NNS	home
and	CC	and
schools	NNS	school
.	SENT	.
<p>
A	DT	a
staggering	JJ	staggering
5,301	CD	@card@
children	NNS	child
were	VBD	be
killed	VBN	kill
and	CC	and
another	DT	another
6,348	CD	@card@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
per	FW	per
cent	NN	cent
rise	NN	rise
over	IN	over
previous	JJ	previous
years	NNS	year
,	,	,
she	PP	she
reported	VBD	report
.	SENT	.
<p>
The	DT	the
use	NN	use
of	IN	of
explosive	JJ	explosive
weapons	NNS	weapon
in	IN	in
densely	RB	densely
populated	VBN	populate
areas	NNS	area
,	,	,
as	RB	as
well	RB	well
as	IN	as
deliberate	JJ	deliberate
and	CC	and
indiscriminate	JJ	indiscriminate
attacks	NNS	attack
against	IN	against
civilians	NNS	civilian
and	CC	and
civilian	JJ	civilian
objects	NNS	object
,	,	,
had	VBD	have
a	DT	a
bleak	JJ	bleak
impact	NN	impact
on	IN	on
children	NNS	child
.	SENT	.
<p>
Palestine	NP	Palestine
'	POS	'
s	NN	S
UN	NP	UN
Ambassador	NP	Ambassador
Riyadh	NP	Riyadh
Mansour	NP	Mansour
expressed	VBD	express
profound	JJ	profound
regret	NN	regret
that	IN	that
it	PP	it
took	VBD	take
a	DT	a
"	``	"
genocidal	JJ	genocidal
war	NN	war
"	''	"
against	IN	against
his	PP$	his
people	NNS	people
to	TO	to
finally	RB	finally
add	VB	add
Israel	NP	Israel
to	TO	to
the	DT	the
"	``	"
list	NN	list
of	IN	of
shame	NN	shame
"	``	"
this	DT	this
