<p>
New	NP	New
Delhi	NP	Delhi
,	,	,
Jun	NP	Jun
10	CD	@card@
(	(	(
PTI	NP	PTI
)	)	)
The	DT	the
BRICS	NP	<unknown>
nations	NNS	nation
on	IN	on
Monday	NP	Monday
expressed	VBD	express
grave	JJ	grave
concern	NN	concern
over	IN	over
the	DT	the
"	``	"
unprecedented	JJ	unprecedented
"	''	"
escalation	NN	escalation
of	IN	of
violence	NN	violence
in	IN	in
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
as	IN	as
a	DT	a
result	NN	result
of	IN	of
Israeli	JJ	Israeli
military	JJ	military
operations	NNS	operation
and	CC	and
reaffirmed	VBD	reaffirm
their	PP$	their
support	NN	support
for	IN	for
Palestine	NP	Palestine
'	POS	'
s	JJ	<unknown>
full	JJ	full
membership	NN	membership
in	IN	in
the	DT	the
United	NP	United
Nations	NPS	Nations
.	SENT	.
At	IN	at
a	DT	a
meeting	NN	meeting
in	IN	in
Russia	NP	Russia
'	POS	'
s	NN	S
Nizhny	NP	Nizhny
Novgorod	NP	Novgorod
,	,	,
the	DT	the
BRICS	NP	<unknown>
foreign	JJ	foreign
ministers	NNS	minister
reiterated	VBD	reiterate
the	DT	the
grouping	NN	grouping
'	POS	'
s	JJ	<unknown>
unwavering	VBG	unwaver
commitment	NN	commitment
to	TO	to
the	DT	the
vision	NN	vision
of	IN	of
a	DT	a
two-state	NN	two-state
solution	NN	solution
to	TO	to
the	DT	the
Palestine	NP	Palestine
issue	NN	issue
based	VBN	base
on	IN	on
international	JJ	international
law	NN	law
.	SENT	.
Secretary	NP	Secretary
(	(	(
Economic	NP	Economic
Relations	NPS	Relations
)	)	)
in	IN	in
the	DT	the
Ministry	NP	Ministry
of	IN	of
External	NP	External
Affairs	NPS	Affairs
Dammu	NP	<unknown>
Ravi	NP	Ravi
represented	VBD	represent
India	NP	India
at	IN	at
the	DT	the
crucial	JJ	crucial
meeting	NN	meeting
.	SENT	.
The	DT	the
BRICS	NP	<unknown>
comprises	VBZ	comprise
Brazil	NP	Brazil
,	,	,
Russia	NP	Russia
,	,	,
India	NP	India
,	,	,
China	NP	China
,	,	,
South	NP	South
Africa	NP	Africa
,	,	,
Ethiopia	NP	Ethiopia
,	,	,
Iran	NP	Iran
,	,	,
Egypt	NP	Egypt
and	CC	and
the	DT	the
United	NP	United
Arab	NP	Arab
Emirates	NPS	Emirates
.	SENT	.
"	``	"
The	DT	the
ministers	NNS	minister
expressed	VBD	express
grave	JJ	grave
concern	NN	concern
at	IN	at
the	DT	the
deterioration	NN	deterioration
of	IN	of
the	DT	the
situation	NN	situation
in	IN	in
the	DT	the
occupied	JJ	occupied
Palestinian	JJ	Palestinian
territory	NN	territory
,	,	,
in	IN	in
particular	RB	particular
the	DT	the
unprecedented	JJ	unprecedented
escalation	NN	escalation
of	IN	of
violence	NN	violence
in	IN	in
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
as	IN	as
a	DT	a
result	NN	result
of	IN	of
the	DT	the
Israeli	JJ	Israeli
military	JJ	military
operation	NN	operation
that	WDT	that
led	VBD	lead
to	TO	to
mass	VB	mass
civilian	JJ	civilian
displacement	NN	displacement
,	,	,
death	NN	death
and	CC	and
casualties	NNS	casualty
,	,	,
"	''	"
a	DT	a
joint	JJ	joint
statement	NN	statement
issued	VBN	issue
at	IN	at
the	DT	the
end	NN	end
of	IN	of
the	DT	the
meeting	NN	meeting
said	VBD	say
.	SENT	.
BRICS	NP	<unknown>
is	VBZ	be
an	DT	an
acronym	NN	acronym
for	IN	for
original	JJ	original
members	NNS	member
of	IN	of
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
and	CC	and
South	NP	South
Africa	NP	Africa
.	SENT	.
The	DT	the
grouping	NN	grouping
also	RB	also
called	VBN	call
for	IN	for
immediate	JJ	immediate
,	,	,
safe	JJ	safe
and	CC	and
unhindered	JJ	unhindered
delivery	NN	delivery
of	IN	of
humanitarian	JJ	humanitarian
assistance	NN	assistance
to	TO	to
the	DT	the
Palestinian	JJ	Palestinian
civilian	JJ	civilian
population	NN	population
throughout	IN	throughout
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
.	SENT	.
It	PP	it
also	RB	also
pressed	VBD	press
for	IN	for
the	DT	the
effective	JJ	effective
implementation	NN	implementation
of	IN	of
the	DT	the
UN	NP	UN
Security	NP	Security
Council	NP	Council
resolution	NN	resolution
2728	CD	@card@
for	IN	for
an	DT	an
immediate	JJ	immediate
,	,	,
durable	JJ	durable
and	CC	and
