article_id	now_field_2	date_original	date_iso	country_code	source_name	url	title	article_file	source_file
83003367	285	20-01-01	2020-01-01	??	International Middle East Media Center	https://imemc.org/article/peace-bridge-derry-city-ireland-december/	Peace Bridge, Derry City, Ireland, December	text-20-01/20-01-xx1.txt	now-sources-2020.txt
83004154	285	20-01-01	2020-01-01	??	International Middle East Media Center	https://imemc.org/article/peace-bridge-derry-city-ireland-december/	Peace Bridge, Derry City, Ireland, December	text-20-01/20-01-xx1.txt	now-sources-2020.txt
83004943	285	20-01-01	2020-01-01	??	International Middle East Media Center	https://imemc.org/article/peace-bridge-derry-city-ireland-december/	Peace Bridge, Derry City, Ireland, December	text-20-01/20-01-xx1.txt	now-sources-2020.txt
51319531	1372	20-01-01	2020-01-01	CA	thechronicleherald.ca	https://www.thechronicleherald.ca/opinion/local-perspectives/voice-of-the-people-dec-30-2019-391642/	VOICE  of  THE PEOPLE - DEC. 30, 2019 | Local-Perspectives ...	text-20-01/20-01-ca1.txt	now-sources-2020.txt
41612337	1017	20-01-01	2020-01-01	GB	politico.eu	https://www.politico.eu/article/the-gaza-prison/	The Gaza prison - POLITICO	text-20-01/20-01-gb1.txt	now-sources-2020.txt
83014582	476	20-01-01	2020-01-01	GB	Palestine Chronicle	http://www.palestinechronicle.com/un-special-rapporteur-praises-icc-investigation/	UN Special Rapporteur Praises ICC Investigation	text-20-01/20-01-gb2.txt	now-sources-2020.txt
61495593	2413	20-01-01	2020-01-01	IE	trtworld.com	https://www.trtworld.com/asia/2019-a-year-of-lengthy-protests-31933	2019 - a year of lengthy protests - trtworld.com	text-20-01/20-01-ie.txt	now-sources-2020.txt
31543424	314	20-01-01	2020-01-01	LK	newsfirst.lk	https://www.newsfirst.lk/page/4450/?s	You searched for | Page 4450  of  4451 | Sri Lanka News ...	text-20-01/20-01-lk.txt	now-sources-2020.txt
51322923	787	20-01-01	2020-01-01	NG	channelstv.com	https://www.channelstv.com/2019/12/27/israels-netanyahu-wins-ruling-party-leadership-vote/	Israel's Netanyahu Wins Ruling Party Leadership Vote ...	text-20-01/20-01-ng.txt	now-sources-2020.txt
61494783	701	20-01-01	2020-01-01	TZ	thecitizen.co.tz	https://www.thecitizen.co.tz/news/More-than-3-million-tourists-visited-Palestine-in-2019/1840386-5398040-y79bfvz/index.html	More than 3 million tourists visited Palestine in 2019 ...	text-20-01/20-01-tz.txt	now-sources-2020.txt
31544299	895	20-01-01	2020-01-01	US	nymag.com	http://nymag.com/intelligencer/2015/11/jesus-coming-soon-says-michele-bachmann.html	Michele Bachmann: Israel Is Amazing and All  of  Its Jews ...	text-20-01/20-01-us8.txt	now-sources-2020.txt
31545103	585	20-01-01	2020-01-01	US	timesofisrael.com	https://jewishweek.timesofisrael.com/distant-relations/	Distant Relations | Jewish Week	text-20-01/20-01-us1.txt	now-sources-2020.txt
31545119	1026	20-01-01	2020-01-01	US	timesofisrael.com	https://jewishchronicle.timesofisrael.com/will-bernie-sanders-become-the-first-jewish-president/	Will Bernie Sanders become the first Jewish president ...	text-20-01/20-01-us2.txt	now-sources-2020.txt
31545122	378	20-01-01	2020-01-01	US	timesofisrael.com	https://ajn.timesofisrael.com/nikki-haley-to-speak-in-melbourne/	Nikki Haley to speak in Melbourne - The Australian Jewish News	text-20-01/20-01-us2.txt	now-sources-2020.txt
31545135	5647	20-01-01	2020-01-01	US	timesofisrael.com	https://jewishstandard.timesofisrael.com/the-jews-who-defined-the-2010s/	The Jews who defined the 2010s | The Jewish Standard	text-20-01/20-01-us3.txt	now-sources-2020.txt
31545425	2228	20-01-01	2020-01-01	US	npr.org	https://www.npr.org/2020/01/01/789924141/recommended-reads-of-2019-from-nprs-international-correspondents	Recommended Reads Of 2019 From NPR's International ...	text-20-01/20-01-us3.txt	now-sources-2020.txt
31545482	3761	20-01-01	2020-01-01	US	vulture.com	https://www.vulture.com/2019/12/the-2010s-in-theater-spidey-hamilton-gatz-and-much-more.html	The 2010s in Theater: Spidey, Hamilton, Gatz, and Much More	text-20-01/20-01-us7.txt	now-sources-2020.txt
31546732	261	20-01-01	2020-01-01	US	jpost.com	https://www.jpost.com/Israel-Elections/Young-Labor-displays-New-Years-countdown-to-end-of-the-era-of-Netanyahu-612760	Young Labor displays New Year's countdown to end  of  the ...	text-20-01/20-01-us3.txt	now-sources-2020.txt
31546741	1506	20-01-01	2020-01-01	US	jpost.com	https://www.jpost.com/Israel-News/We-just-need-closure-plead-friends-of-missing-IDF-soldier-Oron-Shaul-612181	"""We just need closure,"" plead friends  of  missing IDF ..."	text-20-01/20-01-us4.txt	now-sources-2020.txt
83004772	471	20-01-01	2020-01-01	US	Mosaic Magazine	https://mosaicmagazine.com/picks/history-ideas/2020/01/jewish-political-thought-cant-be-separated-from-the-messiness-of-jewish-political-history/	Jewish Political Thought Can't Be Separated from the Messiness of Jewish Political History	text-20-01/20-01-xx1.txt	now-sources-2020.txt
83007139	456	20-01-01	2020-01-01	US	Washington Times	https://www.washingtontimes.com/news/2020/jan/1/hamas-allows-rival-fatah-to-mark-anniversary-in-ga/	Hamas allows rival Fatah to mark anniversary in Gaza rally	text-20-01/20-01-us4.txt	now-sources-2020.txt
83009380	261	20-01-01	2020-01-01	US	The Jerusalem Post Blogs	https://www.jpost.com/Israel-Elections/Young-Labor-displays-New-Years-countdown-to-end-of-the-era-of-Netanyahu-612760	Young Labor displays New Year's countdown to end of the 'era of Netanyahu'	text-20-01/20-01-us7.txt	now-sources-2020.txt
83010043	261	20-01-01	2020-01-01	US	The Jerusalem Post Blogs	https://www.jpost.com/Israel-Elections/Young-Labor-displays-New-Years-countdown-to-end-of-the-era-of-Netanyahu-612760	Young Labor displays New Year's countdown to end of the 'era of Netanyahu'	text-20-01/20-01-us4.txt	now-sources-2020.txt
83010945	261	20-01-01	2020-01-01	US	The Jerusalem Post Blogs	https://www.jpost.com/Israel-Elections/Young-Labor-displays-New-Years-countdown-to-end-of-the-era-of-Netanyahu-612760	Young Labor displays New Year's countdown to end of the 'era of Netanyahu'	text-20-01/20-01-us4.txt	now-sources-2020.txt
83013827	704	20-01-01	2020-01-01	US	NBC 6 South Florida	https://www.nbcmiami.com/news/national-international/pictures-from-2020-new-years-eve-celebrations-across-the-globe/2171687/	Pictures From 2020 New Year's Eve Celebrations Across the World	text-20-01/20-01-us3.txt	now-sources-2020.txt
83014356	231	20-01-01	2020-01-01	US	Algemeiner	https://www.algemeiner.com/2020/01/01/israelis-welcome-to-attend-2022-world-cup-says-qatari-official/	Israelis Welcome to Attend 2022 World Cup, Says Qatari Official	text-20-01/20-01-us5.txt	now-sources-2020.txt
83029937	1163	20-01-02	2020-01-02	??	besacenter.org	https://besacenter.org/perspectives-papers/besas-top-ten-of-2019/	BESA's Top Ten of 2019	text-20-01/20-01-xx1.txt	now-sources-2020.txt
41613843	599	20-01-02	2020-01-02	GB	newsletter.co.uk	https://www.newsletter.co.uk/news/opinion/the-israeli-occupation-has-helped-to-cause-the-suffering-of-palestinian-christians-1-9188478	The Israeli occupation has helped to cause the suffering ...	text-20-01/20-01-gb1.txt	now-sources-2020.txt
41615551	1032	20-01-02	2020-01-02	HK	asiatimes.com	https://www.asiatimes.com/2020/01/article/downside-risks-abound-for-vietnams-2020-economy/	Asia Times | Downside risks abound for Vietnam's 2020 ...	text-20-01/20-01-hk.txt	now-sources-2020.txt
71539338	1515	20-01-02	2020-01-02	IN	in.reuters.com	https://in.reuters.com/news/picture/photos-of-the-week-idINRTS2WWMU	Photos of the week | Reuters.com	text-20-01/20-01-in1.txt	now-sources-2020.txt
41614777	4598	20-01-02	2020-01-02	SG	theindependent.sg	http://theindependent.sg/page/2018/?author=xunotzwegf	Page 2018 - The Independent News	text-20-01/20-01-sg.txt	now-sources-2020.txt
41614916	534	20-01-02	2020-01-02	SG	nationnews.com	https://www.nationnews.com/nationnews/news/45510/arab-spring-politics-change	Arab Spring and the politics of change -- NationNews ...	text-20-01/20-01-sg.txt	now-sources-2020.txt
41615051	1166	20-01-02	2020-01-02	SG	nationnews.com	https://www.nationnews.com/type/news/page/5168	News-list -- NationNews Barbados -- <strong>nationnews.com</strong>	text-20-01/20-01-sg.txt	now-sources-2020.txt
83031441	2041	20-01-02	2020-01-02	US	app.com	https://www.app.com/story/life/2020/01/02/new-years-resolutions-dry-january-how-take-break-alcohol/2654112001/	Sober is the new vegan: Dry January, Sober Semester and taking a break from alcohol	text-20-01/20-01-us4.txt	now-sources-2020.txt
83032314	2591	20-01-02	2020-01-02	US	Project Syndicate	https://www.project-syndicate.org/commentary/israel-democracy-fatigue-america-china-by-dominique-moisi-2020-01	Israel's Democracy Fatigue	text-20-01/20-01-us2.txt	now-sources-2020.txt
83043140	1115	20-01-03	2020-01-03	??	JNS	https://www.jns.org/opinion/the-israel-defense-forces-cultivate-moral-values/	The Israel Defense Forces cultivate moral values	text-20-01/20-01-xx1.txt	now-sources-2020.txt
51327944	665	20-01-03	2020-01-03	CA	cjnews.com	https://www.cjnews.com/news/canada/israeli-doctor-comes-to-canada-to-discuss-disaster-relief	Israeli doctor comes to Canada to discuss disaster relief	text-20-01/20-01-ca1.txt	now-sources-2020.txt
51327962	877	20-01-03	2020-01-03	CA	cjnews.com	https://www.cjnews.com/news/canada/benjamin-netanyahu-asks-justin-trudeau-to-denounce-icc-war-crimes-probe	Benjamin Netanyahu asks Justin Trudeau to denounce ICC war ...	text-20-01/20-01-ca2.txt	now-sources-2020.txt
41616499	1216	20-01-03	2020-01-03	GB	countypress.co.uk	https://www.countypress.co.uk/news/national/18135501.powerful-iranian-general-qassem-soleimani/	Who was powerful Iranian general Qassem Soleimani? | Isle ...	text-20-01/20-01-gb2.txt	now-sources-2020.txt
41616741	2305	20-01-03	2020-01-03	GB	independent.co.uk	https://www.independent.co.uk/news/world/middle-east/iran-war-us-general-killed-qassem-soleimani-hezbollah-trump-a9268896.html	Iran's allies promise revenge against 'worst villains  of  ...	text-20-01/20-01-gb1.txt	now-sources-2020.txt
41617703	7626	20-01-03	2020-01-03	GB	express.co.uk	https://www.express.co.uk/news/world/1223419/US-airstrikes-live-updates-World-War-3-news-iran-attack-baghdad-tehran-donald-trump	US airstrikes LIVE: Updates as fears of World War 3 erupt ...	text-20-01/20-01-gb1.txt	now-sources-2020.txt
41618279	1266	20-01-03	2020-01-03	GB	uk.news.yahoo.com	https://uk.news.yahoo.com/everything-need-to-know-iranian-general-qasem-soleimani-083128032.html	Everything you need to know about the Iranian general ...	text-20-01/20-01-gb2.txt	now-sources-2020.txt
41618290	1904	20-01-03	2020-01-03	GB	uk.news.yahoo.com	https://uk.news.yahoo.com/more-dangerous-world-us-killing-193444449.html	`A more dangerous world': US killing  of  Iran's Soleimani ...	text-20-01/20-01-gb2.txt	now-sources-2020.txt
41618505	449	20-01-03	2020-01-03	GB	mirror.co.uk	https://www.mirror.co.uk/news/world-news/airstrike-assassination-iran-general-will-21205008	Airstrike 'assassination' of Iran general 'will spark ...	text-20-01/20-01-gb1.txt	now-sources-2020.txt
83044454	686	20-01-03	2020-01-03	GB	Palestine Chronicle	http://www.palestinechronicle.com/legal-battle-intensifies-turkeys-ottoman-archives-now-in-the-hand-of-the-palestinian-authority/	Legal Battle Intensifies: Turkey's Ottoman Archives Now in the Hand of the Palestinian Authority	text-20-01/20-01-gb2.txt	now-sources-2020.txt
83055736	194	20-01-03	2020-01-03	IN	India.com	https://www.india.com/news/india/old-habits-die-hard-tweets-un-envoy-as-imran-khan-posts-old-video-and-then-deletes-3898581/	Old Habits Die Hard, Tweets UN Envoy As Imran Khan Posts Old Video And Then Deletes	text-20-01/20-01-in1.txt	now-sources-2020.txt
41619032	535	20-01-03	2020-01-03	MY	thestar.com.my	https://www.thestar.com.my/news/world/2006/08/29/annan-urges-handover-of-captive-israeli-soldiers_1	Annan urges handover  of  captive Israeli soldiers | The ...	text-20-01/20-01-my.txt	now-sources-2020.txt
51325518	571	20-01-03	2020-01-03	NG	today.ng	https://www.today.ng/news/world/israel-puts-military-alert-killing-iranian-commander-271883	Israel puts military on alert after US killing  of  Iranian ...	text-20-01/20-01-ng.txt	now-sources-2020.txt
51326641	3406	20-01-03	2020-01-03	NG	thenewsguru.com	https://www.thenewsguru.com/news/world-news/article/killing-iranian-general-iraqi-militia-leader-sparks-world-war-iii-fears/	Killing of Iranian General, Iraqi militia leader sparks ...	text-20-01/20-01-ng.txt	now-sources-2020.txt
71541301	630	20-01-03	2020-01-03	PH	news.mb.com.ph	https://news.mb.com.ph/2020/01/04/israel-on-alert-for-fallout-after-us-killing-of-iran-commander/	Israel on alert for fallout after US killing  of  Iran ...	text-20-01/20-01-ph.txt	now-sources-2020.txt
31547611	1159	20-01-03	2020-01-03	US	tampabay.com	https://www.tampabay.com/news/nation-world/2020/01/03/whats-next-after-killing-of-iran-general/	What's next after killing  of  Iran general?	text-20-01/20-01-us1.txt	now-sources-2020.txt
31547983	304	20-01-03	2020-01-03	US	timesofisrael.com	https://jewishweek.timesofisrael.com/u-s-kills-qassem-soleimani-iranian-quds-force-chief/	U.S. Kills Qassem Soleimani, Iranian Quds Force Chief ...	text-20-01/20-01-us7.txt	now-sources-2020.txt
31548123	1555	20-01-03	2020-01-03	US	pressherald.com	https://www.pressherald.com/2020/01/03/u-s-sending-3000-more-troops-to-mideast-as-reinforcements/	Iran vows `harsh' response to killing of general; U.S ...	text-20-01/20-01-us2.txt	now-sources-2020.txt
31548125	1686	20-01-03	2020-01-03	US	pressherald.com	https://www.pressherald.com/2020/01/03/iran-vows-harsh-response-to-u-s-killing-of-top-general/	Iran vows response to killing of general; U.S. urges ...	text-20-01/20-01-us3.txt	now-sources-2020.txt
31548268	1841	20-01-03	2020-01-03	US	jpost.com	https://www.jpost.com/Israel-News/ICC-Prosecutor-to-Post-Probe-of-Gantz-IDF-officers-is-premature-612938	ICC Prosecutor to `Post': Probe of Gantz, IDF officers, is ...	text-20-01/20-01-us6.txt	now-sources-2020.txt
31548269	1131	20-01-03	2020-01-03	US	jpost.com	https://www.jpost.com/Arab-Israeli-Conflict/Gaza-nurses-train-in-Israel-We-speak-of-health-not-politics-612887	Gaza nurses train in Israel: 'We speak of health, not ...	text-20-01/20-01-us6.txt	now-sources-2020.txt
31548398	1097	20-01-03	2020-01-03	US	euronews.com	https://www.euronews.com/2020/01/03/who-was-qassem-soleimani-the-assassinated-commander-of-iran-s-overseas-military-campaigns	Who was Qassem Soleimani, the icon of Iranian defiance ...	text-20-01/20-01-us8.txt	now-sources-2020.txt
31548605	1351	20-01-03	2020-01-03	US	slate.com	https://slate.com/news-and-politics/2020/01/soleimani-trump-muhandis-iran-iraq.html	The killing of Qassem Soleimani is a declaration of war ...	text-20-01/20-01-us1.txt	now-sources-2020.txt
31548815	320	20-01-03	2020-01-03	US	foxnews.com	https://www.foxnews.com/world/network-of-pro-iranian-fighters-across-middle-east-could-help-country-in-potential-retaliatory-attack-for-airstrike-that-killed-general	Network of pro-Iranian fighters across Middle East could ...	text-20-01/20-01-us2.txt	now-sources-2020.txt
31549315	1817	20-01-03	2020-01-03	US	dailyherald.com	https://www.dailyherald.com/article/20200103/news/301039945/	Middle East long riven by killings  of  high-profile figures	text-20-01/20-01-us2.txt	now-sources-2020.txt
31549617	1277	20-01-03	2020-01-03	US	columbian.com	https://www.columbian.com/news/2020/jan/03/irans-popular-gen-soleimani-became-an-icon-by-targeting-u-s/	Iran's popular Gen. Soleimani became an icon by targeting ...	text-20-01/20-01-us2.txt	now-sources-2020.txt
31549815	2518	20-01-03	2020-01-03	US	nytimes.com	https://www.nytimes.com/2020/01/03/obituaries/qassem-soleimani-dead.html	Qassim Suleimani, Master of Iran's Intrigue, Built a ...	text-20-01/20-01-us2.txt	now-sources-2020.txt
31550253	16131	20-01-03	2020-01-03	US	cbsnews.com	https://www.cbsnews.com/live-updates/qassem-soleimani-top-iranian-military-commander-killed-in-u-s-airstrike-in-baghdad-2020-01-03/	Qassem Soleimani, top Iranian military commander, killed ...	text-20-01/20-01-us5.txt	now-sources-2020.txt
31550548	1058	20-01-03	2020-01-03	US	pbs.org	https://www.pbs.org/newshour/world/how-iran-has-created-a-network-of-powerful-allies-in-the-middle-east	How Iran has created a network of powerful allies in the ...	text-20-01/20-01-us4.txt	now-sources-2020.txt
31550832	775	20-01-03	2020-01-03	US	latimes.com	https://www.latimes.com/world-nation/story/2020-01-03/us-airstrike-kills-iran-general-global-alarm	'A more dangerous world': Killing of Iranian general ...	text-20-01/20-01-us3.txt	now-sources-2020.txt
31551143	1029	20-01-03	2020-01-03	US	aljazeera.com	https://www.aljazeera.com/news/2020/01/world-reacts-killing-iran-qassem-soleimani-iraq-200103072643596.html	World reacts to US killing of Iran's Qassem Soleimani in ...	text-20-01/20-01-us4.txt	now-sources-2020.txt
31551148	2791	20-01-03	2020-01-03	US	aljazeera.com	https://www.aljazeera.com/news/2020/01/iran-tensions-latest-updates-200103022407743.html	US-Iran tensions: All the latest updates | Iran News | Al ...	text-20-01/20-01-us4.txt	now-sources-2020.txt
83041042	1565	20-01-03	2020-01-03	US	WECT	https://www.wect.com/2020/01/03/iran-vows-harsh-response-us-killing-top-general/	Iran vows `harsh' response to US killing of top general	text-20-01/20-01-us4.txt	now-sources-2020.txt
83044661	598	20-01-03	2020-01-03	US	The Jerusalem Post Blogs	https://www.jpost.com/Middle-East/Bennett-Kochavi-meet-embassies-placed-on-high-alert-following-US-strike-612973	Bennett, Kochavi meet, embassies placed on high alert following US strike	text-20-01/20-01-us5.txt	now-sources-2020.txt
83053960	879	20-01-03	2020-01-03	US	Red River Radio	https://www.redriverradio.org/post/how-iran-will-move-forward-without-gen-qassem-soleimani	How Iran Will Move Forward Without Gen. Qassem Soleimani	text-20-01/20-01-xx1.txt	now-sources-2020.txt
83063820	29907	20-01-04	2020-01-04	??	newageislam.com	http://newageislam.com/islamic-world-news/new-age-islam-news-bureau/muslim-jamaat-mosque,-islamic-academy-all-set-to-host-hindu-wedding-in-kayamkulam/d/120708	Muslim Jamaat Mosque, Islamic Academy All Set To Host Hindu Wedding in Kayamkulam	text-20-01/20-01-xx1.txt	now-sources-2020.txt
71542954	936	20-01-04	2020-01-04	AU	smh.com.au	https://www.smh.com.au/world/middle-east/bigger-than-bin-laden-killing-of-soleimani-radically-shifts-the-rules-20200104-p53ori.html	Bigger than bin Laden: Killing of Soleimani radically ...	text-20-01/20-01-au.txt	now-sources-2020.txt
71543601	1098	20-01-04	2020-01-04	AU	theage.com.au	https://www.theage.com.au/national/victoria/don-t-know-us-from-a-bar-of-soap-sale-residents-take-in-fire-evacuees-20200103-p53ool.html	'Don't know us from a bar of soap': Sale residents take in ...	text-20-01/20-01-au.txt	now-sources-2020.txt
51328519	831	20-01-04	2020-01-04	CA	macleans.ca	https://www.macleans.ca/culture/amazon-prime-video-in-january-2020-whats-new/	Amazon Prime Video in January 2020: What's new - <strong>Macleans.ca</strong>	text-20-01/20-01-ca1.txt	now-sources-2020.txt
51329664	326	20-01-04	2020-01-04	CA	ctvnews.ca	https://www.ctvnews.ca/canada/canada-updates-middle-east-travel-advisories-due-to-increased-threat-of-attacks-1.4753165	Canada updates Middle East travel advisories due to ...	text-20-01/20-01-ca2.txt	now-sources-2020.txt
41620601	2412	20-01-04	2020-01-04	GB	eurogamer.net	https://community.eurogamer.net/thread/334694?start=18000	Page 601  UK Politics Thread  Non-Gaming  News and ...	text-20-01/20-01-gb1.txt	now-sources-2020.txt
41620603	1785	20-01-04	2020-01-04	GB	eurogamer.net	https://community.eurogamer.net/thread/334694?start=17970	Page 600  UK Politics Thread  Non-Gaming  News and ...	text-20-01/20-01-gb1.txt	now-sources-2020.txt
