<p>
Jerusalem	NP	Jerusalem
:	:	:
Israel	NP	Israel
has	VBZ	have
said	VBN	say
that	IN	that
Iran	NP	Iran
has	VBZ	have
become	VBN	become
a	DT	a
force	NN	force
of	IN	of
destruction	NN	destruction
throughout	IN	throughout
the	DT	the
world	NN	world
using	VBG	use
the	DT	the
oil	NN	oil
and	CC	and
gas	NN	gas
money	NN	money
it	PP	it
has	VBZ	have
,	,	,
and	CC	and
the	DT	the
country	NN	country
is	VBZ	be
currently	RB	currently
fighting	VBG	fight
for	IN	for
its	PP$	its
life	NN	life
because	IN	because
its	PP$	its
plans	NNS	plan
are	VBP	be
failing	VBG	fail
consistently	RB	consistently
.	SENT	.
<p>
While	IN	while
speaking	VBG	speak
to	TO	to
ANI	NN	ani
on	IN	on
the	DT	the
ongoing	JJ	ongoing
crisis	NN	crisis
in	IN	in
the	DT	the
West	NP	West
Asia	NP	Asia
,	,	,
the	DT	the
Deputy	NP	Deputy
Spokesperson	NN	spokesperson
of	IN	of
the	DT	the
Israeli	NP	Israeli
Ministry	NP	Ministry
of	IN	of
Foreign	NP	Foreign
Affairs	NPS	Affairs
,	,	,
Alex	NP	Alex
Gandler	NP	<unknown>
said	VBD	say
,	,	,
"	``	"
Iran	NP	Iran
is	VBZ	be
heavily	RB	heavily
involved	VBN	involve
in	IN	in
terror	NN	terror
attacks	NNS	attack
in	IN	in
Lebanon	NP	Lebanon
as	IN	as
well	RB	well
as	RB	as
in	IN	in
Syria	NP	Syria
.	SENT	.
It	PP	it
has	VBZ	have
become	VBN	become
a	DT	a
force	NN	force
of	IN	of
destruction	NN	destruction
throughout	IN	throughout
the	DT	the
world	NN	world
using	VBG	use
the	DT	the
oil	NN	oil
and	CC	and
gas	NN	gas
money	NN	money
that	IN	that
it	PP	it
has	VBZ	have
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
fighting	VBG	fight
for	IN	for
its	PP$	its
life	NN	life
at	IN	at
the	DT	the
moment	NN	moment
because	IN	because
its	PP$	its
