<p>
This	DT	this
is	VBZ	be
a	DT	a
"	``	"
significant	JJ	significant
milestone	NN	milestone
in	IN	in
the	DT	the
process	NN	process
of	IN	of
dismantling	VBG	dismantle
Hamas	NN	<unknown>
"	''	"
in	IN	in
Gaza	NP	Gaza
,	,	,
Gallant	NN	gallant
added	VBD	add
.	SENT	.
<p>
The	DT	the
army	NN	army
said	VBD	say
fighter	NN	fighter
jets	NNS	jet
had	VBD	have
struck	VBN	strike
Khan	NP	Khan
Yunis	NP	Yunis
on	IN	on
July	NP	July
13	CD	@card@
and	CC	and
"	``	"
following	VBG	follow
an	DT	an
intelligence	NN	intelligence
assessment	NN	assessment
,	,	,
it	PP	it
can	MD	can
be	VB	be
confirmed	VBN	confirm
that	IN	that
Mohammed	NP	Mohammed
Deif	NP	<unknown>
was	VBD	be
eliminated	VBN	eliminate
in	IN	in
the	DT	the
strike	NN	strike
"	''	"
.	SENT	.
<p>
He	PP	he
was	VBD	be
killed	VBN	kill
along	RP	along
with	IN	with
one	CD	one
of	IN	of
his	PP$	his
top	JJ	top
commanders	NNS	commander
,	,	,
Rafa	NP	Rafa
Salama	NP	Salama
,	,	,
the	DT	the
military	NN	military
said	VBD	say
.	SENT	.
<p>
Health	NN	health
authorities	NNS	authority
in	IN	in
Hamas-run	NP	<unknown>
Gaza	NP	Gaza
said	VBD	say
more	JJR	more
than	IN	than
90	CD	@card@
people	NNS	people
had	VBD	have
been	VBN	be
killed	VBN	kill
in	IN	in
that	DT	that
strike	NN	strike
but	CC	but
Hamas	NN	<unknown>
has	VBZ	have
denied	VBN	deny
Deif	NP	<unknown>
was	VBD	be
among	IN	among
them	PP	them
.	SENT	.
<p>
"	''	"
Deif	NP	<unknown>
initiated	VBD	initiate
,	,	,
planned	VBD	plan
,	,	,
and	CC	and
executed	VBD	execute
the	DT	the
October	NP	October
7th	JJ	7th
massacre	NN	massacre
,	,	,
"	''	"
the	DT	the
military	NN	military
said	VBD	say
.	SENT	.
<p>
On	IN	on
that	DT	that
day	NN	day
the	DT	the
militant	JJ	militant
Islamist	NN	<unknown>
group	NN	group
attacked	VBD	attack
southern	JJ	southern
Israel	NP	Israel
,	,	,
resulting	VBG	result
in	IN	in
the	DT	the
death	NN	death
of	IN	of
1,197	CD	@card@
people	NNS	people
,	,	,
according	VBG	accord
to	TO	to
an	DT	an
AFP	NP	AFP
tally	NN	tally
based	VBN	base
on	IN	on
official	JJ	official
Israeli	JJ	Israeli
figures	NNS	figure
.	SENT	.
<p>
Deif	NP	<unknown>
became	VBD	become
head	NN	head
of	IN	of
Hamas	NP	<unknown>
'	POS	'
s	JJ	<unknown>
armed	JJ	armed
wing	NN	wing
,	,	,
Ezzedine	NP	<unknown>
al-Qassam	NP	<unknown>
Brigades	NNS	brigade
,	,	,
in	IN	in
2002	CD	@card@
.	SENT	.
<p>
He	PP	he
was	VBD	be
among	IN	among
Israel	NP	Israel
'	POS	'
s	JJ	<unknown>
most	RBS	most
wanted	JJ	wanted
man	NN	man
for	IN	for
nearly	RB	nearly
three	CD	three
decades	NNS	decade
and	CC	and
on	IN	on
a	DT	a
US	NP	US
list	NN	list
of	IN	of
"	``	"
international	JJ	international
terrorists	NNS	terrorist
"	''	"
since	IN	since
2015	CD	@card@
.	SENT	.
<p>
"	``	"
During	IN	during
the	DT	the
war	NN	war
,	,	,
he	PP	he
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
issuing	VBG	issue
commands	NNS	command
and	CC	and
instructions	NNS	instruction
to	TO	to
senior	JJ	senior
members	NNS	member
of	IN	of
Hamas	NP	<unknown>
'	POS	'
s	JJ	<unknown>
military	JJ	military
wing	NN	wing
,	,	,
"	''	"
the	DT	the
military	NN	military
said	VBD	say
.	SENT	.
<p>
Deif	NP	<unknown>
,	,	,
whose	WP$	whose
real	JJ	real
name	NN	name
is	VBZ	be
Mohammed	NP	Mohammed
Diab	NP	Diab
al-Masri	NP	al-Masri
,	,	,
was	VBD	be
born	VBN	bear
in	IN	in
the	DT	the
Khan	NP	Khan
Yunis	NP	Yunis
refugee	NN	refugee
camp	NN	camp
in	IN	in
1965	CD	@card@
.	SENT	.
<p>
The	DT	the
word	NN	word
Deif	NP	<unknown>
means	VBZ	mean
"	``	"
visitor	NN	visitor
"	''	"
or	CC	or
"	``	"
guest	NN	guest
"	''	"
and	CC	and
some	DT	some
say	VBP	say
he	PP	he
chose	VBD	choose
it	PP	it
because	IN	because
he	PP	he
was	VBD	be
always	RB	always
on	IN	on
the	DT	the
move	NN	move
with	IN	with
Israeli	JJ	Israeli
hunters	NNS	hunter
on	IN	on
his	PP$	his
trail	NN	trail
,	,	,
never	RB	never
spending	VBG	spend
more	JJR	more
than	IN	than
one	CD	one
night	NN	night
in	IN	in
the	DT	the
same	JJ	same
place	NN	place
.	SENT	.
<p>
'	''	'
Cat	NN	cat
with	IN	with
nine	CD	nine
lives	NNS	life
'	''	'
<p>
In	IN	in
videos	NNS	video
,	,	,
Deif	NP	<unknown>
has	VBZ	have
appeared	VBN	appear
masked	VBN	mask
or	CC	or
shown	VBN	show
in	IN	in
a	DT	a
silhouette	NN	silhouette
,	,	,
while	IN	while
rare	JJ	rare
photographs	NNS	photograph
have	VBP	have
circulated	VBN	circulate
of	IN	of
one	CD	one
of	IN	of
Israel	NP	Israel
'	POS	'
s	JJ	<unknown>
most	RBS	most
wanted	JJ	wanted
men	NNS	man
.	SENT	.
<p>
In	IN	in
January	NP	January
,	,	,
Israel	NP	Israel
released	VBD	release
a	DT	a
picture	NN	picture
of	IN	of
Deif	NP	<unknown>
showing	VBG	show
him	PP	him
with	IN	with
one	CD	one
eye	NN	eye
missing	VBG	miss
,	,	,
without	IN	without
specifying	VBG	specify
when	WRB	when
it	PP	it
was	VBD	be
taken	VBN	take
.	SENT	.
<p>
His	PP$	his
enemies	NNS	enemy
dubbed	VBD	dub
him	PP	him
the	DT	the
"	``	"
cat	NN	cat
with	IN	with
nine	CD	nine
lives	NNS	life
"	''	"
because	IN	because
of	IN	of
his	PP$	his
many	JJ	many
close	JJ	close
calls	NNS	call
with	IN	with
death	NN	death
.	SENT	.
<p>
In	IN	in
2014	CD	@card@
,	,	,
Israel	NP	Israel
launched	VBD	launch
an	DT	an
air	NN	air
strike	NN	strike
on	IN	on
Gaza	NP	Gaza
,	,	,
killing	VBG	kill
Deif	NP	<unknown>
'	POS	'
s	NN	S
wife	NN	wife
and	CC	and
a	DT	a
seven-month-old	JJ	seven-month-old
son	NN	son
.	SENT	.
<p>
It	PP	it
was	VBD	be
Deif	NP	<unknown>
who	WP	who
announced	VBD	announce
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
Flood	NP	Flood
"	''	"
--	:	--
in	IN	in
an	DT	an
audio	JJ	audio
message	NN	message
on	IN	on
October	NP	October
7	CD	@card@
.	SENT	.
<p>
Deif	NP	<unknown>
became	VBD	become
involved	VBN	involve
in	IN	in
Hamas	NNS	<unknown>
in	IN	in
the	DT	the
1980s	NNS	1980s
when	WRB	when
he	PP	he
was	VBD	be
a	DT	a
student	NN	student
at	IN	at
the	DT	the
Gaza	NP	Gaza
Islamic	NP	Islamic
University	NP	University
.	SENT	.
<p>
He	PP	he
is	VBZ	be
said	VBN	say
to	TO	to
have	VB	have
played	VBN	play
a	DT	a
key	JJ	key
role	NN	role
in	IN	in
the	DT	the
huge	JJ	huge
network	NN	network
of	IN	of
tunnels	NNS	tunnel
built	VBN	build
beneath	IN	beneath
Gaza	NP	Gaza
.	SENT	.
<p>
He	PP	he
was	VBD	be
detained	VBN	detain
by	IN	by
Israel	NP	Israel
since	IN	since
the	DT	the
1980s	NNS	1980s
and	CC	and
spent	VBD	spend
about	RB	about
two	CD	two
years	NNS	year
in	IN	in
a	DT	a
prison	NN	prison
run	VBN	run
by	IN	by
the	DT	the
Palestinian	NP	Palestinian
Authority	NP	Authority
.	SENT	.
He	PP	he
was	VBD	be
released	VBN	release
or	CC	or
escaped	VBN	escape
,	,	,
reports	NNS	report
said	VBD	say
.	SENT	.
<p>
In	IN	in
May	NP	May
,	,	,
the	DT	the
chief	JJ	chief
prosecutor	NN	prosecutor
of	IN	of
the	DT	the
International	NP	International
Criminal	NP	Criminal
Court	NP	Court
requested	VBD	request
a	DT	a
warrant	NN	warrant
for	IN	for
his	PP$	his
arrest	NN	arrest
--	:	--
alongside	IN	alongside
with	IN	with
Yahya	NP	Yahya
Sinwar	NP	<unknown>
,	,	,
the	DT	the
chief	NN	chief
of	IN	of
Hamas	NP	<unknown>
in	IN	in
Gaza	NP	Gaza
who	WP	who
is	VBZ	be
still	RB	still
being	VBG	be
hunted	VBN	hunt
