<p>
Prime	NP	Prime
Minister	NP	Minister
Benjamin	NP	Benjamin
Netanyahu	NP	<unknown>
said	VBD	say
Thursday	NP	Thursday
that	IN	that
the	DT	the
killing	NN	killing
of	IN	of
Hamas	JJ	<unknown>
leader	NN	leader
Yahya	NP	Yahya
Sinwar	NP	<unknown>
had	VBD	have
"	``	"
settled	VBN	settle
the	DT	the
score	NN	score
with	IN	with
him	PP	him
,	,	,
"	''	"
but	CC	but
stressed	VBD	stress
that	IN	that
"	``	"
the	DT	the
task	NN	task
before	IN	before
us	PP	us
Israel	NP	Israel
is	VBZ	be
not	RB	not
yet	RB	yet
complete	JJ	complete
.	SENT	.
"	''	"
<p>
Netanyahu	NP	<unknown>
said	VBD	say
Israel	NP	Israel
'	POS	'
s	NN	S
focus	NN	focus
was	VBD	be
on	IN	on
securing	VBG	secure
the	DT	the
return	NN	return
of	IN	of
the	DT	the
roughly	RB	roughly
100	CD	@card@
hostages	NNS	hostage
still	RB	still
in	IN	in
Gaza	NP	Gaza
,	,	,
taken	VBN	take
during	IN	during
Hamas	NP	<unknown>
'	POS	'
brutal	JJ	brutal
Oct.	NP	Oct.
7	CD	@card@
attack	NN	attack
last	JJ	last
year	NN	year
,	,	,
of	IN	of
whom	WP	whom
a	DT	a
third	JJ	third
are	VBP	be
believed	VBN	believe
to	TO	to
be	VB	be
dead	JJ	dead
.	SENT	.
<p>
"	``	"
This	DT	this
is	VBZ	be
an	DT	an
important	JJ	important
moment	NN	moment
in	IN	in
the	DT	the
war	NN	war
,	,	,
"	''	"
Netanyahu	NP	<unknown>
said	VBD	say
to	TO	to
the	DT	the
families	NNS	family
of	IN	of
the	DT	the
hostages	NNS	hostage
,	,	,
according	VBG	accord
to	TO	to
the	DT	the
Reuters	NP	Reuters
news	NN	news
agency	NN	agency
.	SENT	.
"	``	"
We	PP	we
will	MD	will
continue	VB	continue
full	JJ	full
force	NN	force
until	IN	until
the	DT	the
return	NN	return
home	NN	home
of	IN	of
all	PDT	all
your	PP$	your
loved	VBN	love
ones	NNS	one
,	,	,
who	WP	who
are	VBP	be
our	PP$	our
loved	VBN	love
ones	NNS	one
,	,	,
too	RB	too
.	SENT	.
This	DT	this
is	VBZ	be
our	PP$	our
supreme	JJ	supreme
obligation	NN	obligation
.	SENT	.
This	DT	this
is	VBZ	be
my	PP$	my
supreme	JJ	supreme
obligation	NN	obligation
.	SENT	.
"	''	"
<p>
President	NP	President
Biden	NP	Biden
said	VBD	say
Sinwar	NP	<unknown>
'	POS	'
s	JJ	<unknown>
death	NN	death
after	IN	after
almost	RB	almost
two	CD	two
decades	NNS	decade
of	IN	of
Hamas	JJ	<unknown>
rule	NN	rule
in	IN	in
Gaza	NP	Gaza
was	VBD	be
good	JJ	good
news	NN	news
,	,	,
"	''	"
for	IN	for
Israel	NP	Israel
,	,	,
for	IN	for
the	DT	the
United	NP	United
States	NPS	States
,	,	,
and	CC	and
for	IN	for
the	DT	the
world	NN	world
.	SENT	.
"	''	"
Along	IN	along
with	IN	with
other	JJ	other
senior	JJ	senior
U.S.	NP	U.S.
officials	NNS	official
,	,	,
he	PP	he
indicated	VBD	indicate
that	IN	that
it	PP	it
should	MD	should
bring	VB	bring
new	JJ	new
hope	NN	hope
for	IN	for
a	DT	a
cease-fire	NN	cease-fire
in	RB	in
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
Mr.	NP	Mr.
Biden	NP	Biden
said	VBD	say
he	PP	he
'	POS	'
d	NN	d
told	VBD	tell
Netanyahu	NP	<unknown>
that	IN	that
Sinwar	NP	<unknown>
had	VBD	have
blood	NN	blood
on	IN	on
his	PP$	his
hands	NNS	hand
,	,	,
adding	VBG	add
:	:	:
"	``	"
Let	VB	let
'	''	'
s	NNS	<unknown>
also	RB	also
make	VBP	make
this	DT	this
moment	NN	moment
an	DT	an
opportunity	NN	opportunity
"	''	"
for	IN	for
peace	NN	peace
.	SENT	.
<p>
But	CC	but
Hamas	NP	<unknown>
did	VBD	do
not	RB	not
mention	VB	mention
