<p>
Jerusalem	NP	Jerusalem
:	:	:
Gaza	NP	Gaza
under	IN	under
blackout	NN	blackout
has	VBZ	have
lost	VBN	lose
electricity	NN	electricity
and	CC	and
internet	NN	Internet
connectivity	NN	connectivity
and	CC	and
still	RB	still
refuses	VBZ	refuse
to	TO	to
return	VB	return
the	DT	the
Israeli	JJ	Israeli
citizens	NNS	citizen
it	PP	it
abducted	VBD	abduct
on	IN	on
7th	JJ	7th
October	NP	October
-	NN	<unknown>
even	RB	even
as	IN	as
it	PP	it
lies	VBZ	lie
largely	RB	largely
cut	VB	cut
off	RP	off
from	IN	from
the	DT	the
outside	JJ	outside
world	NN	world
on	IN	on
Saturday	NP	Saturday
.	SENT	.
Israel	NP	Israel
rained	VBD	rain
more	JJR	more
bombs	NNS	bomb
from	IN	from
the	DT	the
air	NN	air
and	CC	and
suggested	VBD	suggest
its	PP$	its
long-promised	VBN	long-promise
ground	NN	ground
offensive	NN	offensive
against	IN	against
Hamas	JJ	<unknown>
militants	NNS	militant
controlling	VBG	control
the	DT	the
Palestinian	JJ	Palestinian
enclave	NN	enclave
was	VBD	be
underway	JJ	underway
.	SENT	.
<p>
Israeli	JJ	Israeli
ground	NN	ground
forces	NNS	force
have	VBP	have
begun	VBN	begin
advancing	VBG	advance
into	IN	into
Gaza	NP	Gaza
and	CC	and
it	PP	it
looks	VBZ	look
like	IN	like
the	DT	the
much-hyped	VBN	<unknown>
and	CC	and
promised	VBN	promise
ground	NN	ground
offensive	NN	offensive
has	VBZ	have
finally	RB	finally
begun	VBN	begin
.	SENT	.
<p>
The	DT	the
Israel	NP	Israel
Defense	NP	Defense
Forces	NP	Forces
warns	VBZ	warn
residents	NNS	resident
of	IN	of
Gaza	NP	Gaza
City	NP	City
that	IN	that
the	DT	the
area	NN	area
is	VBZ	be
now	RB	now
a	DT	a
"	``	"
battlefield	NN	battlefield
,	,	,
"	``	"
as	IN	as
it	PP	it
steps	VBZ	step
up	RP	up
its	PP$	its
air	NN	air
campaign	NN	campaign
against	IN	against
Hamas	JJ	<unknown>
terrorists	NNS	terrorist
in	IN	in
the	DT	the
Palestinian	JJ	Palestinian
territory	NN	territory
,	,	,
reports	VBZ	report
The	DT	the
Times	NP	Times
Of	IN	of
Israel	NP	Israel
.	SENT	.
<p>
"	``	"
To	TO	to
the	DT	the
residents	NNS	resident
of	IN	of
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
:	:	:
The	DT	the
Gaza	NP	Gaza
governorate	NN	<unknown>
(	(	(
Gaza	NP	Gaza
City	NP	City
)	)	)
has	VBZ	have
become	VBN	become
a	DT	a
battlefield	NN	battlefield
.	SENT	.
Shelters	NNS	shelter
in	IN	in
northern	JJ	northern
Gaza	NP	Gaza
and	CC	and
Gaza	NP	Gaza
governorate	NNS	<unknown>
are	VBP	be
not	RB	not
safe	JJ	safe
,	,	,
"	''	"
the	DT	the
army	NN	army
says	VBZ	say
in	IN	in
leaflets	NNS	leaflet
dropped	VBN	drop
by	IN	by
fighter	NN	fighter
jets	NNS	jet
,	,	,
as	IN	as
it	PP	it
urges	VBZ	urge
residents	NNS	resident
to	TO	to
"	``	"
evacuate	VB	evacuate
immediately	RB	immediately
"	''	"
to	TO	to
the	DT	the
south	NN	south
.	SENT	.
<p>
The	DT	the
Ground	NP	Ground
Offensive	NP	Offensive
:	:	:
A	DT	a
New	NP	New
Phase	NN	phase
In	IN	in
The	DT	the
War	NP	War
<p>
Israel	NP	Israel
Defense	NP	Defense
Forces	NPS	Forces
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
tanks	NNS	tank
in	IN	in
Gaza	NP	Gaza
.	SENT	.
Israel	NP	Israel
'	POS	'
s	NN	S
Defense	NP	Defense
Minister	NP	Minister
Yoav	NP	<unknown>
Gallant	NN	gallant
says	VBZ	say
the	DT	the
"	``	"
war	NN	war
has	VBZ	have
entered	VBN	enter
a	DT	a
new	JJ	new
phase	NN	phase
"	''	"
,	,	,
underlining	VBG	underline
the	DT	the
stepped-up	JJ	stepped-up
ground	NN	ground
force	NN	force
activity	NN	activity
inside	IN	inside
Gaza	NP	Gaza
-	NN	<unknown>
according	VBG	accord
to	TO	to
a	DT	a
report	NN	report
in	IN	in
the	DT	the
Times	NP	Times
Of	IN	of
Israel	NP	Israel
.	SENT	.
"	``	"
The	DT	the
earth	NN	earth
in	IN	in
Gaza	NP	Gaza
shook	VBD	shake
,	,	,
"	``	"
Gallant	NN	gallant
is	VBZ	be
quoted	VBN	quote
saying	VBG	say
in	IN	in
a	DT	a
statement	NN	statement
from	IN	from
his	PP$	his
office	NN	office
.	SENT	.
"	''	"
We	PP	we
attacked	VBD	attack
above	IN	above
ground	NN	ground
and	CC	and
below	IN	below
ground	NN	ground
,	,	,
we	PP	we
attacked	VBD	attack
terror	NN	terror
operatives	NNS	operative
of	IN	of
all	DT	all
ranks	NNS	rank
,	,	,
in	IN	in
all	DT	all
places	NNS	place
.	SENT	.
The	DT	the
commands	NNS	command
to	TO	to
the	DT	the
forces	NNS	force
are	VBP	be
clear	JJ	clear
:	:	:
The	DT	the
operation	NN	operation
will	MD	will
continue	VB	continue
until	IN	until
a	DT	a
new	JJ	new
order	NN	order
.	SENT	.
"	''	"
<p>
Israel	NP	Israel
said	VBD	say
troops	NNS	troop
sent	VBN	send
in	IN	in
on	IN	on
Friday	NP	Friday
night	NN	night
were	VBD	be
still	RB	still
in	IN	in
the	DT	the
field	NN	field
whereas	IN	whereas
previously	RB	previously
it	PP	it
had	VBD	have
made	VBN	make
only	RB	only
brief	JJ	brief
sorties	NNS	sortie
during	IN	during
three	CD	three
weeks	NNS	week
of	IN	of
bombing	NN	bombing
to	TO	to
destroy	VB	destroy
Hamas	NNS	<unknown>
whom	WP	whom
it	PP	it
said	VBD	say
killed	VBN	kill
1,400	CD	@card@
Israelis	NNS	Israeli
,	,	,
mostly	RB	mostly
civilians	NNS	civilian
,	,	,
on	IN	on
October	NP	October
7	CD	@card@
.	SENT	.
"	``	"
We	PP	we
attacked	VBD	attack
above	IN	above
the	DT	the
ground	NN	ground
and	CC	and
under	IN	under
the	DT	the
ground	NN	ground
,	,	,
we	PP	we
attacked	VBD	attack
terror	NN	terror
operatives	NNS	operative
of	IN	of
all	DT	all
ranks	NNS	rank
,	,	,
everywhere	RB	everywhere
,	,	,
"	''	"
Gallant	NN	gallant
said	VBD	say
in	IN	in
a	DT	a
video	JJ	video
statement	NN	statement
,	,	,
says	VBZ	say
a	DT	a
Reuters	NP	Reuters
report	NN	report
.	SENT	.
<p>
"	''	"
The	DT	the
operation	NN	operation
will	MD	will
continue	VB	continue
until	IN	until
a	DT	a
new	JJ	new
order	NN	order
.	SENT	.
"	''	"
<p>
Israel	NP	Israel
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
from	IN	from
the	DT	the
north	NN	north
where	WRB	where
it	PP	it
says	VBZ	say
Hamas	NP	<unknown>
is	VBZ	be
hiding	VBG	hide
under	IN	under
civilian	JJ	civilian
buildings	NNS	building
.	SENT	.
Palestinians	NPS	Palestinians
say	VBP	say
nowhere	RB	nowhere
is	VBZ	be
safe	JJ	safe
.	SENT	.
<p>
Gaza	NP	Gaza
has	VBZ	have
been	VBN	be
under	IN	under
an	DT	an
almost	RB	almost
complete	JJ	complete
communications	NNS	communication
blackout	NN	blackout
since	IN	since
Friday	NP	Friday
evening	NN	evening
,	,	,
which	WDT	which
the	DT	the
Palestinian	JJ	Palestinian
Red	NP	Red
Crescent	NP	Crescent
blamed	VBD	blame
on	IN	on
Israel	NP	Israel
.	SENT	.
<p>
The	DT	the
few	JJ	few
journalists	NNS	journalist
who	WP	who
made	VBD	make
contact	NN	contact
with	IN	with
the	DT	the
outside	JJ	outside
world	NN	world
also	RB	also
said	VBD	say
the	DT	the
situation	NN	situation
was	VBD	be
the	DT	the
worst	JJS	bad
it	PP	it
had	VBD	have
been	VBN	be
.	SENT	.
<p>
"	``	"
If	IN	if
you	PP	you
are	VBP	be
dying	VBG	die
,	,	,
you	PP	you
ca	MD	ca
n't	RB	n't
ring	VB	ring
up	RP	up
the	DT	the
ambulance	NN	ambulance
service	NN	service
.	SENT	.
If	IN	if
you	PP	you
are	VBP	be
stuck	VBN	stick
,	,	,
whatever	WDT	whatever
happens	VBZ	happen
,	,	,
you	PP	you
ca	MD	ca
n't	RB	n't
communicate	VB	communicate
with	IN	with
anyone	NN	anyone
,	,	,
"	''	"
Plestia	NP	<unknown>
Alaqad	NP	<unknown>
said	VBD	say
in	IN	in
a	DT	a
video	NN	video
