<h>
Newsletters	NNS	newsletter
<p>
Egypt	NP	Egypt
proposed	VBD	propose
a	DT	a
multifaceted	JJ	multifaceted
solution	NN	solution
to	TO	to
end	VB	end
the	DT	the
Israel-Hamas	JJ	<unknown>
war	NN	war
,	,	,
raising	VBG	raise
the	DT	the
possibilities	NNS	possibility
of	IN	of
a	DT	a
new	JJ	new
round	NN	round
of	IN	of
diplomatic	JJ	diplomatic
efforts	NNS	effort
to	TO	to
halt	VB	halt
the	DT	the
war	NN	war
,	,	,
even	RB	even
if	IN	if
temporarily	RB	temporarily
.	SENT	.
<p>
The	DT	the
proposal	NN	proposal
,	,	,
as	RB	as
reported	VBN	report
by	IN	by
the	DT	the
Associated	NP	Associated
Press	NP	Press
,	,	,
would	MD	would
call	VB	call
for	IN	for
a	DT	a
phased	VBN	phase
release	NN	release
of	IN	of
the	DT	the
hostages	NNS	hostage
held	VBN	hold
by	IN	by
Hamas	NNS	<unknown>
in	IN	in
addition	NN	addition
to	TO	to
the	DT	the
formation	NN	formation
of	IN	of
a	DT	a
Palestinian	JJ	Palestinian
government	NN	government
of	IN	of
experts	NNS	expert
to	TO	to
administer	VB	administer
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
and	CC	and
West	NP	West
Bank	NP	Bank
temporarily	RB	temporarily
.	SENT	.
<p>
Egypt	NP	Egypt
worked	VBD	work
with	IN	with
Qatar	NP	Qatar
on	IN	on
the	DT	the
proposal	NN	proposal
,	,	,
which	WDT	which
would	MD	would
not	RB	not
only	RB	only
end	VB	end
the	DT	the
war	NN	war
but	CC	but
lays	VBZ	lay
out	RP	out
what	WP	what
happens	VBZ	happen
once	IN	once
it	PP	it
ends	VBZ	end
,	,	,
and	CC	and
presented	VBD	present
it	PP	it
to	TO	to
Israel	NP	Israel
,	,	,
Hamas	NP	<unknown>
,	,	,
the	DT	the
U.S.	NP	U.S.
,	,	,
and	CC	and
European	JJ	European
governments	NNS	government
.	SENT	.
<p>
The	DT	the
deal	NN	deal
calls	VBZ	call
for	IN	for
a	DT	a
two-week	JJ	two-week
ceasefire	NN	ceasefire
in	IN	in
which	WDT	which
Hamas	NP	<unknown>
and	CC	and
Palestinian	NP	Palestinian
Islamic	NP	Islamic
Jihad	NP	Jihad
,	,	,
a	DT	a
smaller	JJR	small
terrorist	JJ	terrorist
group	NN	group
also	RB	also
involved	VBN	involve
in	IN	in
the	DT	the
war	NN	war
,	,	,
would	MD	would
release	VB	release
40	CD	@card@
to	TO	to
50	CD	@card@
hostages	NNS	hostage
,	,	,
mainly	RB	mainly
women	NNS	woman
,	,	,
the	DT	the
sick	JJ	sick
,	,	,
and	CC	and
the	DT	the
elderly	JJ	elderly
,	,	,
in	IN	in
exchange	NN	exchange
for	IN	for
about	RB	about
three	CD	three
times	NNS	time
as	IN	as
many	JJ	many
Palestinians	NNS	Palestinian
from	IN	from
Israeli	JJ	Israeli
prisons	NNS	prison
.	SENT	.
This	DT	this
would	MD	would
maintain	VB	maintain
the	DT	the
3-for-1	JJ	3-for-1
ratio	NN	ratio
agreed	VBD	agree
upon	RP	upon
in	IN	in
the	DT	the
first	JJ	first
ceasefire	NN	ceasefire
last	JJ	last
month	NN	month
.	SENT	.
<p>
Egypt	NP	Egypt
and	CC	and
Qatar	NP	Qatar
would	MD	would
work	VB	work
with	IN	with
various	JJ	various
Palestinian	JJ	Palestinian
factions	NNS	faction
,	,	,
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
experts	NNS	expert
,	,	,
while	IN	while
they	PP	they
work	VBP	work
toward	IN	toward
presidential	JJ	presidential
and	CC	and
parliamentary	JJ	parliamentary
elections	NNS	election
.	SENT	.
<p>
As	IN	as
they	PP	they
worked	VBD	work
that	IN	that
out	RB	out
,	,	,
both	DT	both
sides	NNS	side
would	MD	would
negotiate	VB	negotiate
a	DT	a
significant	JJ	significant
"	``	"
all-for-all	JJ	<unknown>
"	''	"
deal	NN	deal
,	,	,
in	IN	in
which	WDT	which
all	DT	all
remaining	VBG	remain
hostages	NNS	hostage
would	MD	would
be	VB	be
released	VBN	release
in	IN	in
exchange	NN	exchange
for	IN	for
all	PDT	all
the	DT	the
Palestinian	JJ	Palestinian
prisoners	NNS	prisoner
in	IN	in
Israel	NP	Israel
,	,	,
in	IN	in
addition	NN	addition
to	TO	to
Israel	NP	Israel
'	POS	'
s	JJ	<unknown>
withdrawal	NN	withdrawal
from	IN	from
Gaza	NP	Gaza
militarily	RB	militarily
and	CC	and
the	DT	the
cessation	NN	cessation
of	IN	of
Palestinian	JJ	Palestinian
terrorists	NNS	terrorist
firing	VBG	fire
rockets	NNS	rocket
into	IN	into
Israel	NP	Israel
.	SENT	.
<p>
Izzat	NP	Izzat
Rishq	NP	<unknown>
,	,	,
a	DT	a
senior	JJ	senior
Hamas	NN	<unknown>
official	NN	official
,	,	,
issued	VBD	issue
a	DT	a
statement	NN	statement
reiterating	VBG	reiterate
the	DT	the
group	NN	group
'	POS	'
s	JJ	<unknown>
stance	NN	stance
that	IN	that
a	DT	a
"	``	"
complete	JJ	complete
end	NN	end
to	TO	to
the	DT	the
aggression	NN	aggression
"	``	"
is	VBZ	be
a	DT	a
must	MD	must
.	SENT	.
<p>
Gershon	NP	Gershon
Baskin	NP	Baskin
,	,	,
who	WP	who
negotiated	VBD	negotiate
from	IN	from
the	DT	the
Israeli	JJ	Israeli
