<p>
Rep.	NP	Rep.
Rashida	NP	Rashida
Tlaib	NP	<unknown>
,	,	,
D-Mich	NP	<unknown>
.	SENT	.
,	,	,
called	VBD	call
Israeli	NP	Israeli
Prime	NP	Prime
Minister	NP	Minister
Benjamin	NP	Benjamin
Netanyahu	NP	<unknown>
a	DT	a
"	``	"
war	NN	war
criminal	NN	criminal
"	''	"
on	IN	on
Thursday	NP	Thursday
during	IN	during
fiery	JJ	fiery
remarks	NNS	remark
that	WDT	that
grew	VBD	grow
more	RBR	more
contentious	JJ	contentious
when	WRB	when
a	DT	a
Capitol	NP	Capitol
Hill	NP	Hill
staffer	NN	staffer
used	VBD	use
an	DT	an
umbrella	NN	umbrella
to	TO	to
obstruct	VB	obstruct
a	DT	a
Fox	NP	Fox
News	NP	News
cameraman	NN	cameraman
who	WP	who
was	VBD	be
filming	VBG	film
the	DT	the
exchange	NN	exchange
.	SENT	.
<p>
The	DT	the
unidentified	JJ	unidentified
aide	NN	aide
is	VBZ	be
seen	VBN	see
in	IN	in
video	NN	video
of	IN	of
the	DT	the
encounter	NN	encounter
repeatedly	RB	repeatedly
opening	VBG	open
and	CC	and
closing	VBG	close
his	PP$	his
umbrella	NN	umbrella
.	SENT	.
The	DT	the
action	NN	action
interferes	VBZ	interfere
with	IN	with
the	DT	the
camera	NN	camera
shot	NN	shot
and	CC	and
at	IN	at
one	CD	one
point	NN	point
the	DT	the
umbrella	NN	umbrella
seemingly	RB	seemingly
makes	VBZ	make
contact	NN	contact
with	IN	with
the	DT	the
operator	NN	operator
,	,	,
who	WP	who
witnesses	NNS	witness
say	VBP	say
was	VBD	be
hit	VBN	hit
in	IN	in
the	DT	the
face	NN	face
and	CC	and
upper	JJ	upper
body	NN	body
.	SENT	.
<p>
The	DT	the
interaction	NN	interaction
occurred	VBD	occur
as	IN	as
Chad	NP	Chad
Pergram	NP	Pergram
,	,	,
Fox	NP	Fox
News	NP	News
Channel	NP	Channel
'	POS	'
s	JJ	<unknown>
senior	JJ	senior
congressional	JJ	congressional
correspondent	NN	correspondent
,	,	,
was	VBD	be
asking	VBG	ask
Tlaib	NP	<unknown>
about	IN	about
Netanyahu	NP	<unknown>
potentially	RB	potentially
being	VBG	be
asked	VBN	ask
to	TO	to
address	VB	address
members	NNS	member
of	IN	of
Congress	NP	Congress
.	SENT	.
The	DT	the
prospects	NNS	prospect
for	IN	for
such	PDT	such
an	DT	an
invite	NN	invite
have	VBP	have
gained	VBN	gain
momentum	NN	momentum
in	IN	in
the	DT	the
wake	NN	wake
of	IN	of
the	DT	the
recent	JJ	recent
decision	NN	decision
by	IN	by
the	DT	the
International	NP	International
Criminal	NP	Criminal
Court	NP	Court
to	TO	to
issue	VB	issue
an	DT	an
arrest	NN	arrest
warrant	NN	warrant
for	IN	for
Netanyahu	NP	<unknown>
,	,	,
who	WP	who
has	VBZ	have
overseen	VBN	oversee
Israel	NP	Israel
'	POS	'
s	JJ	<unknown>
war	NN	war
against	IN	against
Hamas	JJ	<unknown>
terrorists	NNS	terrorist
in	IN	in
Gaza	NP	Gaza
.	SENT	.
The	DT	the
move	NN	move
by	IN	by
the	DT	the
ICC	NP	ICC
has	VBZ	have
drawn	VBN	draw
bipartisan	JJ	bipartisan
ire	NN	ire
,	,	,
though	IN	though
Tlaib	NP	<unknown>
has	VBZ	have
been	VBN	be
a	DT	a
consistent	JJ	consistent
critic	NN	critic
of	IN	of
Netanyahu	NP	<unknown>
.	SENT	.
<p>
"	``	"
What	WP	what
happens	VBZ	happen
if	IN	if
Netanyahu	NP	<unknown>
comes	VBZ	come
to	TO	to
speak	VB	speak
?	SENT	?
"	''	"
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
the	DT	the
umbrella	NN	umbrella
,	,	,
obstructing	VBG	obstruct
the	DT	the
camera	NN	camera
'	POS	'
s	NN	S
view	NN	view
and	CC	and
forcing	VBG	force
Pergram	NP	Pergram
to	TO	to
move	VB	move
.	SENT	.
<p>
The	DT	the
incident	NN	incident
was	VBD	be
captured	VBN	capture
on	IN	on
film	NN	film
and	CC	and
took	VBD	take
place	NN	place
as	IN	as
Chad	NP	Chad
Pergram	NP	Pergram
,	,	,
Fox	NP	Fox
News	NP	News
Channel	NP	Channel
'	POS	'
s	JJ	<unknown>
senior	JJ	senior
congressional	JJ	congressional
correspondent	NN	correspondent
,	,	,
asked	VBD	ask
Tlaib	NP	<unknown>
about	IN	about
the	DT	the
prospects	NNS	prospect
of	IN	of
Netanyahu	NP	<unknown>
speaking	VBG	speak
to	TO	to
members	NNS	member
of	IN	of
Congress	NP	Congress
.	SENT	.
(	(	(
Fox	NP	Fox
News	NP	News
)	)	)
<p>
"	``	"
Ms.	NP	Ms.
Tlaib	NP	<unknown>
,	,	,
what	WP	what
happens	VBZ	happen
if	IN	if
Netanyahu	NP	<unknown>
comes	VBZ	come
to	TO	to
speak	VB	speak
?	SENT	?
Is	VBZ	be
that	IN	that
