lemma	target_count	comparison_count	target_per_1k	comparison_per_1k	expected	LL	%DIFF	status
consulate	50	255	150.15	9.73	3.83	172.08	175.65	POSKW
iranian	79	1663	237.24	63.49	21.87	90.6	115.56	POSKW
govt	15	61	45.05	2.33	0.95	57.37	180.34	POSKW
famine	64	1660	192.19	63.37	21.64	55.13	100.81	POSKW
revolutionary	21	204	63.06	7.79	2.82	49.44	156.03	POSKW
consular	17	120	51.05	4.58	1.72	49.13	167.06	POSKW
drone	72	2168	216.22	82.76	28.12	48.51	89.27	POSKW
worker	79	2579	237.24	98.45	33.37	45.71	82.69	POSKW
embassy	39	820	117.12	31.3	10.78	44.79	115.64	POSKW
seventh	19	189	57.06	7.22	2.61	43.99	155.1	POSKW
us-based	14	91	42.04	3.47	1.32	42.42	169.47	POSKW
guard	38	827	114.11	31.57	10.86	41.79	113.32	POSKW
proxy	39	887	117.12	33.86	11.62	40.49	110.29	POSKW
six-month	12	64	36.04	2.44	0.95	40.39	174.6	POSKW
unintentional	10	37	30.03	1.41	0.59	39.84	182.03	POSKW
chef	15	124	45.05	4.73	1.74	39.35	161.96	POSKW
steer	14	108	42.04	4.12	1.53	38.36	164.28	POSKW
bulletin	18	204	54.05	7.79	2.79	37.81	149.63	POSKW
minute-by-minute	17	181	51.05	6.91	2.49	37.45	152.31	POSKW
two-week	12	74	36.04	2.82	1.08	37.43	170.92	POSKW
foe	16	170	48.05	6.49	2.33	35.3	152.4	POSKW
offensive	112	4799	336.34	183.2	61.65	33.56	58.95	POSKW
charity	31	694	93.09	26.49	9.1	32.87	111.38	POSKW
economic	45	1331	135.14	50.81	17.27	31.29	90.7	POSKW
unload	12	103	36.04	3.93	1.44	30.73	160.65	POSKW
restraint	23	428	69.07	16.34	5.66	30.49	123.48	POSKW
retaliation	45	1369	135.14	52.26	17.75	29.76	88.45	POSKW
airspace	14	157	42.04	5.99	2.15	29.65	150.09	POSKW
southernmost	16	214	48.05	8.17	2.89	29.34	141.87	POSKW
strike	157	7740	471.47	295.48	99.13	29.07	45.89	POSKW
polish	10	71	30.03	2.71	1.02	28.8	166.89	POSKW
retaliatory	41	1254	123.12	47.87	16.26	26.85	88.02	POSKW
ally	91	3928	273.27	149.95	50.45	26.67	58.28	POSKW
wasteland	11	103	33.03	3.93	1.43	26.57	157.45	POSKW
anti-government	11	104	33.03	3.97	1.44	26.39	157.08	POSKW
retaliate	28	701	84.08	26.76	9.15	25.43	103.43	POSKW
general	48	1640	144.14	62.61	21.19	25.31	78.87	POSKW
mistake	31	839	93.09	32.03	10.92	25.0	97.61	POSKW
grave	36	1067	108.11	40.73	13.85	24.94	90.53	POSKW
happening	19	361	57.06	13.78	4.77	24.61	122.18	POSKW
regional	61	2362	183.18	90.17	30.42	24.13	68.05	POSKW
tally	47	1630	141.14	62.23	21.05	24.01	77.61	POSKW
convoy	29	784	87.09	29.93	10.21	23.43	97.69	POSKW
officer	50	1824	150.15	69.63	23.52	22.83	73.27	POSKW
heartbroken	12	157	36.04	5.99	2.12	22.43	142.96	POSKW
missile	66	2709	198.2	103.42	34.83	22.38	62.85	POSKW
confrontation	21	475	63.06	18.13	6.23	21.96	110.67	POSKW
