<p>
WASHINGTON	NP	WASHINGTON
:	:	:
Israel	NP	Israel
appro	NN	appro
?	SENT	?
ved	VBN	vedited
the	DT	the
transfer	NN	transfer
of	IN	of
more	JJR	more
than	IN	than
$1	JJ	<unknown>
billion	NNS	billion
from	IN	from
Qatar	NP	Qatar
to	TO	to
Gaza	NP	Gaza
,	,	,
even	RB	even
though	IN	though
there	EX	there
were	VBD	be
intelligence	NN	intelligence
warnings	NNS	warning
that	IN	that
the	DT	the
group	NN	group
was	VBD	be
planning	VBG	plan
large-scale	JJ	large-scale
attacks	NNS	attack
into	IN	into
Israel	NP	Israel
,	,	,
US	NP	US
and	CC	and
Israeli	JJ	Israeli
media	NNS	medium
reported	VBN	report
on	IN	on
Monday	NP	Monday
.	SENT	.
<p>
The	DT	the
New	NP	New
York	NP	York
Times	NP	Times
,	,	,
CNN	NP	CNN
and	CC	and
Ha'aretz	NP	Ha'aretz
reported	VBD	report
that	IN	that
from	IN	from
2012	CD	@card@
to	TO	to
2018	CD	@card@
,	,	,
more	JJR	more
than	IN	than
$1.1bn	NN	<unknown>
reached	VBN	reach
Gaza	NP	Gaza
from	IN	from
Qatar	NP	Qatar
,	,	,
with	IN	with
the	DT	the
Israeli	JJ	Israeli
government	NN	government
'	POS	'
s	NN	S
approval	NN	approval
.	SENT	.
<p>
Last	JJ	last
year	NN	year
Qatar	NP	Qatar
gave	VBD	give
Gaza	NP	Gaza
$200	NP	<unknown>
million	CD	million
for	IN	for
aid	NN	aid
,	,	,
fuel	NN	fuel
and	CC	and
government	NN	government
salaries	NNS	salary
--	:	--
and	CC	and
could	MD	could
provide	VB	provide
hundreds	NNS	hundred
of	IN	of
millions	NNS	million
more	RBR	more
this	DT	this
year	NN	year
,	,	,
the	DT	the
reports	NNS	report
claimed	VBD	claim
.	SENT	.
<p>
The	DT	the
information	NN	information
on	IN	on
the	DT	the
money	NN	money
was	VBD	be
collected	VBN	collect
by	IN	by
an	DT	an
international	JJ	international
organisation	NN	organisation
and	CC	and
was	VBD	be
