<h>
Why	WRB	why
Israel	NP	Israel
Wo	MD	wo
n't	RB	n't
Stop	VB	stop
Fighting	NN	fighting
Despite	IN	despite
The	DT	the
Mounting	VBG	mount
Losses	NNS	loss
<p>
Nine	CD	nine
Israeli	JJ	Israeli
soldiers	NNS	soldier
were	VBD	be
killed	VBN	kill
in	IN	in
a	DT	a
single	JJ	single
attack	NN	attack
in	IN	in
northern	JJ	northern
Gaza	NP	Gaza
on	IN	on
Tuesday	NP	Tuesday
,	,	,
an	DT	an
incident	NN	incident
that	WDT	that
was	VBD	be
among	IN	among
the	DT	the
deadliest	JJS	deadly
for	IN	for
Israeli	JJ	Israeli
forces	NNS	force
since	IN	since
the	DT	the
beginning	NN	beginning
of	IN	of
their	PP$	their
ground	NN	ground
operation	NN	operation
on	IN	on
October	NP	October
27	CD	@card@
.	SENT	.
<p>
The	DT	the
news	NN	news
sent	VBD	send
shockwaves	NNS	shockwave
through	IN	through
Israel	NP	Israel
,	,	,
where	WRB	where
many	JJ	many
are	VBP	be
still	RB	still
grieving	VBG	grieve
from	IN	from
the	DT	the
October	NP	October
7	CD	@card@
terror	NN	terror
attack	NN	attack
by	IN	by
Hamas	NP	<unknown>
.	SENT	.
But	CC	but
analysts	NNS	analyst
say	VBP	say
it	PP	it
is	VBZ	be
unlikely	RB	unlikely
the	DT	the
incident	NN	incident
will	MD	will
weaken	VB	weaken
the	DT	the
support	NN	support
for	IN	for
the	DT	the
war	NN	war
among	IN	among
the	DT	the
Israeli	JJ	Israeli
public	NN	public
.	SENT	.
The	DT	the
stakes	NNS	stake
,	,	,
they	PP	they
say	VBP	say
,	,	,
are	VBP	be
way	RB	way
too	RB	too
high	JJ	high
.	SENT	.
<p>
According	VBG	accord
to	TO	to
the	DT	the
official	JJ	official
count	NN	count
,	,	,
115	CD	@card@
Israel	NP	Israel
Defense	NP	Defense
Forces	NPS	Forces
(	(	(
IDF	NP	IDF
)	)	)
soldiers	NNS	soldier
have	VBP	have
been	VBN	be
killed	VBN	kill
in	IN	in
Gaza	NP	Gaza
combat	NN	combat
since	IN	since
the	DT	the
start	NN	start
of	IN	of
the	DT	the
invasion	NN	invasion
.	SENT	.
<p>
The	DT	the
number	NN	number
is	VBZ	be
dwarfed	VBN	dwarf
by	IN	by
the	DT	the
enormous	JJ	enormous
death	NN	death
toll	NN	toll
among	IN	among
Palestinians	NPS	Palestinians
in	IN	in
Gaza	NP	Gaza
.	SENT	.
According	VBG	accord
to	TO	to
the	DT	the
Hamas-run	NP	<unknown>
Ministry	NP	Ministry
of	IN	of
Health	NP	Health
in	IN	in
Gaza	NP	Gaza
,	,	,
18,412	CD	@card@
had	VBD	have
been	VBN	be
killed	VBN	kill
as	RB	as
of	IN	of
Tuesday	NP	Tuesday
.	SENT	.
CNN	NP	CNN
can	MD	can
not	RB	not
independently	RB	independently
verify	VB	verify
that	DT	that
number	NN	number
,	,	,
but	CC	but
the	DT	the
IDF	NP	IDF
said	VBD	say
it	PP	it
has	VBZ	have
struck	VBN	strike
more	JJR	more
than	IN	than
22,000	CD	@card@
targets	NNS	target
in	IN	in
Gaza	NP	Gaza
since	IN	since
the	DT	the
beginning	NN	beginning
of	IN	of
the	DT	the
war	NN	war
.	SENT	.
<p>
"	''	"
Right	RB	right
now	RB	now
,	,	,
for	IN	for
the	DT	the
Israeli	JJ	Israeli
public	NN	public
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
is	VBZ	be
such	JJ	such
that	IN	that
we	PP	we
'	POS	'
re	NN	re
willing	JJ	willing
to	TO	to
go	VB	go
to	TO	to
a	DT	a
relatively	RB	relatively
high	JJ	high
number	NN	number
(	(	(
of	IN	of
casualties	NNS	casualty
)	)	)
to	TO	to
destroy	VB	destroy
it	PP	it
,	,	,
"	``	"
security	NN	security
expert	NN	expert
and	CC	and
retired	VBD	retire
IDF	NP	IDF
Colonel	NP	Colonel
Miri	NNS	mir
Eisin	NP	<unknown>
told	VBD	tell
CNN	NP	CNN
.	SENT	.
<p>
Eisin	NP	<unknown>
'	POS	'
s	NN	S
husband	NN	husband
