<p>
New	NP	New
Delhi	NP	Delhi
:	:	:
The	DT	the
Israeli	JJ	Israeli
military	NN	military
claims	VBZ	claim
to	TO	to
have	VB	have
discovered	VBN	discover
a	DT	a
tunnel	NN	tunnel
underneath	IN	underneath
the	DT	the
Gaza	NP	Gaza
HQ	NP	HQ
of	IN	of
the	DT	the
UN	NP	UN
Relief	NP	Relief
and	CC	and
Works	NP	Works
Agency	NP	Agency
for	IN	for
Palestine	NP	Palestine
Refugees	NNS	refugee
in	IN	in
the	DT	the
Near	NP	Near
East	NP	East
(	(	(
UNRWA	NP	<unknown>
)	)	)
,	,	,
alleging	VBG	allege
that	IN	that
all	DT	all
tunnels	NNS	tunnel
operated	VBN	operate
by	IN	by
Hamas	NNS	<unknown>
underneath	IN	underneath
the	DT	the
Palestinian	JJ	Palestinian
enclave	NN	enclave
were	VBD	be
powered	VBN	power
from	IN	from
here	RB	here
.	SENT	.
The	DT	the
Israel	NP	Israel
Defence	NN	defence
Forces	NP	Forces
(	(	(
IDF	NP	IDF
)	)	)
also	RB	also
invited	VBD	invite
international	JJ	international
media	NNS	medium
to	TO	to
survey	VB	survey
the	DT	the
tunnel	NN	tunnel
,	,	,
which	WDT	which
they	PP	they
said	VBD	say
is	VBZ	be
700	CD	@card@
metres	NNS	metre
long	RB	long
and	CC	and
18	CD	@card@
metres	NNS	metre
deep	JJ	deep
.	SENT	.
<p>
"	''	"
Acting	VBG	act
on	IN	on
ISA	NP	Isa
intelligence	NN	intelligence
,	,	,
the	DT	the
forces	NNS	force
discovered	VBD	discover
a	DT	a
tunnel	NN	tunnel
shaft	NN	shaft
near	IN	near
an	DT	an
UNRWA	NP	<unknown>
school	NN	school
,	,	,
leading	VBG	lead
to	TO	to
an	DT	an
underground	JJ	underground
terrorist	JJ	terrorist
tunnel	NN	tunnel
beneath	IN	beneath
UNRWA	NP	<unknown>
'	POS	'
s	JJ	<unknown>
main	JJ	main
headquarters	NN	headquarters
.	SENT	.
The	DT	the
forces	NNS	force
found	VBD	find
electrical	JJ	electrical
infrastructure	NN	infrastructure
inside	IN	inside
the	DT	the
tunnel	NN	tunnel
connected	VBN	connect
to	TO	to
UNRWA	NP	<unknown>
'	POS	'
s	NN	S
main	JJ	main
HQ	NP	HQ
,	,	,
suggesting	VBG	suggest
it	PP	it
was	VBD	be
supplying	VBG	supply
the	DT	the
tunnel	NN	tunnel
with	IN	with
electricity	NN	electricity
--	:	--
generated	VBN	generate
by	IN	by
the	DT	the
fuel	NN	fuel
provided	VBN	provide
through	IN	through
humanitarian	JJ	humanitarian
aid	NN	aid
,	,	,
"	''	"
the	DT	the
IDF	NP	IDF
said	VBD	say
in	IN	in
a	DT	a
post	NN	post
on	IN	on
X	NP	X
(	(	(
formerly	RB	formerly
Twitter	VB	twitter
)	)	)
.	SENT	.
<p>
It	PP	it
added	VBD	add
that	IN	that
the	DT	the
tunnel	NN	tunnel
"	``	"
contained	VBD	contain
multiple	JJ	multiple
blast	NN	blast
doors	NNS	door
and	CC	and
various	JJ	various
intelligence	NN	intelligence
assets	NNS	asset
seized	VBN	seize
by	IN	by
the	DT	the
forces	NNS	force
"	''	"
and	CC	and
that	IN	that
"	``	"
intelligence	NN	intelligence
and	CC	and
documents	NNS	document
found	VBN	find
confirmed	VBD	confirm
the	DT	the
offices	NNS	office
'	POS	'
use	NN	use
by	IN	by
Hamas	JJ	<unknown>
terrorists	NNS	terrorist
"	''	"
.	SENT	.
<p>
Acting	VBG	act
on	IN	on
ISA	NP	Isa
intelligence	NN	intelligence
,	,	,
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
,	,	,
leading	VBG	lead
to	TO	to
an	DT	an
underground	JJ	underground
terrorist	JJ	terrorist
tunnel	NN	tunnel
beneath	IN	beneath
UNRWA	NP	<unknown>
'	POS	'
s	JJ	<unknown>
main	JJ	main
headquarters	NN	headquarters
.	SENT	.
The	DT	the
forces	NNS	force
found	VBD	find
electrical	JJ	electrical
infrastructure	NN	infrastructure
inside	IN	inside
the	DT	the
tunnel	NN	tunnel
...	:	...
**26	NN	<unknown>
;	:	;
85	CD	@card@
;	:	;
TOOLONG	NN	<unknown>
<p>
"	``	"
Large	JJ	large
quantities	NNS	quantity
of	IN	of
weapons	NNS	weapon
,	,	,
including	VBG	include
rifles	NNS	rifle
,	,	,
ammunition	NN	ammunition
,	,	,
grenades	NNS	grenade
and	CC	and
explosives	NNS	explosive
,	,	,
were	VBD	be
uncovered	VBN	uncover
hidden	VBN	hide
in	IN	in
