<p>
During	IN	during
a	DT	a
CNN	NP	CNN
interview	NN	interview
,	,	,
Sen.	NP	Sen.
John	NP	John
Fetterman	NP	Fetterman
,	,	,
D-Penn	NP	<unknown>
.	SENT	.
,	,	,
trashed	VBD	trash
accusations	NNS	accusation
that	IN	that
Israel	NP	Israel
has	VBZ	have
committed	VBN	commit
war	NN	war
crimes	NNS	crime
it	PP	it
its	PP$	its
retaliation	NN	retaliation
for	IN	for
Hamas	NP	<unknown>
'	POS	'
Oct.	NP	Oct.
7	CD	@card@
terror	NN	terror
attack	NN	attack
.	SENT	.
<p>
Sen.	NP	Sen.
John	NP	John
Fetterman	NP	Fetterman
,	,	,
D-Pa	NP	<unknown>
.	SENT	.
,	,	,
ripped	VBD	rip
claims	NNS	claim
in	IN	in
a	DT	a
new	JJ	new
interview	NN	interview
that	IN	that
Israel	NP	Israel
has	VBZ	have
committed	VBN	commit
war	NN	war
crimes	NNS	crime
in	IN	in
its	PP$	its
retaliatory	JJ	retaliatory
strikes	NNS	strike
against	IN	against
Hamas	NNS	<unknown>
following	VBG	follow
its	PP$	its
Oct.	NP	Oct.
7	CD	@card@
massacre	NN	massacre
in	IN	in
the	DT	the
country	NN	country
.	SENT	.
<p>
Fetterman	NP	Fetterman
told	VBD	tell
CNN	NP	CNN
anchor	NN	anchor
Abby	NP	Abby
Phillip	NP	Phillip
Monday	NP	Monday
night	NN	night
that	IN	that
Hamas	NP	<unknown>
must	MD	must
be	VB	be
destroyed	VBN	destroy
in	IN	in
order	NN	order
for	IN	for
Israelis	NPS	Israelis
to	TO	to
exist	VB	exist
peacefully	RB	peacefully
and	CC	and
said	VBD	say
he	PP	he
values	VBZ	value
the	DT	the
lives	NNS	life
of	IN	of
innocent	JJ	innocent
Palestinian	JJ	Palestinian
children	NNS	child
as	RB	as
much	RB	much
as	IN	as
he	PP	he
does	VBZ	do
innocent	JJ	innocent
Israeli	JJ	Israeli
children	NNS	child
.	SENT	.
The	DT	the
Democrat	NP	Democrat
has	VBZ	have
taken	VBN	take
heat	NN	heat
from	IN	from
the	DT	the
party	NN	party
'	POS	'
s	NN	S
left	VBD	leave
flank	NN	flank
for	IN	for
his	PP$	his
staunch	JJ	staunch
support	NN	support
of	IN	of
Israel	NP	Israel
in	IN	in
media	NNS	medium
and	CC	and
public	JJ	public
appearances	NNS	appearance
.	SENT	.
<p>
Phillip	NP	Phillip
brought	VBD	bring
up	RP	up
accusations	NNS	accusation
Israel	NP	Israel
has	VBZ	have
committed	VBN	commit
war	NN	war
crimes	NNS	crime
in	IN	in
Gaza	NP	Gaza
following	VBG	follow
the	DT	the
Oct.	NP	Oct.
7	CD	@card@
terrorist	JJ	terrorist
attack	NN	attack
.	SENT	.
<p>
"	``	"
Do	VBP	do
you	PP	you
believe	VBP	believe
that	DT	that
anything	NN	anything
that	IN	that
