<p>
Prime	NP	Prime
Minister	NP	Minister
Benjamin	NP	Benjamin
Netanyahu	NP	<unknown>
extended	VBD	extend
congratulations	NNS	congratulation
and	CC	and
his	PP$	his
"	``	"
warmest	JJS	warm
wishes	NNS	wish
"	``	"
to	TO	to
President	NP	President
Donald	NP	Donald
Trump	NP	Trump
,	,	,
who	WP	who
was	VBD	be
just	RB	just
inaugurated	VBN	inaugurate
for	IN	for
his	PP$	his
second	JJ	second
term	NN	term
on	IN	on
Monday	NP	Monday
evening	NN	evening
.	SENT	.
<p>
"	``	"
Your	PP$	your
first	JJ	first
term	NN	term
as	IN	as
President	NP	President
was	VBD	be
filled	VBN	fill
with	IN	with
groundbreaking	JJ	groundbreaking
moments	NNS	moment
in	IN	in
the	DT	the
history	NN	history
of	IN	of
the	DT	the
great	JJ	great
alliance	NN	alliance
between	IN	between
our	PP$	our
two	CD	two
countries	NNS	country
,	,	,
"	''	"
Netanyahu	NP	<unknown>
added	VBD	add
.	SENT	.
<p>
The	DT	the
Israeli	JJ	Israeli
prime	JJ	prime
minister	NN	minister
drew	VBD	draw
attention	NN	attention
to	TO	to
various	JJ	various
moves	NNS	move
made	VBN	make
by	IN	by
Trump	NP	Trump
during	IN	during
his	PP$	his
first	JJ	first
term	NN	term
,	,	,
including	VBG	include
the	DT	the
decision	NN	decision
to	TO	to
withdraw	VB	withdraw
from	IN	from
the	DT	the
Iran	NP	Iran
nuclear	JJ	nuclear
deal	NN	deal
,	,	,
his	PP$	his
recognition	NN	recognition
of	IN	of
Jerusalem	NP	Jerusalem
as	IN	as
Israel	NP	Israel
'	POS	'
s	NN	S
capital	NN	capital
,	,	,
and	CC	and
of	IN	of
Israel	NP	Israel
'	POS	'
s	JJ	<unknown>
sovereignty	NN	sovereignty
over	IN	over
the	DT	the
Golan	NP	Golan
Heights	NP	Heights
and	CC	and
the	DT	the
transfer	NN	transfer
of	IN	of
America	NP	America
'	POS	'
s	JJ	<unknown>
embassy	NN	embassy
to	TO	to
Jerusalem	NP	Jerusalem
.	SENT	.
<p>
"	``	"
You	PP	you
brokered	VBD	broker
the	DT	the
historic	JJ	historic
Abraham	NP	Abraham
Accords	NPS	Accord
in	IN	in
which	WDT	which
Israel	NP	Israel
made	VBD	make
peace	NN	peace
with	IN	with
four	CD	four
Arab	JJ	Arab
countries	NNS	country
,	,	,
"	''	"
Netanyahu	NP	<unknown>
added	VBD	add
.	SENT	.
"	``	"
I	PP	I
believe	VBP	believe
that	IN	that
working	VBG	work
together	RB	together
again	RB	again
we	PP	we
will	MD	will
raise	VB	raise
the	DT	the
US-Israel	NP	US-Israel
alliance	NN	alliance
to	TO	to
even	RB	even
greater	JJR	great
heights	NNS	height
.	SENT	.
"	``	"
<p>
He	PP	he
also	RB	also
thanked	VBD	thank
Trump	NP	Trump
for	IN	for
his	PP$	his
help	NN	help
securing	VBG	secure
the	DT	the
release	NN	release
of	IN	of
the	DT	the
hostages	NNS	hostage
,	,	,
adding	VBG	add
he	PP	he
looked	VBD	look
forward	RB	forward
to	TO	to
bringing	VBG	bring
the	DT	the
remaining	VBG	remain
hostages	NNS	hostage
home	NN	home
with	IN	with
the	DT	the
new	JJ	new
president	NN	president
'	POS	'
s	NN	S
support	NN	support
.	SENT	.
Released	VBN	release
hostages	NNS	hostage
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
:	:	:
IDF	NP	IDF
SPOKESPERSON	NN	spokesperson
'	POS	'
S	NP	S
UNIT	NN	unit
)	)	)
<p>
Other	JJ	other
goals	NNS	goal
of	IN	of
the	DT	the
two	CD	two
countries	NNS	country
would	MD	would
be	VB	be
to	TO	to
"	``	"
destroy	VB	destroy
Hamas	NP	<unknown>
'	POS	'
military	JJ	military
capabilities	NNS	capability
and	CC	and
end	VB	end
its	PP$	its
political	JJ	political
rule	NN	rule
in	IN	in
Gaza	NP	Gaza
,	,	,
and	CC	and
to	TO	to
ensure	VB	ensure
that	IN	that
Gaza	NP	Gaza
never	RB	never
again	RB	again
poses	VBZ	pose
